"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_nombre","nodo2_nombre","nodo1_region","nodo2_region"
5,72,0.450980392156863,3339,2022,"AJACUBA","TLANALAPA","Región Tula","Región Apan"
6,58,0.475247524752475,2053,2682,"ALFAJAYUCAN","TASQUILLO","Región Ixmiquilpan","Región Ixmiquilpan"
6,65,0.485148514851485,2053,2190.5,"ALFAJAYUCAN","TETEPANGO","Región Ixmiquilpan","Región Tula"
7,25,0.451612903225806,1954,1607.5,"ALMOLOYA","HUAUTLA","Región Apan","Región Huejutla"
7,49,0.458823529411765,1954,1255.5,"ALMOLOYA","PISAFLORES","Región Apan","Región Jacala"
7,65,0.452631578947368,1954,2190.5,"ALMOLOYA","TETEPANGO","Región Apan","Región Tula"
8,50,0.463855421686747,9898,7748.5,"APAN","PROGRESO DE OBREGÓN","Región Apan","Región Actopan"
8,61,0.323353293413174,9898,19205,"APAN","TEPEAPULCO","Región Apan","Región Apan"
9,19,0.4,1376.5,987.5,"EL ARENAL","CHILCUAUTLA","Región Actopan","Región Ixmiquilpan"
9,22,0.393939393939394,1376.5,1274,"EL ARENAL","EPAZOYUCAN","Región Actopan","Región Mineral de la Reforma"
10,13,0.254098360655738,10330,9928,"ATITALAQUIA","ATOTONILCO DE TULA","Región Tula","Región Tula"
11,25,0.462365591397849,2183,1607.5,"ATLAPEXCO","HUAUTLA","Región Huejutla","Región Huejutla"
12,23,0.527397260273973,4503,6801.5,"ATOTONILCO EL GRANDE","FRANCISCO I. MADERO","Región Zacualtipán","Región Actopan"
12,50,0.47239263803681,4503,7748.5,"ATOTONILCO EL GRANDE","PROGRESO DE OBREGÓN","Región Zacualtipán","Región Actopan"
12,67,0.486301369863014,4503,9553.5,"ATOTONILCO EL GRANDE","TEZONTEPEC DE ALDAMA","Región Zacualtipán","Región Tula"
12,84,0.356164383561644,4503,8408,"ATOTONILCO EL GRANDE","ZIMAPÁN","Región Zacualtipán","Región Ixmiquilpan"
13,29,0.294964028776978,9928,8502.5,"ATOTONILCO DE TULA","HUICHAPAN","Región Tula","Región Huichapan"
14,17,0.505376344086022,1851.5,1164,"CALNALI","CHAPANTONGO","Región Huejutla","Región Huichapan"
14,18,0.473118279569892,1851.5,1920.5,"CALNALI","CHAPULHUACÁN","Región Huejutla","Región Jacala"
14,25,0.526881720430108,1851.5,1607.5,"CALNALI","HUAUTLA","Región Huejutla","Región Huejutla"
14,27,0.483870967741935,1851.5,1887,"CALNALI","HUEHUETLA","Región Huejutla","Región Tulancingo"
14,31,0.459459459459459,1851.5,2405,"CALNALI","JACALA DE LEDEZMA","Región Huejutla","Región Jacala"
14,37,0.463917525773196,1851.5,2083.5,"CALNALI","METZTITLÁN","Región Huejutla","Región Zacualtipán"
14,53,0.462365591397849,1851.5,1840.5,"CALNALI","SAN BARTOLO TUTOTEPEC","Región Huejutla","Región Tulancingo"
14,73,0.479166666666667,1851.5,2304,"CALNALI","TLANCHINOL","Región Huejutla","Región Huejutla"
15,38,0.361702127659574,838.5,568,"CARDONAL","MINERAL DEL CHICO","Región Ixmiquilpan","Región Mineral de la Reforma"
15,80,0.361702127659574,838.5,1736.5,"CARDONAL","YAHUALICA","Región Ixmiquilpan","Región Huejutla"
16,23,0.482014388489209,7930.5,6801.5,"CUAUTEPEC DE HINOJOSA","FRANCISCO I. MADERO","Región Tulancingo","Región Actopan"
16,67,0.496402877697842,7930.5,9553.5,"CUAUTEPEC DE HINOJOSA","TEZONTEPEC DE ALDAMA","Región Tulancingo","Región Tula"
17,25,0.451612903225806,1164,1607.5,"CHAPANTONGO","HUAUTLA","Región Huichapan","Región Huejutla"
17,27,0.476190476190476,1164,1887,"CHAPANTONGO","HUEHUETLA","Región Huichapan","Región Tulancingo"
18,49,0.459770114942529,1920.5,1255.5,"CHAPULHUACÁN","PISAFLORES","Región Jacala","Región Jacala"
19,44,0.355932203389831,987.5,1300,"CHILCUAUTLA","NOPALA DE VILLAGRÁN","Región Ixmiquilpan","Región Huichapan"
19,45,0.406779661016949,987.5,804.5,"CHILCUAUTLA","OMITLÁN DE JUÁREZ","Región Ixmiquilpan","Región Mineral de la Reforma"
19,55,0.375,987.5,1402,"CHILCUAUTLA","SANTIAGO DE ANAYA","Región Ixmiquilpan","Región Actopan"
20,33,0.478260869565217,383.5,364.5,"ELOXOCHITLÁN","JUÁREZ HIDALGO","Región Zacualtipán","Región Zacualtipán"
20,34,0.315789473684211,383.5,677.5,"ELOXOCHITLÁN","LOLOTLA","Región Zacualtipán","Región Huejutla"
20,47,0.380952380952381,383.5,360.5,"ELOXOCHITLÁN","PACULA","Región Zacualtipán","Región Jacala"
20,71,0.45,383.5,663.5,"ELOXOCHITLÁN","TLAHUILTEPA","Región Zacualtipán","Región Zacualtipán"
21,66,0.401869158878505,3225.5,3430.5,"EMILIANO ZAPATA","VILLA DE TEZONTEPEC","Región Apan","Región Tizayuca"
21,75,0.433962264150943,3225.5,4036,"EMILIANO ZAPATA","TOLCAYUCA","Región Apan","Región Tizayuca"
23,41,0.461988304093567,6801.5,11219,"FRANCISCO I. MADERO","MIXQUIAHUALA DE JUÁREZ","Región Actopan","Región Actopan"
23,46,0.482014388489209,6801.5,4371.5,"FRANCISCO I. MADERO","SAN FELIPE ORIZATLÁN","Región Actopan","Región Huejutla"
23,50,0.466257668711656,6801.5,7748.5,"FRANCISCO I. MADERO","PROGRESO DE OBREGÓN","Región Actopan","Región Actopan"
23,54,0.467625899280576,6801.5,3078,"FRANCISCO I. MADERO","SAN SALVADOR","Región Actopan","Región Actopan"
23,56,0.39568345323741,6801.5,6723,"FRANCISCO I. MADERO","SANTIAGO TULANTEPEC DE LUGO GUERRERO","Región Actopan","Región Tulancingo"
23,59,0.467625899280576,6801.5,3029,"FRANCISCO I. MADERO","TECOZAUTLA","Región Actopan","Región Huichapan"
23,67,0.62589928057554,6801.5,9553.5,"FRANCISCO I. MADERO","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
23,74,0.489208633093525,6801.5,8664,"FRANCISCO I. MADERO","TLAXCOAPAN","Región Actopan","Región Tula"
24,38,0.355555555555556,1264,568,"HUASCA DE OCAMPO","MINERAL DEL CHICO","Región Mineral de la Reforma","Región Mineral de la Reforma"
25,27,0.462365591397849,1607.5,1887,"HUAUTLA","HUEHUETLA","Región Huejutla","Región Tulancingo"
25,37,0.45360824742268,1607.5,2083.5,"HUAUTLA","METZTITLÁN","Región Huejutla","Región Zacualtipán"
25,49,0.494623655913978,1607.5,1255.5,"HUAUTLA","PISAFLORES","Región Huejutla","Región Jacala"
25,65,0.463157894736842,1607.5,2190.5,"HUAUTLA","TETEPANGO","Región Huejutla","Región Tula"
25,73,0.489583333333333,1607.5,2304,"HUAUTLA","TLANCHINOL","Región Huejutla","Región Huejutla"
26,40,0.5,532,558,"HUAZALINGO","LA MISIÓN","Región Huejutla","Región Jacala"
26,78,0.42,532,837,"HUAZALINGO","XOCHIATIPAN","Región Huejutla","Región Huejutla"
26,79,0.368421052631579,532,557.5,"HUAZALINGO","XOCHICOATLÁN","Región Huejutla","Región Zacualtipán"
27,32,0.426666666666667,1887,2386.5,"HUEHUETLA","JALTOCÁN","Región Tulancingo","Región Huejutla"
27,36,0.486111111111111,1887,985.5,"HUEHUETLA","SAN AGUSTÍN METZQUITITLÁN","Región Tulancingo","Región Zacualtipán"
27,42,0.453333333333333,1887,2230.5,"HUEHUETLA","MOLANGO DE ESCAMILLA","Región Tulancingo","Región Zacualtipán"
27,53,0.533333333333333,1887,1840.5,"HUEHUETLA","SAN BARTOLO TUTOTEPEC","Región Tulancingo","Región Tulancingo"
27,60,0.506666666666667,1887,1465,"HUEHUETLA","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
27,78,0.402777777777778,1887,837,"HUEHUETLA","XOCHIATIPAN","Región Tulancingo","Región Huejutla"
27,80,0.430555555555556,1887,1736.5,"HUEHUETLA","YAHUALICA","Región Tulancingo","Región Huejutla"
28,30,0.405529953917051,22390,23376.5,"HUEJUTLA DE REYES","IXMIQUILPAN","Región Huejutla","Región Ixmiquilpan"
29,59,0.41726618705036,8502.5,3029,"HUICHAPAN","TECOZAUTLA","Región Huichapan","Región Huichapan"
30,41,0.460829493087558,23376.5,11219,"IXMIQUILPAN","MIXQUIAHUALA DE JUÁREZ","Región Ixmiquilpan","Región Actopan"
30,50,0.470046082949309,23376.5,7748.5,"IXMIQUILPAN","PROGRESO DE OBREGÓN","Región Ixmiquilpan","Región Actopan"
30,76,0.368663594470046,23376.5,34043,"IXMIQUILPAN","TULA DE ALLENDE","Región Ixmiquilpan","Región Tula"
30,77,0.422535211267606,23376.5,54205,"IXMIQUILPAN","TULANCINGO DE BRAVO","Región Ixmiquilpan","Región Tulancingo"
31,65,0.45045045045045,2405,2190.5,"JACALA DE LEDEZMA","TETEPANGO","Región Jacala","Región Tula"
31,73,0.486486486486487,2405,2304,"JACALA DE LEDEZMA","TLANCHINOL","Región Jacala","Región Huejutla"
33,40,0.387096774193548,364.5,558,"JUÁREZ HIDALGO","LA MISIÓN","Región Zacualtipán","Región Jacala"
35,53,0.493670886075949,1011.5,1840.5,"METEPEC","SAN BARTOLO TUTOTEPEC","Región Tulancingo","Región Tulancingo"
35,65,0.484210526315789,1011.5,2190.5,"METEPEC","TETEPANGO","Región Tulancingo","Región Tula"
36,45,0.409836065573771,985.5,804.5,"SAN AGUSTÍN METZQUITITLÁN","OMITLÁN DE JUÁREZ","Región Zacualtipán","Región Mineral de la Reforma"
36,53,0.453333333333333,985.5,1840.5,"SAN AGUSTÍN METZQUITITLÁN","SAN BARTOLO TUTOTEPEC","Región Zacualtipán","Región Tulancingo"
36,64,0.409836065573771,985.5,791.5,"SAN AGUSTÍN METZQUITITLÁN","TEPETITLÁN","Región Zacualtipán","Región Tula"
37,60,0.463917525773196,2083.5,1465,"METZTITLÁN","TENANGO DE DORIA","Región Zacualtipán","Región Tulancingo"
37,73,0.494845360824742,2083.5,2304,"METZTITLÁN","TLANCHINOL","Región Zacualtipán","Región Huejutla"
41,50,0.491228070175439,11219,7748.5,"MIXQUIAHUALA DE JUÁREZ","PROGRESO DE OBREGÓN","Región Actopan","Región Actopan"
41,67,0.502923976608187,11219,9553.5,"MIXQUIAHUALA DE JUÁREZ","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
42,53,0.493333333333333,2230.5,1840.5,"MOLANGO DE ESCAMILLA","SAN BARTOLO TUTOTEPEC","Región Zacualtipán","Región Tulancingo"
43,78,0.42,495.5,837,"NICOLÁS FLORES","XOCHIATIPAN","Región Ixmiquilpan","Región Huejutla"
46,67,0.485507246376812,4371.5,9553.5,"SAN FELIPE ORIZATLÁN","TEZONTEPEC DE ALDAMA","Región Huejutla","Región Tula"
48,77,0.387878787878788,140425,54205,"PACHUCA DE SOTO","TULANCINGO DE BRAVO","Región Pachuca","Región Tulancingo"
50,67,0.45398773006135,7748.5,9553.5,"PROGRESO DE OBREGÓN","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
51,69,0.343137254901961,37688.5,38681.5,"MINERAL DE LA REFORMA","TIZAYUCA","Región Mineral de la Reforma","Región Tizayuca"
51,77,0.299295774647887,37688.5,54205,"MINERAL DE LA REFORMA","TULANCINGO DE BRAVO","Región Mineral de la Reforma","Región Tulancingo"
52,75,0.315217391304348,5865,4036,"SAN AGUSTÍN TLAXIACA","TOLCAYUCA","Región Pachuca","Región Tizayuca"
53,60,0.573333333333333,1840.5,1465,"SAN BARTOLO TUTOTEPEC","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
54,65,0.466101694915254,3078,2190.5,"SAN SALVADOR","TETEPANGO","Región Actopan","Región Tula"
54,67,0.507246376811594,3078,9553.5,"SAN SALVADOR","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
54,70,0.458333333333333,3078,5130,"SAN SALVADOR","TLAHUELILPAN","Región Actopan","Región Tula"
57,83,0.368421052631579,2524,5748.5,"SINGUILUCAN","ZEMPOALA","Región Tulancingo","Región Tizayuca"
58,65,0.463157894736842,2682,2190.5,"TASQUILLO","TETEPANGO","Región Ixmiquilpan","Región Tula"
62,80,0.340909090909091,889,1736.5,"TEPEHUACÁN DE GUERRERO","YAHUALICA","Región Zacualtipán","Región Huejutla"
63,70,0.21259842519685,24074,5130,"TEPEJI DEL RÍO DE OCAMPO","TLAHUELILPAN","Región Tula","Región Tula"
65,72,0.484210526315789,2190.5,2022,"TETEPANGO","TLANALAPA","Región Tula","Región Apan"
65,73,0.458333333333333,2190.5,2304,"TETEPANGO","TLANCHINOL","Región Tula","Región Huejutla"
65,83,0.421052631578947,2190.5,5748.5,"TETEPANGO","ZEMPOALA","Región Tula","Región Tizayuca"
67,70,0.463768115942029,9553.5,5130,"TEZONTEPEC DE ALDAMA","TLAHUELILPAN","Región Tula","Región Tula"
67,74,0.521739130434783,9553.5,8664,"TEZONTEPEC DE ALDAMA","TLAXCOAPAN","Región Tula","Región Tula"
68,78,0.450980392156863,815,837,"TIANGUISTENGO","XOCHIATIPAN","Región Zacualtipán","Región Huejutla"
70,81,0.266666666666667,5130,10567.5,"TLAHUELILPAN","ZACUALTIPÁN DE ÁNGELES","Región Tula","Región Zacualtipán"
72,75,0.456521739130435,2022,4036,"TLANALAPA","TOLCAYUCA","Región Apan","Región Tizayuca"
82,83,0.419642857142857,5513.5,5748.5,"ZAPOTLÁN DE JUÁREZ","ZEMPOALA","Región Pachuca","Región Tizayuca"
