"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_nombre","nodo2_nombre","nodo1_region","nodo2_region"
1,60,0.436619718309859,1440,1491,"ACATLÁN","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
2,7,0.436170212765957,4080.5,1713.5,"ACAXOCHITLÁN","ALMOLOYA","Región Tulancingo","Región Apan"
2,39,0.425531914893617,4080.5,3707,"ACAXOCHITLÁN","MINERAL DEL MONTE","Región Tulancingo","Región Mineral de la Reforma"
2,81,0.276595744680851,4080.5,10377.5,"ACAXOCHITLÁN","ZACUALTIPÁN DE ÁNGELES","Región Tulancingo","Región Zacualtipán"
3,30,0.447963800904977,19674.5,23001.5,"ACTOPAN","IXMIQUILPAN","Región Actopan","Región Ixmiquilpan"
4,35,0.488095238095238,1413,939.5,"AGUA BLANCA DE ITURBIDE","METEPEC","Región Tulancingo","Región Tulancingo"
4,53,0.464285714285714,1413,1815,"AGUA BLANCA DE ITURBIDE","SAN BARTOLO TUTOTEPEC","Región Tulancingo","Región Tulancingo"
4,60,0.452380952380952,1413,1491,"AGUA BLANCA DE ITURBIDE","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
5,10,0.298076923076923,3397,9444.5,"AJACUBA","ATITALAQUIA","Región Tula","Región Tula"
5,23,0.470588235294118,3397,6503.5,"AJACUBA","FRANCISCO I. MADERO","Región Tula","Región Actopan"
5,67,0.466165413533835,3397,9183.5,"AJACUBA","TEZONTEPEC DE ALDAMA","Región Tula","Región Tula"
5,70,0.445454545454545,3397,5365,"AJACUBA","TLAHUELILPAN","Región Tula","Región Tula"
5,75,0.451923076923077,3397,3659.5,"AJACUBA","TOLCAYUCA","Región Tula","Región Tizayuca"
6,31,0.466666666666667,1994.5,2481,"ALFAJAYUCAN","JACALA DE LEDEZMA","Región Ixmiquilpan","Región Jacala"
6,58,0.445544554455446,1994.5,2779.5,"ALFAJAYUCAN","TASQUILLO","Región Ixmiquilpan","Región Ixmiquilpan"
6,65,0.504950495049505,1994.5,2188,"ALFAJAYUCAN","TETEPANGO","Región Ixmiquilpan","Región Tula"
7,14,0.450549450549451,1713.5,1855.5,"ALMOLOYA","CALNALI","Región Apan","Región Huejutla"
7,25,0.494505494505495,1713.5,1667,"ALMOLOYA","HUAUTLA","Región Apan","Región Huejutla"
7,52,0.340659340659341,1713.5,5464,"ALMOLOYA","SAN AGUSTÍN TLAXIACA","Región Apan","Región Pachuca"
7,57,0.362637362637363,1713.5,2455.5,"ALMOLOYA","SINGUILUCAN","Región Apan","Región Tulancingo"
7,65,0.510416666666667,1713.5,2188,"ALMOLOYA","TETEPANGO","Región Apan","Región Tula"
8,50,0.467455621301775,9455,7253.5,"APAN","PROGRESO DE OBREGÓN","Región Apan","Región Actopan"
8,61,0.337278106508876,9455,18095.5,"APAN","TEPEAPULCO","Región Apan","Región Apan"
9,19,0.396825396825397,1290,1083,"EL ARENAL","CHILCUAUTLA","Región Actopan","Región Ixmiquilpan"
9,36,0.444444444444444,1290,998,"EL ARENAL","SAN AGUSTÍN METZQUITITLÁN","Región Actopan","Región Zacualtipán"
11,25,0.426966292134831,2275,1667,"ATLAPEXCO","HUAUTLA","Región Huejutla","Región Huejutla"
12,23,0.50354609929078,4513.5,6503.5,"ATOTONILCO EL GRANDE","FRANCISCO I. MADERO","Región Zacualtipán","Región Actopan"
12,29,0.418439716312057,4513.5,8697.5,"ATOTONILCO EL GRANDE","HUICHAPAN","Región Zacualtipán","Región Huichapan"
12,50,0.475903614457831,4513.5,7253.5,"ATOTONILCO EL GRANDE","PROGRESO DE OBREGÓN","Región Zacualtipán","Región Actopan"
12,59,0.460992907801418,4513.5,2876.5,"ATOTONILCO EL GRANDE","TECOZAUTLA","Región Zacualtipán","Región Huichapan"
12,67,0.475177304964539,4513.5,9183.5,"ATOTONILCO EL GRANDE","TEZONTEPEC DE ALDAMA","Región Zacualtipán","Región Tula"
12,84,0.432624113475177,4513.5,6950.5,"ATOTONILCO EL GRANDE","ZIMAPÁN","Región Zacualtipán","Región Ixmiquilpan"
13,54,0.361344537815126,8804.5,2942.5,"ATOTONILCO DE TULA","SAN SALVADOR","Región Tula","Región Actopan"
14,17,0.488636363636364,1855.5,1215.5,"CALNALI","CHAPANTONGO","Región Huejutla","Región Huichapan"
14,18,0.465909090909091,1855.5,1927,"CALNALI","CHAPULHUACÁN","Región Huejutla","Región Jacala"
14,25,0.50561797752809,1855.5,1667,"CALNALI","HUAUTLA","Región Huejutla","Región Huejutla"
14,27,0.477272727272727,1855.5,1996.5,"CALNALI","HUEHUETLA","Región Huejutla","Región Tulancingo"
14,53,0.477272727272727,1855.5,1815,"CALNALI","SAN BARTOLO TUTOTEPEC","Región Huejutla","Región Tulancingo"
15,26,0.35,1109,537.5,"CARDONAL","HUAZALINGO","Región Ixmiquilpan","Región Huejutla"
16,23,0.470588235294118,7952,6503.5,"CUAUTEPEC DE HINOJOSA","FRANCISCO I. MADERO","Región Tulancingo","Región Actopan"
16,67,0.496296296296296,7952,9183.5,"CUAUTEPEC DE HINOJOSA","TEZONTEPEC DE ALDAMA","Región Tulancingo","Región Tula"
17,22,0.402439024390244,1215.5,1225.5,"CHAPANTONGO","EPAZOYUCAN","Región Huichapan","Región Mineral de la Reforma"
17,27,0.463414634146341,1215.5,1996.5,"CHAPANTONGO","HUEHUETLA","Región Huichapan","Región Tulancingo"
17,44,0.402439024390244,1215.5,1174.5,"CHAPANTONGO","NOPALA DE VILLAGRÁN","Región Huichapan","Región Huichapan"
17,55,0.414634146341463,1215.5,1041,"CHAPANTONGO","SANTIAGO DE ANAYA","Región Huichapan","Región Actopan"
19,45,0.403508771929825,1083,784.5,"CHILCUAUTLA","OMITLÁN DE JUÁREZ","Región Ixmiquilpan","Región Mineral de la Reforma"
20,33,0.458333333333333,412.5,385,"ELOXOCHITLÁN","JUÁREZ HIDALGO","Región Zacualtipán","Región Zacualtipán"
20,34,0.35,412.5,579,"ELOXOCHITLÁN","LOLOTLA","Región Zacualtipán","Región Huejutla"
20,47,0.35,412.5,436,"ELOXOCHITLÁN","PACULA","Región Zacualtipán","Región Jacala"
21,66,0.446428571428571,2993,3153.5,"EMILIANO ZAPATA","VILLA DE TEZONTEPEC","Región Apan","Región Tizayuca"
21,75,0.446428571428571,2993,3659.5,"EMILIANO ZAPATA","TOLCAYUCA","Región Apan","Región Tizayuca"
21,82,0.456896551724138,2993,5038.5,"EMILIANO ZAPATA","ZAPOTLÁN DE JUÁREZ","Región Apan","Región Pachuca"
23,56,0.41304347826087,6503.5,6435,"FRANCISCO I. MADERO","SANTIAGO TULANTEPEC DE LUGO GUERRERO","Región Actopan","Región Tulancingo"
23,59,0.455882352941176,6503.5,2876.5,"FRANCISCO I. MADERO","TECOZAUTLA","Región Actopan","Región Huichapan"
23,65,0.455882352941176,6503.5,2188,"FRANCISCO I. MADERO","TETEPANGO","Región Actopan","Región Tula"
23,67,0.602941176470588,6503.5,9183.5,"FRANCISCO I. MADERO","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
24,38,0.347826086956522,1394,632.5,"HUASCA DE OCAMPO","MINERAL DEL CHICO","Región Mineral de la Reforma","Región Mineral de la Reforma"
25,27,0.471910112359551,1667,1996.5,"HUAUTLA","HUEHUETLA","Región Huejutla","Región Tulancingo"
25,46,0.470588235294118,1667,4421.5,"HUAUTLA","SAN FELIPE ORIZATLÁN","Región Huejutla","Región Huejutla"
25,49,0.50561797752809,1667,1248.5,"HUAUTLA","PISAFLORES","Región Huejutla","Región Jacala"
25,65,0.458333333333333,1667,2188,"HUAUTLA","TETEPANGO","Región Huejutla","Región Tula"
25,73,0.454545454545455,1667,2336.5,"HUAUTLA","TLANCHINOL","Región Huejutla","Región Huejutla"
26,40,0.473684210526316,537.5,563.5,"HUAZALINGO","LA MISIÓN","Región Huejutla","Región Jacala"
26,78,0.422222222222222,537.5,1010,"HUAZALINGO","XOCHIATIPAN","Región Huejutla","Región Huejutla"
26,80,0.404761904761905,537.5,1837.5,"HUAZALINGO","YAHUALICA","Región Huejutla","Región Huejutla"
27,32,0.426666666666667,1996.5,2384,"HUEHUETLA","JALTOCÁN","Región Tulancingo","Región Huejutla"
27,36,0.479452054794521,1996.5,998,"HUEHUETLA","SAN AGUSTÍN METZQUITITLÁN","Región Tulancingo","Región Zacualtipán"
27,38,0.328767123287671,1996.5,632.5,"HUEHUETLA","MINERAL DEL CHICO","Región Tulancingo","Región Mineral de la Reforma"
27,49,0.479452054794521,1996.5,1248.5,"HUEHUETLA","PISAFLORES","Región Tulancingo","Región Jacala"
27,53,0.526315789473684,1996.5,1815,"HUEHUETLA","SAN BARTOLO TUTOTEPEC","Región Tulancingo","Región Tulancingo"
27,60,0.493150684931507,1996.5,1491,"HUEHUETLA","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
28,30,0.407239819004525,22735.5,23001.5,"HUEJUTLA DE REYES","IXMIQUILPAN","Región Huejutla","Región Ixmiquilpan"
30,50,0.452488687782805,23001.5,7253.5,"IXMIQUILPAN","PROGRESO DE OBREGÓN","Región Ixmiquilpan","Región Actopan"
30,76,0.339366515837104,23001.5,34771,"IXMIQUILPAN","TULA DE ALLENDE","Región Ixmiquilpan","Región Tula"
30,77,0.428070175438596,23001.5,53319,"IXMIQUILPAN","TULANCINGO DE BRAVO","Región Ixmiquilpan","Región Tulancingo"
31,73,0.495238095238095,2481,2336.5,"JACALA DE LEDEZMA","TLANCHINOL","Región Jacala","Región Huejutla"
33,40,0.413793103448276,385,563.5,"JUÁREZ HIDALGO","LA MISIÓN","Región Zacualtipán","Región Jacala"
