"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_nombre","nodo2_nombre","nodo1_region","nodo2_region"
27,42,0.472972972972973,1956,2170,"HUEHUETLA","MOLANGO DE ESCAMILLA","Región Tulancingo","Región Zacualtipán"
27,49,0.486486486486487,1956,1212.5,"HUEHUETLA","PISAFLORES","Región Tulancingo","Región Jacala"
27,53,0.534246575342466,1956,1808,"HUEHUETLA","SAN BARTOLO TUTOTEPEC","Región Tulancingo","Región Tulancingo"
27,60,0.465753424657534,1956,1501,"HUEHUETLA","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
28,46,0.407185628742515,21858.5,4335,"HUEJUTLA DE REYES","SAN FELIPE ORIZATLÁN","Región Huejutla","Región Huejutla"
29,59,0.414965986394558,8227,2772,"HUICHAPAN","TECOZAUTLA","Región Huichapan","Región Huichapan"
30,50,0.443965517241379,22850.5,7344.5,"IXMIQUILPAN","PROGRESO DE OBREGÓN","Región Ixmiquilpan","Región Actopan"
30,76,0.353448275862069,22850.5,33526,"IXMIQUILPAN","TULA DE ALLENDE","Región Ixmiquilpan","Región Tula"
30,77,0.455172413793103,22850.5,52794,"IXMIQUILPAN","TULANCINGO DE BRAVO","Región Ixmiquilpan","Región Tulancingo"
31,73,0.509615384615385,2424.5,2294,"JACALA DE LEDEZMA","TLANCHINOL","Región Jacala","Región Huejutla"
33,43,0.348837209302326,385,495.5,"JUÁREZ HIDALGO","NICOLÁS FLORES","Región Zacualtipán","Región Ixmiquilpan"
33,71,0.5,385,412.5,"JUÁREZ HIDALGO","TLAHUILTEPA","Región Zacualtipán","Región Zacualtipán"
35,53,0.4875,1023.5,1808,"METEPEC","SAN BARTOLO TUTOTEPEC","Región Tulancingo","Región Tulancingo"
35,65,0.46875,1023.5,2205,"METEPEC","TETEPANGO","Región Tulancingo","Región Tula"
36,64,0.417910447761194,973,781,"SAN AGUSTÍN METZQUITITLÁN","TEPETITLÁN","Región Zacualtipán","Región Tula"
37,73,0.484848484848485,2094,2294,"METZTITLÁN","TLANCHINOL","Región Zacualtipán","Región Huejutla"
40,79,0.363636363636364,540,655,"LA MISIÓN","XOCHICOATLÁN","Región Jacala","Región Zacualtipán"
41,50,0.458100558659218,11332.5,7344.5,"MIXQUIAHUALA DE JUÁREZ","PROGRESO DE OBREGÓN","Región Actopan","Región Actopan"
41,67,0.452513966480447,11332.5,9133.5,"MIXQUIAHUALA DE JUÁREZ","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
42,53,0.486486486486487,2170,1808,"MOLANGO DE ESCAMILLA","SAN BARTOLO TUTOTEPEC","Región Zacualtipán","Región Tulancingo"
42,81,0.2625,2170,10110.5,"MOLANGO DE ESCAMILLA","ZACUALTIPÁN DE ÁNGELES","Región Zacualtipán","Región Zacualtipán"
43,78,0.408163265306122,495.5,840,"NICOLÁS FLORES","XOCHIATIPAN","Región Ixmiquilpan","Región Huejutla"
45,60,0.378787878787879,779,1501,"OMITLÁN DE JUÁREZ","TENANGO DE DORIA","Región Mineral de la Reforma","Región Tulancingo"
48,77,0.371951219512195,136406.5,52794,"PACHUCA DE SOTO","TULANCINGO DE BRAVO","Región Pachuca","Región Tulancingo"
51,69,0.352380952380952,35500,36505.5,"MINERAL DE LA REFORMA","TIZAYUCA","Región Mineral de la Reforma","Región Tizayuca"
51,76,0.323671497584541,35500,33526,"MINERAL DE LA REFORMA","TULA DE ALLENDE","Región Mineral de la Reforma","Región Tula"
53,60,0.520547945205479,1808,1501,"SAN BARTOLO TUTOTEPEC","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
54,67,0.455223880597015,2879,9133.5,"SAN SALVADOR","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
57,83,0.348623853211009,2455.5,4777.5,"SINGUILUCAN","ZEMPOALA","Región Tulancingo","Región Tizayuca"
58,65,0.395833333333333,2899,2205,"TASQUILLO","TETEPANGO","Región Ixmiquilpan","Región Tula"
62,68,0.354166666666667,884.5,812.5,"TEPEHUACÁN DE GUERRERO","TIANGUISTENGO","Región Zacualtipán","Región Zacualtipán"
63,76,0.212121212121212,22926.5,33526,"TEPEJI DEL RÍO DE OCAMPO","TULA DE ALLENDE","Región Tula","Región Tula"
64,78,0.396551724137931,781,840,"TEPETITLÁN","XOCHIATIPAN","Región Tula","Región Huejutla"
65,72,0.4375,2205,2229,"TETEPANGO","TLANALAPA","Región Tula","Región Apan"
67,74,0.522388059701492,9133.5,8718,"TEZONTEPEC DE ALDAMA","TLAXCOAPAN","Región Tula","Región Tula"
68,78,0.428571428571429,812.5,840,"TIANGUISTENGO","XOCHIATIPAN","Región Zacualtipán","Región Huejutla"
70,74,0.462686567164179,4779.5,8718,"TLAHUELILPAN","TLAXCOAPAN","Región Tula","Región Tula"
82,83,0.436507936507937,4891,4777.5,"ZAPOTLÁN DE JUÁREZ","ZEMPOALA","Región Pachuca","Región Tizayuca"
