"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_nombre","nodo2_nombre","nodo1_region","nodo2_region"
1,60,0.432098765432099,1247.5,1457.5,"ACATLÁN","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
2,6,0.45,4246,2053,"ACAXOCHITLÁN","ALFAJAYUCAN","Región Tulancingo","Región Ixmiquilpan"
2,39,0.39,4246,3831.5,"ACAXOCHITLÁN","MINERAL DEL MONTE","Región Tulancingo","Región Mineral de la Reforma"
3,30,0.481308411214953,19164.5,23493.5,"ACTOPAN","IXMIQUILPAN","Región Actopan","Región Ixmiquilpan"
4,17,0.459770114942529,1305.5,1161.5,"AGUA BLANCA DE ITURBIDE","CHAPANTONGO","Región Tulancingo","Región Huichapan"
4,25,0.451612903225806,1305.5,1610,"AGUA BLANCA DE ITURBIDE","HUAUTLA","Región Tulancingo","Región Huejutla"
4,35,0.471264367816092,1305.5,1009,"AGUA BLANCA DE ITURBIDE","METEPEC","Región Tulancingo","Región Tulancingo"
4,49,0.459770114942529,1305.5,1258,"AGUA BLANCA DE ITURBIDE","PISAFLORES","Región Tulancingo","Región Jacala"
4,60,0.471264367816092,1305.5,1457.5,"AGUA BLANCA DE ITURBIDE","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
5,23,0.492753623188406,3336.5,6802,"AJACUBA","FRANCISCO I. MADERO","Región Tula","Región Actopan"
5,54,0.460869565217391,3336.5,3075.5,"AJACUBA","SAN SALVADOR","Región Tula","Región Actopan"
5,65,0.450980392156863,3336.5,2190.5,"AJACUBA","TETEPANGO","Región Tula","Región Tula"
5,67,0.456521739130435,3336.5,9489,"AJACUBA","TEZONTEPEC DE ALDAMA","Región Tula","Región Tula"
6,58,0.47,2053,2682,"ALFAJAYUCAN","TASQUILLO","Región Ixmiquilpan","Región Ixmiquilpan"
6,65,0.48,2053,2190.5,"ALFAJAYUCAN","TETEPANGO","Región Ixmiquilpan","Región Tula"
7,14,0.456521739130435,1721,1849,"ALMOLOYA","CALNALI","Región Apan","Región Huejutla"
7,25,0.483870967741935,1721,1610,"ALMOLOYA","HUAUTLA","Región Apan","Región Huejutla"
7,57,0.373626373626374,1721,2463,"ALMOLOYA","SINGUILUCAN","Región Apan","Región Tulancingo"
7,65,0.51063829787234,1721,2190.5,"ALMOLOYA","TETEPANGO","Región Apan","Región Tula"
8,50,0.49112426035503,9827,7542,"APAN","PROGRESO DE OBREGÓN","Región Apan","Región Actopan"
8,61,0.352941176470588,9827,18842,"APAN","TEPEAPULCO","Región Apan","Región Apan"
9,22,0.402985074626866,1384.5,1222.5,"EL ARENAL","EPAZOYUCAN","Región Actopan","Región Mineral de la Reforma"
10,13,0.221311475409836,11024.5,9642.5,"ATITALAQUIA","ATOTONILCO DE TULA","Región Tula","Región Tula"
11,25,0.462365591397849,2204.5,1610,"ATLAPEXCO","HUAUTLA","Región Huejutla","Región Huejutla"
12,23,0.539007092198582,4515.5,6802,"ATOTONILCO EL GRANDE","FRANCISCO I. MADERO","Región Zacualtipán","Región Actopan"
12,29,0.41958041958042,4515.5,8364.5,"ATOTONILCO EL GRANDE","HUICHAPAN","Región Zacualtipán","Región Huichapan"
12,50,0.475308641975309,4515.5,7542,"ATOTONILCO EL GRANDE","PROGRESO DE OBREGÓN","Región Zacualtipán","Región Actopan"
12,59,0.460992907801418,4515.5,2889.5,"ATOTONILCO EL GRANDE","TECOZAUTLA","Región Zacualtipán","Región Huichapan"
12,67,0.48936170212766,4515.5,9489,"ATOTONILCO EL GRANDE","TEZONTEPEC DE ALDAMA","Región Zacualtipán","Región Tula"
12,84,0.397163120567376,4515.5,7817.5,"ATOTONILCO EL GRANDE","ZIMAPÁN","Región Zacualtipán","Región Ixmiquilpan"
13,29,0.293706293706294,9642.5,8364.5,"ATOTONILCO DE TULA","HUICHAPAN","Región Tula","Región Huichapan"
14,17,0.5,1849,1161.5,"CALNALI","CHAPANTONGO","Región Huejutla","Región Huichapan"
14,18,0.467391304347826,1849,1918,"CALNALI","CHAPULHUACÁN","Región Huejutla","Región Jacala"
14,25,0.526881720430108,1849,1610,"CALNALI","HUAUTLA","Región Huejutla","Región Huejutla"
14,27,0.489130434782609,1849,1900,"CALNALI","HUEHUETLA","Región Huejutla","Región Tulancingo"
14,53,0.467391304347826,1849,1866.5,"CALNALI","SAN BARTOLO TUTOTEPEC","Región Huejutla","Región Tulancingo"
14,73,0.469387755102041,1849,2312,"CALNALI","TLANCHINOL","Región Huejutla","Región Huejutla"
15,26,0.358974358974359,1087,532,"CARDONAL","HUAZALINGO","Región Ixmiquilpan","Región Huejutla"
16,23,0.471014492753623,7896.5,6802,"CUAUTEPEC DE HINOJOSA","FRANCISCO I. MADERO","Región Tulancingo","Región Actopan"
16,67,0.514492753623188,7896.5,9489,"CUAUTEPEC DE HINOJOSA","TEZONTEPEC DE ALDAMA","Región Tulancingo","Región Tula"
17,25,0.473118279569892,1161.5,1610,"CHAPANTONGO","HUAUTLA","Región Huichapan","Región Huejutla"
17,27,0.465116279069767,1161.5,1900,"CHAPANTONGO","HUEHUETLA","Región Huichapan","Región Tulancingo"
18,49,0.465116279069767,1918,1258,"CHAPULHUACÁN","PISAFLORES","Región Jacala","Región Jacala"
19,45,0.396551724137931,980,799.5,"CHILCUAUTLA","OMITLÁN DE JUÁREZ","Región Ixmiquilpan","Región Mineral de la Reforma"
19,55,0.369230769230769,980,1404.5,"CHILCUAUTLA","SANTIAGO DE ANAYA","Región Ixmiquilpan","Región Actopan"
20,33,0.478260869565217,383.5,364.5,"ELOXOCHITLÁN","JUÁREZ HIDALGO","Región Zacualtipán","Región Zacualtipán"
20,34,0.263157894736842,383.5,750.5,"ELOXOCHITLÁN","LOLOTLA","Región Zacualtipán","Región Huejutla"
20,47,0.380952380952381,383.5,360.5,"ELOXOCHITLÁN","PACULA","Región Zacualtipán","Región Jacala"
20,71,0.478260869565217,383.5,412.5,"ELOXOCHITLÁN","TLAHUILTEPA","Región Zacualtipán","Región Zacualtipán"
21,75,0.460176991150442,3027,3939.5,"EMILIANO ZAPATA","TOLCAYUCA","Región Apan","Región Tizayuca"
22,49,0.397435897435897,1222.5,1258,"EPAZOYUCAN","PISAFLORES","Región Mineral de la Reforma","Región Jacala"
23,46,0.478260869565217,6802,4358.5,"FRANCISCO I. MADERO","SAN FELIPE ORIZATLÁN","Región Actopan","Región Huejutla"
23,50,0.469135802469136,6802,7542,"FRANCISCO I. MADERO","PROGRESO DE OBREGÓN","Región Actopan","Región Actopan"
23,54,0.463768115942029,6802,3075.5,"FRANCISCO I. MADERO","SAN SALVADOR","Región Actopan","Región Actopan"
23,56,0.41726618705036,6802,6696,"FRANCISCO I. MADERO","SANTIAGO TULANTEPEC DE LUGO GUERRERO","Región Actopan","Región Tulancingo"
23,67,0.630434782608696,6802,9489,"FRANCISCO I. MADERO","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
23,74,0.492753623188406,6802,8621,"FRANCISCO I. MADERO","TLAXCOAPAN","Región Actopan","Región Tula"
23,82,0.449275362318841,6802,5155,"FRANCISCO I. MADERO","ZAPOTLÁN DE JUÁREZ","Región Actopan","Región Pachuca"
24,38,0.369565217391304,1287,570.5,"HUASCA DE OCAMPO","MINERAL DEL CHICO","Región Mineral de la Reforma","Región Mineral de la Reforma"
25,27,0.473118279569892,1610,1900,"HUAUTLA","HUEHUETLA","Región Huejutla","Región Tulancingo"
25,49,0.505376344086022,1610,1258,"HUAUTLA","PISAFLORES","Región Huejutla","Región Jacala"
25,65,0.468085106382979,1610,2190.5,"HUAUTLA","TETEPANGO","Región Huejutla","Región Tula"
25,73,0.489795918367347,1610,2312,"HUAUTLA","TLANCHINOL","Región Huejutla","Región Huejutla"
26,40,0.5,532,558,"HUAZALINGO","LA MISIÓN","Región Huejutla","Región Jacala"
26,78,0.42,532,837,"HUAZALINGO","XOCHIATIPAN","Región Huejutla","Región Huejutla"
26,79,0.368421052631579,532,560,"HUAZALINGO","XOCHICOATLÁN","Región Huejutla","Región Zacualtipán"
27,32,0.418918918918919,1900,2386.5,"HUEHUETLA","JALTOCÁN","Región Tulancingo","Región Huejutla"
27,36,0.479452054794521,1900,985.5,"HUEHUETLA","SAN AGUSTÍN METZQUITITLÁN","Región Tulancingo","Región Zacualtipán"
27,42,0.479452054794521,1900,2228,"HUEHUETLA","MOLANGO DE ESCAMILLA","Región Tulancingo","Región Zacualtipán"
27,49,0.461538461538462,1900,1258,"HUEHUETLA","PISAFLORES","Región Tulancingo","Región Jacala"
27,53,0.539473684210526,1900,1866.5,"HUEHUETLA","SAN BARTOLO TUTOTEPEC","Región Tulancingo","Región Tulancingo"
27,60,0.527027027027027,1900,1457.5,"HUEHUETLA","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
27,78,0.410958904109589,1900,837,"HUEHUETLA","XOCHIATIPAN","Región Tulancingo","Región Huejutla"
27,80,0.410958904109589,1900,1749.5,"HUEHUETLA","YAHUALICA","Región Tulancingo","Región Huejutla"
28,30,0.411214953271028,22519.5,23493.5,"HUEJUTLA DE REYES","IXMIQUILPAN","Región Huejutla","Región Ixmiquilpan"
30,50,0.462616822429907,23493.5,7542,"IXMIQUILPAN","PROGRESO DE OBREGÓN","Región Ixmiquilpan","Región Actopan"
30,76,0.336448598130841,23493.5,34660,"IXMIQUILPAN","TULA DE ALLENDE","Región Ixmiquilpan","Región Tula"
30,77,0.406360424028269,23493.5,53562.5,"IXMIQUILPAN","TULANCINGO DE BRAVO","Región Ixmiquilpan","Región Tulancingo"
31,73,0.490740740740741,2420.5,2312,"JACALA DE LEDEZMA","TLANCHINOL","Región Jacala","Región Huejutla"
33,40,0.387096774193548,364.5,558,"JUÁREZ HIDALGO","LA MISIÓN","Región Zacualtipán","Región Jacala"
35,53,0.487179487179487,1009,1866.5,"METEPEC","SAN BARTOLO TUTOTEPEC","Región Tulancingo","Región Tulancingo"
35,65,0.468085106382979,1009,2190.5,"METEPEC","TETEPANGO","Región Tulancingo","Región Tula"
36,45,0.409836065573771,985.5,799.5,"SAN AGUSTÍN METZQUITITLÁN","OMITLÁN DE JUÁREZ","Región Zacualtipán","Región Mineral de la Reforma"
36,64,0.409836065573771,985.5,783.5,"SAN AGUSTÍN METZQUITITLÁN","TEPETITLÁN","Región Zacualtipán","Región Tula"
37,73,0.510204081632653,2099,2312,"METZTITLÁN","TLANCHINOL","Región Zacualtipán","Región Huejutla"
37,81,0.285714285714286,2099,10183.5,"METZTITLÁN","ZACUALTIPÁN DE ÁNGELES","Región Zacualtipán","Región Zacualtipán"
38,43,0.326086956521739,570.5,495.5,"MINERAL DEL CHICO","NICOLÁS FLORES","Región Mineral de la Reforma","Región Ixmiquilpan"
41,50,0.479289940828402,11455,7542,"MIXQUIAHUALA DE JUÁREZ","PROGRESO DE OBREGÓN","Región Actopan","Región Actopan"
41,67,0.479289940828402,11455,9489,"MIXQUIAHUALA DE JUÁREZ","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
42,53,0.486842105263158,2228,1866.5,"MOLANGO DE ESCAMILLA","SAN BARTOLO TUTOTEPEC","Región Zacualtipán","Región Tulancingo"
43,78,0.42,495.5,837,"NICOLÁS FLORES","XOCHIATIPAN","Región Ixmiquilpan","Región Huejutla"
44,62,0.345454545454545,1318,891.5,"NOPALA DE VILLAGRÁN","TEPEHUACÁN DE GUERRERO","Región Huichapan","Región Zacualtipán"
46,67,0.485507246376812,4358.5,9489,"SAN FELIPE ORIZATLÁN","TEZONTEPEC DE ALDAMA","Región Huejutla","Región Tula"
48,77,0.375757575757576,140179.5,53562.5,"PACHUCA DE SOTO","TULANCINGO DE BRAVO","Región Pachuca","Región Tulancingo"
50,67,0.45679012345679,7542,9489,"PROGRESO DE OBREGÓN","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
51,69,0.338235294117647,36963,37560,"MINERAL DE LA REFORMA","TIZAYUCA","Región Mineral de la Reforma","Región Tizayuca"
51,77,0.314487632508834,36963,53562.5,"MINERAL DE LA REFORMA","TULANCINGO DE BRAVO","Región Mineral de la Reforma","Región Tulancingo"
52,75,0.336734693877551,5619.5,3939.5,"SAN AGUSTÍN TLAXIACA","TOLCAYUCA","Región Pachuca","Región Tizayuca"
53,60,0.592105263157895,1866.5,1457.5,"SAN BARTOLO TUTOTEPEC","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
54,65,0.460869565217391,3075.5,2190.5,"SAN SALVADOR","TETEPANGO","Región Actopan","Región Tula"
54,67,0.5,3075.5,9489,"SAN SALVADOR","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
58,65,0.468085106382979,2682,2190.5,"TASQUILLO","TETEPANGO","Región Ixmiquilpan","Región Tula"
62,79,0.363636363636364,891.5,560,"TEPEHUACÁN DE GUERRERO","XOCHICOATLÁN","Región Zacualtipán","Región Zacualtipán"
63,69,0.235294117647059,24106,37560,"TEPEJI DEL RÍO DE OCAMPO","TIZAYUCA","Región Tula","Región Tizayuca"
65,66,0.425925925925926,2190.5,3055.5,"TETEPANGO","VILLA DE TEZONTEPEC","Región Tula","Región Tizayuca"
65,72,0.436170212765957,2190.5,2228.5,"TETEPANGO","TLANALAPA","Región Tula","Región Apan"
65,75,0.448979591836735,2190.5,3939.5,"TETEPANGO","TOLCAYUCA","Región Tula","Región Tizayuca"
67,70,0.463768115942029,9489,5192.5,"TEZONTEPEC DE ALDAMA","TLAHUELILPAN","Región Tula","Región Tula"
67,74,0.514492753623188,9489,8621,"TEZONTEPEC DE ALDAMA","TLAXCOAPAN","Región Tula","Región Tula"
68,78,0.44,858,837,"TIANGUISTENGO","XOCHIATIPAN","Región Zacualtipán","Región Huejutla"
