"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_nombre","nodo2_nombre","nodo1_region","nodo2_region"
1,24,0.452054794520548,1303.5,1044.5,"ACATLÁN","HUASCA DE OCAMPO","Región Tulancingo","Región Mineral de la Reforma"
1,60,0.479452054794521,1303.5,1303,"ACATLÁN","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
2,14,0.428571428571429,3318.5,1915.5,"ACAXOCHITLÁN","CALNALI","Región Tulancingo","Región Huejutla"
3,8,0.462365591397849,16773,8383.5,"ACTOPAN","APAN","Región Actopan","Región Apan"
3,30,0.471153846153846,16773,19293.5,"ACTOPAN","IXMIQUILPAN","Región Actopan","Región Ixmiquilpan"
3,61,0.344086021505376,16773,16568,"ACTOPAN","TEPEAPULCO","Región Actopan","Región Apan"
3,76,0.345744680851064,16773,33193,"ACTOPAN","TULA DE ALLENDE","Región Actopan","Región Tula"
4,6,0.458823529411765,1162,1543,"AGUA BLANCA DE ITURBIDE","ALFAJAYUCAN","Región Tulancingo","Región Ixmiquilpan"
4,17,0.4625,1162,1041.5,"AGUA BLANCA DE ITURBIDE","CHAPANTONGO","Región Tulancingo","Región Huichapan"
4,27,0.4625,1162,1365,"AGUA BLANCA DE ITURBIDE","HUEHUETLA","Región Tulancingo","Región Tulancingo"
4,35,0.464285714285714,1162,898,"AGUA BLANCA DE ITURBIDE","METEPEC","Región Tulancingo","Región Tulancingo"
4,60,0.4875,1162,1303,"AGUA BLANCA DE ITURBIDE","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
5,7,0.488636363636364,3075,1192,"AJACUBA","ALMOLOYA","Región Tula","Región Apan"
5,65,0.472527472527473,3075,1856,"AJACUBA","TETEPANGO","Región Tula","Región Tula"
5,72,0.395348837209302,3075,2262.5,"AJACUBA","TLANALAPA","Región Tula","Región Apan"
6,7,0.465909090909091,1543,1192,"ALFAJAYUCAN","ALMOLOYA","Región Ixmiquilpan","Región Apan"
6,65,0.472527472527473,1543,1856,"ALFAJAYUCAN","TETEPANGO","Región Ixmiquilpan","Región Tula"
7,14,0.477272727272727,1192,1915.5,"ALMOLOYA","CALNALI","Región Apan","Región Huejutla"
7,18,0.460674157303371,1192,1598,"ALMOLOYA","CHAPULHUACÁN","Región Apan","Región Jacala"
7,25,0.454545454545455,1192,1589.5,"ALMOLOYA","HUAUTLA","Región Apan","Región Huejutla"
7,35,0.454545454545455,1192,898,"ALMOLOYA","METEPEC","Región Apan","Región Tulancingo"
7,39,0.391752577319588,1192,3120,"ALMOLOYA","MINERAL DEL MONTE","Región Apan","Región Mineral de la Reforma"
7,65,0.472527472527473,1192,1856,"ALMOLOYA","TETEPANGO","Región Apan","Región Tula"
8,41,0.453488372093023,8383.5,9920,"APAN","MIXQUIAHUALA DE JUÁREZ","Región Apan","Región Actopan"
8,50,0.459302325581395,8383.5,7113,"APAN","PROGRESO DE OBREGÓN","Región Apan","Región Actopan"
9,22,0.377049180327869,1072,1089.5,"EL ARENAL","EPAZOYUCAN","Región Actopan","Región Mineral de la Reforma"
9,55,0.423728813559322,1072,997,"EL ARENAL","SANTIAGO DE ANAYA","Región Actopan","Región Actopan"
10,13,0.229508196721311,10603,7766.5,"ATITALAQUIA","ATOTONILCO DE TULA","Región Tula","Región Tula"
