"nodo1","nodo2","nodo1_nombre","nodo2_nombre","peso_arista","peso_nodo1","peso_nodo2","nodo1_afinidad","nodo2_afinidad","nodo1_dos_digitos","nodo2_dos_digitos","nodo1_dos_digitos_nombre","nodo2_dos_digitos_nombre"
112120,325412,"Explotación de bovinos para la producción de leche","Fabricación de preparaciones farmacéuticas",0.5,40.5,470.5,0.297242660552362,0.267504916378405,11,32,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
112120,623112,"Explotación de bovinos para la producción de leche","Residencias del sector público con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",1,40.5,8,0.297242660552362,0.36325710639094,11,62,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de salud y de asistencia social"
112390,483210,"Explotación de otras aves para producción de carne y huevo","Transporte por aguas interiores",1,40.5,2.5,0.592768428790113,0.348944155228393,11,48,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Transportes, correos y almacenamiento"
112512,931310,"Piscicultura y otra acuicultura, excepto camaronicultura","Regulación y fomento del desarrollo económico",0.5,777,2383,0.470983535657547,0.419353901574574,11,93,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
112512,931610,"Piscicultura y otra acuicultura, excepto camaronicultura","Actividades administrativas de instituciones de bienestar social",0.552631578947368,777,10349.5,0.470983535657547,0.425348228371137,11,93,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
114119,721190,"Pesca y captura de peces, crustáceos, moluscos y otras especies","Cabañas, villas y similares",0.454545454545455,718.5,177,0.368996810722841,0.426426318082305,11,72,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de alojamiento temporal y de preparación de alimentos y bebidas"
115113,212312,"Beneficio de productos agrícolas","Minería de mármol",0.5,17.5,28.5,0.321324298097573,0.342824575180244,11,21,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Minería"
115210,335120,"Servicios relacionados con la cría y explotación de animales","Fabricación de lámparas ornamentales",0.5,31,5,0.409657859310004,0.29021315838235,11,33,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
212222,236112,"Minería de plata","Edificación de vivienda multifamiliar",1,253.5,80.5,0.406751766827073,0.300353060727404,21,23,"Minería","Construcción"
212231,212232,"Minería de cobre","Minería de plomo y zinc",1,251,429,0.391475643373503,0.414902281594086,21,21,"Minería","Minería"
212232,212394,"Minería de plomo y zinc","Minería de roca fosfórica",1,429,75.5,0.414902281594086,0.500044895475375,21,21,"Minería","Minería"
212291,624411,"Minería de manganeso","Guarderías del sector privado",0.1,351,788,0.458121380355884,0.333127481104852,21,62,"Minería","Servicios de salud y de asistencia social"
212311,238221,"Minería de piedra caliza","Instalaciones hidrosanitarias y de gas",0.428571428571429,757,125.5,0.419417336731379,0.255155963200345,21,23,"Minería","Construcción"
212312,238210,"Minería de mármol","Instalaciones eléctricas en construcciones",0.5,28.5,552,0.342824575180244,0.301622594695807,21,23,"Minería","Construcción"
212312,488511,"Minería de mármol","Servicios de agencias aduanales",0.5,28.5,2.5,0.342824575180244,0.237994797885699,21,48,"Minería","Transportes, correos y almacenamiento"
