"nodo1","nodo2","nodo1_nombre","nodo2_nombre","peso_arista","peso_nodo1","peso_nodo2","nodo1_afinidad","nodo2_afinidad","nodo1_dos_digitos","nodo2_dos_digitos","nodo1_dos_digitos_nombre","nodo2_dos_digitos_nombre"
112512,931310,"Piscicultura y otra acuicultura, excepto camaronicultura","Regulación y fomento del desarrollo económico",0.5,777,2383,0.449519390466159,0.417566578708118,11,93,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
112512,931610,"Piscicultura y otra acuicultura, excepto camaronicultura","Actividades administrativas de instituciones de bienestar social",0.552631578947368,777,10349.5,0.449519390466159,0.414539858256525,11,93,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
114119,721190,"Pesca y captura de peces, crustáceos, moluscos y otras especies","Cabañas, villas y similares",0.454545454545455,718.5,182,0.366422442477595,0.425162599506784,11,72,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de alojamiento temporal y de preparación de alimentos y bebidas"
115113,238210,"Beneficio de productos agrícolas","Instalaciones eléctricas en construcciones",0.5,17.5,549.5,0.317800365617423,0.362896684595547,11,23,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Construcción"
115210,335120,"Servicios relacionados con la cría y explotación de animales","Fabricación de lámparas ornamentales",0.5,31,5,0.376505793896892,0.284528472560371,11,33,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
212222,236112,"Minería de plata","Edificación de vivienda multifamiliar",1,253.5,80.5,0.396775510092238,0.344986472802009,21,23,"Minería","Construcción"
212231,212232,"Minería de cobre","Minería de plomo y zinc",1,251,251,0.401407160272761,0.482655876146581,21,21,"Minería","Minería"
212232,212394,"Minería de plomo y zinc","Minería de roca fosfórica",1,251,75.5,0.482655876146581,0.517540370743403,21,21,"Minería","Minería"
212291,624411,"Minería de manganeso","Guarderías del sector privado",0.1,351,788,0.475832955092717,0.337958787471658,21,62,"Minería","Servicios de salud y de asistencia social"
212311,238221,"Minería de piedra caliza","Instalaciones hidrosanitarias y de gas",0.428571428571429,757,125.5,0.423003534329008,0.266381967585196,21,23,"Minería","Construcción"
212312,327410,"Minería de mármol","Fabricación de cal",0.5,28.5,671,0.331972256056176,0.424178042212054,21,32,"Minería","Industrias manufactureras"
212312,532121,"Minería de mármol","Alquiler de camiones de carga sin chofer",0.5,28.5,5,0.331972256056176,0.311488051669699,21,53,"Minería","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles   "
212319,316219,"Minería de otras piedras dimensionadas","Fabricación de huaraches y calzado de otro tipo de materiales",0.375,195,82.5,0.464039325636678,0.381601887656158,21,31,"Minería","Industrias manufactureras"
212321,721111,"Minería de arena y grava para la construcción","Hoteles con otros servicios integrados",0.388888888888889,713,1962.5,0.437839302584384,0.305664478707992,21,72,"Minería","Servicios de alojamiento temporal y de preparación de alimentos y bebidas"
212322,484210,"Minería de tezontle y tepetate","Servicios de mudanzas",0.333333333333333,66,147,0.454899764787845,0.203281389537175,21,48,"Minería","Transportes, correos y almacenamiento"
212324,611431,"Minería de sílice","Escuelas para la capacitación de ejecutivos del sector privado",1,20.5,2.5,0.404324975887565,0.285085227691196,21,61,"Minería","Servicios educativos"
212325,321111,"Minería de caolín","Aserraderos integrados",0.25,39,8,0.376004501208164,0.343484650057186,21,32,"Minería","Industrias manufactureras"
212325,484121,"Minería de caolín","Autotransporte foráneo de productos agrícolas sin refrigeración",0.5,39,111.5,0.376004501208164,0.300558564826591,21,48,"Minería","Transportes, correos y almacenamiento"
212329,467116,"Minería de otras arcillas y de otros minerales refractarios","Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas",0.666666666666667,33.5,266,0.482436098863434,0.276316714837055,21,46,"Minería","Comercio al por menor"
212329,541990,"Minería de otras arcillas y de otros minerales refractarios","Otros servicios profesionales, científicos y técnicos",0.5,33.5,38.5,0.482436098863434,0.31102539164871,21,54,"Minería","Servicios profesionales, científicos y técnicos"
212329,611422,"Minería de otras arcillas y de otros minerales refractarios","Escuelas de computación del sector público",0.333333333333333,33.5,2.5,0.482436098863434,0.386976127546254,21,61,"Minería","Servicios educativos"
212392,512250,"Minería de piedra de yeso","Productoras y distribuidoras discográficas",1,20.5,2.5,0.447392025410145,0.202566062608406,21,51,"Minería","Información en medios masivos"
212393,237999,"Minería de barita","Otras construcciones de ingeniería civil",1,20.5,2.5,0.363622978254524,0.352719573761425,21,23,"Minería","Construcción"
212394,212399,"Minería de roca fosfórica","Minería de otros minerales no metálicos",0.5,75.5,49,0.517540370743403,0.370375829320813,21,21,"Minería","Minería"
212399,339113,"Minería de otros minerales no metálicos","Fabricación de artículos oftálmicos",0.5,49,23,0.370375829320813,0.23000390169727,21,33,"Minería","Industrias manufactureras"
221111,463218,"Generación de electricidad a partir de combustibles fósiles","Comercio al por menor de sombreros",0.6,1167.5,162.5,0.398265549830349,0.4394044777446,22,46,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Comercio al por menor"
221111,488410,"Generación de electricidad a partir de combustibles fósiles","Servicios de grúa",0.555555555555556,1167.5,166.5,0.398265549830349,0.360040528686675,22,48,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Transportes, correos y almacenamiento"
221111,522110,"Generación de electricidad a partir de combustibles fósiles","Banca múltiple",0.611111111111111,1167.5,3869.5,0.398265549830349,0.256517748973444,22,52,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios financieros y de seguros"
221111,522452,"Generación de electricidad a partir de combustibles fósiles","Casas de empeño",0.555555555555556,1167.5,482,0.398265549830349,0.332025601932737,22,52,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios financieros y de seguros"
221111,541120,"Generación de electricidad a partir de combustibles fósiles","Notarías públicas",0.611111111111111,1167.5,749.5,0.398265549830349,0.35915315496765,22,54,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios profesionales, científicos y técnicos"
221111,541890,"Generación de electricidad a partir de combustibles fósiles","Servicios de rotulación y otros servicios de publicidad",0.526315789473684,1167.5,291.5,0.398265549830349,0.271351065856429,22,54,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios profesionales, científicos y técnicos"
221111,611182,"Generación de electricidad a partir de combustibles fósiles","Escuelas del sector público de educación para necesidades especiales",0.5,1167.5,448.5,0.398265549830349,0.356977481167474,22,61,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios educativos"
221311,461121,"Captación, tratamiento y suministro de agua realizados por el sector privado","Comercio al por menor de carnes rojas",0.647058823529412,3101.5,4000,0.440535466492531,0.458759951580608,22,46,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Comercio al por menor"
221312,622311,"Captación, tratamiento y suministro de agua realizados por el sector público","Hospitales del sector privado de otras especialidades médicas",0.5,38,493,0.374720610481626,0.322426284904965,22,62,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios de salud y de asistencia social"
236111,236221,"Edificación de vivienda unifamiliar","Edificación de inmuebles comerciales y de servicios, excepto la supervisión",0.571428571428571,2798.5,2139.5,0.376872316143983,0.308778721090076,23,23,"Construcción","Construcción"
236111,238320,"Edificación de vivienda unifamiliar","Trabajos de pintura y otros cubrimientos de paredes",0.571428571428571,2798.5,17.5,0.376872316143983,0.323510622157256,23,23,"Construcción","Construcción"
236111,713992,"Edificación de vivienda unifamiliar","Clubes o ligas de aficionados",0.75,2798.5,117,0.376872316143983,0.417749166756891,23,71,"Construcción","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
236112,237213,"Edificación de vivienda multifamiliar","Supervisión de división de terrenos y de construcción de obras de urbanización",1,80.5,196,0.344986472802009,0.388305594902368,23,23,"Construcción","Construcción"
236113,541490,"Supervisión de edificación residencial","Diseño de modas y otros diseños especializados",0.666666666666667,117,10,0.383815860303973,0.251929220735483,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236113,561440,"Supervisión de edificación residencial","Agencias de cobranza",0.666666666666667,117,491,0.383815860303973,0.333066593895839,23,56,"Construcción","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
236211,332310,"Edificación de naves y plantas industriales, excepto la supervisión","Fabricación de estructuras metálicas",0.571428571428571,779.5,666.5,0.313082086007217,0.317458293768802,23,33,"Construcción","Industrias manufactureras"
236211,484231,"Edificación de naves y plantas industriales, excepto la supervisión","Autotransporte foráneo de materiales para la construcción",0.571428571428571,779.5,800,0.313082086007217,0.407219304338531,23,48,"Construcción","Transportes, correos y almacenamiento"
236211,484232,"Edificación de naves y plantas industriales, excepto la supervisión","Autotransporte foráneo de materiales y residuos peligrosos",0.428571428571429,779.5,1145.5,0.313082086007217,0.402228929729099,23,48,"Construcción","Transportes, correos y almacenamiento"
236212,238290,"Supervisión de edificación de naves y plantas industriales","Otras instalaciones y equipamiento en construcciones",1,20.5,183,0.373408365267303,0.379378298645771,23,23,"Construcción","Construcción"
236221,722516,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión","Restaurantes de autoservicio",0.666666666666667,2139.5,578.5,0.308778721090076,0.268852173561774,23,72,"Construcción","Servicios de alojamiento temporal y de preparación de alimentos y bebidas"
236222,326199,"Supervisión de edificación de inmuebles comerciales y de servicios","Fabricación de otros productos de plástico sin reforzamiento",1,5,74,0.321408597461448,0.309515341836663,23,32,"Construcción","Industrias manufactureras"
237111,434221,"Construcción de obras para el tratamiento, distribución y suministro de agua y drenaje","Comercio al por mayor de materiales metálicos para la construcción y la manufactura",0.6,451.5,567,0.389444612725038,0.30343940164932,23,43,"Construcción","Comercio al por mayor"
237112,493130,"Construcción de sistemas de riego agrícola","Almacenamiento de productos agrícolas que no requieren refrigeración",0.5,306.5,15,0.419461856765872,0.352578752887544,23,49,"Construcción","Transportes, correos y almacenamiento"
237112,512130,"Construcción de sistemas de riego agrícola","Exhibición de películas y otros materiales audiovisuales",0.5,306.5,482,0.419461856765872,0.317768457921093,23,51,"Construcción","Información en medios masivos"
237113,611622,"Supervisión de construcción de obras para el tratamiento, distribución y suministro de agua, drenaje y riego","Escuelas de deporte del sector público",1,5,66,0.358934025442196,0.396832004083081,23,61,"Construcción","Servicios educativos"
237113,713111,"Supervisión de construcción de obras para el tratamiento, distribución y suministro de agua, drenaje y riego","Parques de diversiones y temáticos del sector privado",0.5,5,15,0.358934025442196,0.237732973213088,23,71,"Construcción","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
237121,238210,"Construcción de sistemas de distribución de petróleo y gas","Instalaciones eléctricas en construcciones",0.5,329,549.5,0.379231185805223,0.362896684595547,23,23,"Construcción","Construcción"
237121,562112,"Construcción de sistemas de distribución de petróleo y gas","Manejo de desechos no peligrosos y servicios de remediación a zonas dañadas por desechos no peligrosos",0.666666666666667,329,201,0.379231185805223,0.318243096752708,23,56,"Construcción","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
237131,713299,"Construcción de obras de generación y conducción de energía eléctrica","Otros juegos de azar",0.6,173,276.5,0.337205945188664,0.278103022908163,23,71,"Construcción","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
237132,324191,"Construcción de obras para telecomunicaciones","Fabricación de aceites y grasas lubricantes",0.5,49,107,0.261125549725146,0.341238013861955,23,32,"Construcción","Industrias manufactureras"
