"nodo1","nodo2","nodo1_nombre","nodo2_nombre","peso_arista","peso_nodo1","peso_nodo2","nodo1_afinidad","nodo2_afinidad","nodo1_dos_digitos","nodo2_dos_digitos","nodo1_dos_digitos_nombre","nodo2_dos_digitos_nombre"
112515,311611,"Piscicultura en agua dulce","Matanza de ganado, aves y otros animales comestibles",0.48,424.5,798,0.50017728102377,0.42451021387298,11,31,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
112516,611411,"Piscicultura en agua salada","Escuelas comerciales y secretariales del sector privado",0.5,2.5,13,0.368622436012232,0.453612152257303,11,61,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios educativos"
112519,621212,"Otra acuicultura","Consultorios dentales del sector público",0.666666666666667,16,7.5,0.322688801179841,0.326724175502208,11,62,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de salud y de asistencia social"
114119,541943,"Pesca y captura de peces, crustáceos, moluscos y otras especies","Servicios veterinarios para la ganadería prestados por el sector privado",0.428571428571429,817.5,55,0.374085847401902,0.486853571065214,11,54,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios profesionales, científicos y técnicos"
115111,437311,"Servicios de fumigación agrícola","Intermediación de comercio al por mayor de productos agropecuarios",0.666666666666667,5,13,0.323901529071551,0.37164549431459,11,43,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Comercio al por mayor"
115111,621212,"Servicios de fumigación agrícola","Consultorios dentales del sector público",0.666666666666667,5,7.5,0.323901529071551,0.326724175502208,11,62,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de salud y de asistencia social"
115111,624232,"Servicios de fumigación agrícola","Servicios de emergencia comunitarios prestados por el sector público",0.5,5,2.5,0.323901529071551,0.349447585244028,11,62,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de salud y de asistencia social"
115113,531319,"Beneficio de productos agrícolas","Otros servicios relacionados con los servicios inmobiliarios",0.5,22.5,191,0.350887119007947,0.295363177856657,11,53,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles   "
115119,431194,"Otros servicios relacionados con la agricultura","Comercio al por mayor de miel",0.666666666666667,25.5,17.5,0.291553582444005,0.35388876222863,11,43,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Comercio al por mayor"
115119,713111,"Otros servicios relacionados con la agricultura","Parques de diversiones y temáticos del sector privado",0.666666666666667,25.5,298,0.291553582444005,0.331950663167116,11,71,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
115210,237131,"Servicios relacionados con la cría y explotación de animales","Construcción de obras de generación y conducción de energía eléctrica",0.4,10,203.5,0.292110489089334,0.335217334309095,11,23,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Construcción"
212210,212231,"Minería de hierro","Minería de cobre",1,8,828.5,0.360501530674923,0.390931726914839,21,21,"Minería","Minería"
212210,212232,"Minería de hierro","Minería de plomo y zinc",1,8,477.5,0.360501530674923,0.448799146581894,21,21,"Minería","Minería"
212210,212399,"Minería de hierro","Minería de otros minerales no metálicos",0.5,8,124,0.360501530674923,0.331099603751224,21,21,"Minería","Minería"
212222,337920,"Minería de plata","Fabricación de persianas y cortineros",0.5,467,18,0.418261182715044,0.25393968445681,21,33,"Minería","Industrias manufactureras"
212222,561520,"Minería de plata","Organización de excursiones y paquetes turísticos para agencias de viajes",0.5,467,46,0.418261182715044,0.289996093063947,21,56,"Minería","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
212231,212232,"Minería de cobre","Minería de plomo y zinc",1,828.5,477.5,0.390931726914839,0.448799146581894,21,21,"Minería","Minería"
212232,325520,"Minería de plomo y zinc","Fabricación de adhesivos",0.5,477.5,375.5,0.448799146581894,0.346469823915029,21,32,"Minería","Industrias manufactureras"
212291,531311,"Minería de manganeso","Servicios de administración de bienes raíces",0.1,326.5,421.5,0.76898445503262,0.309737763115818,21,53,"Minería","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles   "
212311,541810,"Minería de piedra caliza","Agencias de publicidad",0.4,845.5,366.5,0.389812058765466,0.199986109163944,21,54,"Minería","Servicios profesionales, científicos y técnicos"
212312,611151,"Minería de mármol","Escuelas de educación media técnica terminal del sector privado",0.666666666666667,15.5,44,0.338923892178091,0.412983254077774,21,61,"Minería","Servicios educativos"
212319,332310,"Minería de otras piedras dimensionadas","Fabricación de estructuras metálicas",0.416666666666667,218.5,1702,0.456145960294002,0.365852160874116,21,33,"Minería","Industrias manufactureras"
212319,721312,"Minería de otras piedras dimensionadas","Departamentos y casas amueblados con servicios de hotelería",0.375,218.5,40.5,0.456145960294002,0.331780385613117,21,72,"Minería","Servicios de alojamiento temporal y de preparación de alimentos y bebidas"
212321,611142,"Minería de arena y grava para la construcción","Escuelas de educación secundaria técnica del sector público",0.44,426.5,2674.5,0.41738163843039,0.376835039598223,21,61,"Minería","Servicios educativos"
212322,333411,"Minería de tezontle y tepetate","Fabricación de equipo de aire acondicionado y calefacción",0.4,59,23.5,0.489017951921388,0.284826890569699,21,33,"Minería","Industrias manufactureras"
212324,561910,"Minería de sílice","Servicios de empacado y etiquetado",0.5,8,5,0.29313913694858,0.300067213578366,21,56,"Minería","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
212325,311612,"Minería de caolín","Corte y empacado de carne de ganado, aves y otros animales comestibles",0.5,59.5,36.5,0.375256195363261,0.32973207821828,21,31,"Minería","Industrias manufactureras"
212325,484121,"Minería de caolín","Autotransporte foráneo de productos agrícolas sin refrigeración",0.5,59.5,137.5,0.375256195363261,0.273969767833626,21,48,"Minería","Transportes, correos y almacenamiento"
212329,486210,"Minería de otras arcillas y de otros minerales refractarios","Transporte de gas natural por ductos",0.5,51,2.5,0.434008045932289,0.242287211788338,21,48,"Minería","Transportes, correos y almacenamiento"
212329,611411,"Minería de otras arcillas y de otros minerales refractarios","Escuelas comerciales y secretariales del sector privado",0.5,51,13,0.434008045932289,0.453612152257303,21,61,"Minería","Servicios educativos"
212392,512250,"Minería de piedra de yeso","Productoras y distribuidoras discográficas",0.5,78,5,0.443988424342431,0.220789479011122,21,51,"Minería","Información en medios masivos"
212392,524130,"Minería de piedra de yeso","Compañías afianzadoras",0.5,78,7.5,0.443988424342431,0.212769772334356,21,52,"Minería","Servicios financieros y de seguros"
212392,562998,"Minería de piedra de yeso","Otros servicios de manejo de residuos por el sector privado",0.5,78,16,0.443988424342431,0.314287602355803,21,56,"Minería","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
212394,212399,"Minería de roca fosfórica","Minería de otros minerales no metálicos",0.5,78,124,0.383502741480766,0.331099603751224,21,21,"Minería","Minería"
213119,238312,"Otros servicios relacionados con la minería","Trabajos de enyesado, empastado y tiroleado",1,20.5,2.5,0.313739793532563,0.27167853249554,21,23,"Minería","Construcción"
213119,466113,"Otros servicios relacionados con la minería","Comercio al por menor de muebles para jardín",1,20.5,198,0.313739793532563,0.382759585988765,21,46,"Minería","Comercio al por menor"
213119,488210,"Otros servicios relacionados con la minería","Servicios relacionados con el transporte por ferrocarril",1,20.5,75.5,0.313739793532563,0.342698012323945,21,48,"Minería","Transportes, correos y almacenamiento"
