"nodo1","nodo2","nodo1_nombre","nodo2_nombre","peso_arista","peso_nodo1","peso_nodo2","nodo1_afinidad","nodo2_afinidad","nodo1_dos_digitos","nodo2_dos_digitos","nodo1_dos_digitos_nombre","nodo2_dos_digitos_nombre"
112512,931610,"Piscicultura y otra acuicultura, excepto camaronicultura","Actividades administrativas de instituciones de bienestar social",0.513513513513513,777,10306,0.43409583252037,0.398146497950455,11,93,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
114119,721190,"Pesca y captura de peces, crustáceos, moluscos y otras especies","Cabañas, villas y similares",0.454545454545455,718.5,162,0.337522196629956,0.408056901385012,11,72,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de alojamiento temporal y de preparación de alimentos y bebidas"
115113,623312,"Beneficio de productos agrícolas","Asilos y otras residencias del sector público para el cuidado de ancianos",0.333333333333333,15,18.5,0.290220624195504,0.330873969495213,11,62,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de salud y de asistencia social"
115210,335120,"Servicios relacionados con la cría y explotación de animales","Fabricación de lámparas ornamentales",0.5,8,5,0.272733165881247,0.26462163522488,11,33,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
115210,624222,"Servicios relacionados con la cría y explotación de animales","Refugios temporales comunitarios del sector público",0.5,8,5,0.272733165881247,0.340056159508708,11,62,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de salud y de asistencia social"
212222,236112,"Minería de plata","Edificación de vivienda multifamiliar",1,253.5,80.5,0.369835696756374,0.327057807064124,21,23,"Minería","Construcción"
212231,212232,"Minería de cobre","Minería de plomo y zinc",1,251,251,0.376129437580397,0.410557040313775,21,21,"Minería","Minería"
212232,212394,"Minería de plomo y zinc","Minería de roca fosfórica",1,251,75.5,0.410557040313775,0.500653320915623,21,21,"Minería","Minería"
212291,491110,"Minería de manganeso","Servicios postales",0.111111111111111,426.5,537,0.452091245830295,0.386728942282855,21,49,"Minería","Transportes, correos y almacenamiento"
212311,238130,"Minería de piedra caliza","Trabajos de albañilería",0.428571428571429,734,26,0.387695112869392,0.292103451088705,21,23,"Minería","Construcción"
