"CVEGEO","ICE_Personal_2015.","ICE_Personal_2016A","ICE_Personal_2016B","ICE_Personal_2017A","ICE_Personal_2017B","ICE_Personal_2018A","ICE_Personal_2018B","ICE_Personal_2019A","ICE_Personal_2019B","ICE_Personal_2020A","ICE_Personal_2020B","ICE_Personal_2021A","ICE_Personal_2021B","ICE_Personal_2022A","ICE_Personal_2022B","ICE_Personal_2023B","ICE_Personal_2024A","ICE_Personal_2024B","ICE_Unidades_2015.","ICE_Unidades_2016A","ICE_Unidades_2016B","ICE_Unidades_2017A","ICE_Unidades_2017B","ICE_Unidades_2018A","ICE_Unidades_2018B","ICE_Unidades_2019A","ICE_Unidades_2019B","ICE_Unidades_2020A","ICE_Unidades_2020B","ICE_Unidades_2021A","ICE_Unidades_2021B","ICE_Unidades_2022A","ICE_Unidades_2022B","ICE_Unidades_2023B","ICE_Unidades_2024A","ICE_Unidades_2024B"
"13029",0.60462170786359,0.524884862336759,0.590988918824602,0.545793959980761,0.525477293041777,0.485226777749489,0.520520623242453,0.569276273736055,0.469828077121288,0.43398354818539,0.486743131375061,0.466011215707381,0.483547867290985,0.495361260034328,0.507122505814928,0.519912573162539,0.409159039532627,0.440701735405537,0.709040102301103,0.703419001909268,0.709958751390009,0.708024281490264,0.692558731805479,0.745475201822304,0.691539416547693,0.699895811040547,0.529599564498168,0.504345229475206,0.55464160268982,0.531482945234012,0.541634665892628,0.543510159289322,0.542659713833672,0.574541088765263,0.517499257157911,0.454476040758552
"13030",0.951229309394153,0.861711854731453,0.882888031080944,0.876002788731809,0.849803576362392,0.857502919408699,0.814302574227588,0.766825309031877,0.926226101080846,0.869663585766969,0.776171622737478,0.714601206926839,0.694597454034146,0.698544663283271,0.688809488746038,0.67330893749498,0.627164862267148,0.658793393095835,1.47279885394812,1.35285288567031,1.35685752133187,1.32615669124774,1.33304454048397,1.36946965885652,1.33875126401988,1.29170399619341,1.44045096209473,1.34712123340216,1.38966026082458,1.3542606360137,1.35239731020657,1.34957664522046,1.35356334278191,1.3152806812924,1.23632817606571,1.2128409760197
"13031",-0.22213680345219,-0.228029617759686,-0.226447420383691,-0.242844523239227,-0.275283746718097,-0.268488579040302,-0.245011361459979,-0.210781326707926,-0.270715363795625,-0.319140919389814,-0.322752423942604,-0.32517828237957,-0.318425684725115,-0.310378527895208,-0.317253759898703,-0.348658381720535,-0.338574887646959,-0.248354419720886,-0.166277175665899,-0.155504793461446,-0.157110426997386,-0.1750029907882,-0.175570600818699,-0.144106468443462,-0.177014040328634,-0.154074818251688,-0.231837796715675,-0.219611618033406,-0.23192227915386,-0.244122626570549,-0.240116153601735,-0.239593960936705,-0.239615392695883,-0.229103108130684,-0.229891438203108,-0.3165524495741
"13032",0.0422900278751158,-0.0540195520800744,-0.0924052466804131,-0.112223157821274,-0.118716185117772,-0.0531830710197962,-0.0830390869980741,-0.135244412000146,-0.491923790967648,-0.323547295856262,-0.284118424594467,-0.263261683009294,-0.283540400076477,-0.297305291247237,-0.30362797410803,-0.302447107238716,-0.276926773831732,-0.739716560467065,0.088028877229407,-0.00500884495095836,0.0178233448853525,0.0145839089439812,-0.00496416326021572,0.0874145570947018,0.00235077510076992,-0.00725614576046258,-0.223736166035607,-0.13035335274949,-0.128748779321158,-0.117977029177979,-0.144715363537428,-0.146756934208209,-0.142394753700541,-0.154695669962499,-0.131164899971713,-0.76859034140469
"13033",-0.690587964020959,-0.791858886070294,-0.978556032545739,-0.99132133559292,-0.963776463434492,-1.0782645740036,-1.1057165027425,-1.04406730693853,-1.09343111240275,-1.20644677335138,-1.29345367628493,-1.28246953393411,-1.28891952817539,-1.28932318471242,-1.22319190081605,-1.20699506355674,-1.17914934133836,-1.14909682740915,-0.89112765367859,-0.995354469568839,-1.13115726351012,-1.12476004883827,-1.11584858763374,-1.1414855625929,-1.1382615217612,-1.14176486982118,-1.31868062424254,-1.3385362006917,-1.3528473793527,-1.33102665506457,-1.35505616519384,-1.35260006934945,-1.35444395549654,-1.35300799124121,-1.3445628195674,-1.31598676787363
"13034",-0.821122395877256,-0.776646660632734,-0.835558248745706,-0.723994800455438,-0.931604493225168,-0.762312463485561,-0.727334260283941,-0.632573691110741,-0.870213519509942,-1.17902241072455,-1.03795943660014,-1.03096676998192,-1.03493989589512,-1.04171387055348,-1.02107031482137,-1.09756087236041,-0.967838884132871,-0.939453811368548,-1.25516274967316,-1.20658094890379,-1.19599914359718,-1.16878326539459,-1.29822870346109,-1.30057078142068,-1.25284622111409,-1.22624735333694,-1.36870370390219,-1.48334631618125,-1.49758592069574,-1.48221802308097,-1.51074561245494,-1.51029388791244,-1.51607739719223,-1.52187235290281,-1.50091783310047,-1.30769464536275
"13035",-0.574319028290036,-0.589531416869156,-0.63645075929169,-0.640604405738788,-0.653583082246985,-0.65607170914064,-0.616347485277974,-0.581580879035317,-0.611230279714934,-0.5077446865603,-0.500913516097419,-0.529714014704857,-0.526218707447002,-0.527293444882265,-0.539011133594626,-0.535858769951135,-0.536822133133415,-0.502153433458815,-0.553164538050992,-0.553543304437016,-0.580209316397596,-0.575170563854389,-0.587188301602146,-0.612626673168004,-0.575153862001764,-0.563005559297087,-0.53120907373979,-0.506427620057274,-0.466772950685296,-0.47201191431567,-0.449650463288467,-0.448840709825281,-0.470236348178875,-0.494292862634612,-0.465097112206371,-0.432128584137082
"13036",-0.897241626013841,-0.811770607777452,-0.822923758168884,-0.795861212737376,-0.777282745903746,-0.73349608868903,-0.778608627872368,-0.776824565669891,-0.703745460779737,-0.818776385433441,-0.749864562005487,-0.741964551245348,-0.746792047320667,-0.751704877085905,-0.734647439575625,-0.720073242638988,-0.703053201495404,-0.634581043361121,-0.876635744908969,-0.820524673799297,-0.824065358393338,-0.827850131011087,-0.836343221512946,-0.799673830174389,-0.836916109410312,-0.843741309852083,-0.919787347266746,-0.88347475139577,-0.860506033485759,-0.842607836555358,-0.840003781838261,-0.842738348443034,-0.846582635806206,-0.834664791427085,-0.831474168976524,-0.696832864456264
"13037",-0.44983887611418,-0.404933172174032,-0.452031782358145,-0.428129205589518,-0.450715566035062,-0.464274746311377,-0.470328544788699,-0.432295592130041,-0.123395927975225,-0.170345592907331,-0.278729262589012,-0.286710017029141,-0.281465863393407,-0.281721155301457,-0.285851255639957,-0.318667621589901,-0.347956915087914,-0.348872718813741,-0.517259287272756,-0.476534062279108,-0.507685920440406,-0.515116616263159,-0.518452031705533,-0.500719083316902,-0.516778138541408,-0.484027710928427,-0.110123165774555,-0.135284080534208,-0.180419361305472,-0.170479443050045,-0.175496912474355,-0.172423656294907,-0.181725747408121,-0.174394217800265,-0.202072314142235,-0.400808168534225
"13038",-0.723782920194545,-0.352164869112543,-0.49416634597044,-0.466931913886144,-0.437556420475149,-0.294307107801099,-0.351682480535647,-0.386679547256107,-0.680505435748119,-0.568918769255709,-0.622982542268301,-0.624594400689608,-0.61825051649538,-0.617324541326473,-0.618972841516161,-0.677595913103678,-0.622859816758904,-0.800678201646485,-0.901494421297882,-0.760378815536583,-0.843067466160312,-0.857666414538878,-0.779817457355992,-0.711644021710064,-0.775977642146989,-0.844157176610839,-1.01264995161487,-0.894823927448853,-0.971320714355857,-0.971956627221527,-0.983832438375569,-0.987363947090355,-0.99335599269318,-1.01553324909766,-0.963145619731446,-1.08688813913418
"13039",-0.00482226165238118,0.056434583781595,0.0478367451588195,0.0566823036034873,0.0464955554617434,0.0111364829588285,0.00362402335659728,-0.0623815510565138,-0.0959291449578708,-0.114390675287823,0.00346880799325329,-0.0267789765768283,-0.0228826241454479,-0.0331214165458443,-0.0254841975337111,0.0029459390011864,-0.0600875260660402,-0.0124996378488755,0.151343891453461,0.128036874793771,0.122326314533578,0.11880003388095,0.111072410693802,0.0862210695954464,0.12941441914226,0.116575829917808,0.0680764203422297,0.0400961690280751,0.0853444445342488,0.0822484576684375,0.0931976652471429,0.0911303266963963,0.0883825738422467,0.0945982211497216,0.0892062121685269,0.152651596091237
