"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_abr","nodo2_abr"
"AGUASCALIENTES","GUANAJUATO",0.429447852760736,344934.5,1374342.5,"AGS","GTO"
"AGUASCALIENTES","QUERÉTARO",0.435967302452316,344934.5,552640.5,"AGS","QRO"
"BAJA CALIFORNIA","CHIHUAHUA",0.489855072463768,903563,854517,"BC","CHIH"
"BAJA CALIFORNIA","NUEVO LEÓN",0.45610278372591,903563,1422620,"BC","NL"
"BAJA CALIFORNIA","SONORA",0.464183381088825,903563,769981,"BC","SON"
"BAJA CALIFORNIA SUR","CAMPECHE",0.452991452991453,230696,245696.5,"BCS","CAMP"
"BAJA CALIFORNIA SUR","COLIMA",0.487903225806452,230696,211024.5,"BCS","COL"
"BAJA CALIFORNIA SUR","NAYARIT",0.491452991452991,230696,286640.5,"BCS","NAY"
"BAJA CALIFORNIA SUR","QUINTANA ROO",0.525641025641026,230696,434023,"BCS","Q ROO"
"CAMPECHE","TABASCO",0.493775933609959,245696.5,445844.5,"CAMP","TAB"
"CAMPECHE","YUCATÁN",0.391304347826087,245696.5,617481,"CAMP","YUC"
"COAHUILA DE ZARAGOZA","CHIHUAHUA",0.538235294117647,762681.5,854517,"COAH","CHIH"
"COAHUILA DE ZARAGOZA","NUEVO LEÓN",0.458244111349036,762681.5,1422620,"COAH","NL"
"COAHUILA DE ZARAGOZA","SAN LUIS POTOSÍ",0.455882352941176,762681.5,598034,"COAH","SLP"
"COAHUILA DE ZARAGOZA","SONORA",0.464183381088825,762681.5,769981,"COAH","SON"
"COLIMA","NAYARIT",0.520161290322581,211024.5,286640.5,"COL","NAY"
"COLIMA","SINALOA",0.446666666666667,211024.5,703794,"COL","SIN"
"CHIAPAS","GUERRERO",0.495145631067961,831444,688769,"CHIS","GRO"
"CHIAPAS","OAXACA",0.554545454545455,831444,835858,"CHIS","OAX"
"CHIAPAS","VERACRUZ DE IGNACIO DE LA LLAVE",0.457564575645756,831444,1464216.5,"CHIS","VER"
"CHIHUAHUA","SONORA",0.495702005730659,854517,769981,"CHIH","SON"
"CIUDAD DE MÉXICO","JALISCO",0.529787234042553,3301492,2040677.5,"CDMX","JAL"
"CIUDAD DE MÉXICO","NUEVO LEÓN",0.517021276595745,3301492,1422620,"CDMX","NL"
"DURANGO","ZACATECAS",0.473684210526316,375372,308918.5,"DGO","ZAC"
"GUERRERO","OAXACA",0.527272727272727,688769,835858,"GRO","OAX"
"HIDALGO","MICHOACÁN DE OCAMPO",0.460264900662252,551418,1003757.5,"HGO","MICH"
"HIDALGO","MORELOS",0.433774834437086,551418,469765.5,"HGO","MOR"
"HIDALGO","PUEBLA",0.466887417218543,551418,1324515,"HGO","PUE"
"HIDALGO","TLAXCALA",0.450331125827815,551418,303038.5,"HGO","TLAX"
"JALISCO","NUEVO LEÓN",0.552462526766595,2040677.5,1422620,"JAL","NL"
"JALISCO","QUERÉTARO",0.469565217391304,2040677.5,552640.5,"JAL","QRO"
"MÉXICO","QUERÉTARO",0.444141689373297,2890385.5,552640.5,"MEX","QRO"
"MICHOACÁN DE OCAMPO","VERACRUZ DE IGNACIO DE LA LLAVE",0.449122807017544,1003757.5,1464216.5,"MICH","VER"
"MICHOACÁN DE OCAMPO","ZACATECAS",0.491228070175439,1003757.5,308918.5,"MICH","ZAC"
"NUEVO LEÓN","QUERÉTARO",0.511777301927195,1422620,552640.5,"NL","QRO"
"SINALOA","SONORA",0.512893982808023,703794,769981,"SIN","SON"
"SINALOA","TAMAULIPAS",0.447712418300654,703794,820396,"SIN","TAMPS"
"TABASCO","VERACRUZ DE IGNACIO DE LA LLAVE",0.468634686346863,445844.5,1464216.5,"TAB","VER"
