"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_abr","nodo2_abr"
"AGUASCALIENTES","GUANAJUATO",0.43613707165109,419346,1553790.5,"AGS","GTO"
"AGUASCALIENTES","QUERÉTARO",0.465295629820051,419346,702441,"AGS","QRO"
"AGUASCALIENTES","SAN LUIS POTOSÍ",0.448916408668731,419346,683370.5,"AGS","SLP"
"BAJA CALIFORNIA","CHIHUAHUA",0.512064343163539,1085899.5,985720,"BC","CHIH"
"BAJA CALIFORNIA","NUEVO LEÓN",0.47808764940239,1085899.5,1721922,"BC","NL"
"BAJA CALIFORNIA","QUERÉTARO",0.452442159383033,1085899.5,702441,"BC","QRO"
"BAJA CALIFORNIA","SONORA",0.509383378016086,1085899.5,879443.5,"BC","SON"
"BAJA CALIFORNIA SUR","COLIMA",0.470802919708029,277637,242223.5,"BCS","COL"
"BAJA CALIFORNIA SUR","NAYARIT",0.465587044534413,277637,350297,"BCS","NAY"
"BAJA CALIFORNIA SUR","QUINTANA ROO",0.497975708502024,277637,527840.5,"BCS","Q ROO"
"BAJA CALIFORNIA SUR","SINALOA",0.473856209150327,277637,852303.5,"BCS","SIN"
"CAMPECHE","QUINTANA ROO",0.429203539823009,259079,527840.5,"CAMP","Q ROO"
"CAMPECHE","TABASCO",0.467248908296943,259079,530843,"CAMP","TAB"
"COAHUILA DE ZARAGOZA","CHIHUAHUA",0.519886363636364,880008.5,985720,"COAH","CHIH"
"COAHUILA DE ZARAGOZA","NUEVO LEÓN",0.456175298804781,880008.5,1721922,"COAH","NL"
"COAHUILA DE ZARAGOZA","SONORA",0.465753424657534,880008.5,879443.5,"COAH","SON"
"COAHUILA DE ZARAGOZA","TAMAULIPAS",0.456647398843931,880008.5,914256,"COAH","TAMPS"
"COLIMA","NAYARIT",0.489051094890511,242223.5,350297,"COL","NAY"
"COLIMA","SINALOA",0.480392156862745,242223.5,852303.5,"COL","SIN"
"CHIAPAS","GUERRERO",0.546341463414634,968825,745424.5,"CHIS","GRO"
"CHIAPAS","OAXACA",0.603864734299517,968825,1007359.5,"CHIS","OAX"
"CHIAPAS","VERACRUZ DE IGNACIO DE LA LLAVE",0.455555555555556,968825,1631891,"CHIS","VER"
"CHIHUAHUA","DURANGO",0.440340909090909,985720,429655.5,"CHIH","DGO"
"CHIHUAHUA","SONORA",0.564383561643836,985720,879443.5,"CHIH","SON"
"CHIHUAHUA","TAMAULIPAS",0.460227272727273,985720,914256,"CHIH","TAMPS"
"CIUDAD DE MÉXICO","JALISCO",0.494824016563147,3564169.5,2313502,"CDMX","JAL"
"CIUDAD DE MÉXICO","NUEVO LEÓN",0.50796812749004,3564169.5,1721922,"CDMX","NL"
"DURANGO","ZACATECAS",0.485507246376812,429655.5,348865.5,"DGO","ZAC"
"GUERRERO","OAXACA",0.57487922705314,745424.5,1007359.5,"GRO","OAX"
"HIDALGO","MÉXICO",0.465909090909091,657887,3418880.5,"HGO","MEX"
"HIDALGO","MICHOACÁN DE OCAMPO",0.490625,657887,1171571.5,"HGO","MICH"
"HIDALGO","MORELOS",0.45625,657887,529296,"HGO","MOR"
"HIDALGO","PUEBLA",0.515625,657887,1574634,"HGO","PUE"
"HIDALGO","ZACATECAS",0.465625,657887,348865.5,"HGO","ZAC"
"JALISCO","NUEVO LEÓN",0.549800796812749,2313502,1721922,"JAL","NL"
"JALISCO","QUERÉTARO",0.484978540772532,2313502,702441,"JAL","QRO"
"MICHOACÁN DE OCAMPO","MORELOS",0.453020134228188,1171571.5,529296,"MICH","MOR"
"MICHOACÁN DE OCAMPO","PUEBLA",0.45819397993311,1171571.5,1574634,"MICH","PUE"
"MICHOACÁN DE OCAMPO","TLAXCALA",0.453020134228188,1171571.5,354294,"MICH","TLAX"
"MICHOACÁN DE OCAMPO","ZACATECAS",0.479865771812081,1171571.5,348865.5,"MICH","ZAC"
"NUEVO LEÓN","QUERÉTARO",0.529880478087649,1721922,702441,"NL","QRO"
"PUEBLA","TLAXCALA",0.451505016722408,1574634,354294,"PUE","TLAX"
"SINALOA","SONORA",0.526027397260274,852303.5,879443.5,"SIN","SON"
"SINALOA","YUCATÁN",0.447712418300654,852303.5,736038.5,"SIN","YUC"
"TABASCO","VERACRUZ DE IGNACIO DE LA LLAVE",0.459259259259259,530843,1631891,"TAB","VER"
