"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_abr","nodo2_abr"
"AGUASCALIENTES","COAHUILA DE ZARAGOZA",0.421195652173913,401671.5,861437,"AGS","COAH"
"AGUASCALIENTES","CHIHUAHUA",0.439024390243902,401671.5,942537.5,"AGS","CHIH"
"AGUASCALIENTES","GUANAJUATO",0.410179640718563,401671.5,1510995.5,"AGS","GTO"
"AGUASCALIENTES","QUERÉTARO",0.457800511508951,401671.5,659874,"AGS","QRO"
"AGUASCALIENTES","SAN LUIS POTOSÍ",0.438805970149254,401671.5,662803,"AGS","SLP"
"AGUASCALIENTES","SONORA",0.403794037940379,401671.5,878274,"AGS","SON"
"BAJA CALIFORNIA","COAHUILA DE ZARAGOZA",0.444743935309973,1029712,861437,"BC","COAH"
"BAJA CALIFORNIA","CHIHUAHUA",0.498652291105121,1029712,942537.5,"BC","CHIH"
"BAJA CALIFORNIA","JALISCO",0.402569593147752,1029712,2240117.5,"BC","JAL"
"BAJA CALIFORNIA","NUEVO LEÓN",0.478527607361963,1029712,1622032.5,"BC","NL"
"BAJA CALIFORNIA","QUERÉTARO",0.457800511508951,1029712,659874,"BC","QRO"
"BAJA CALIFORNIA","SONORA",0.485175202156334,1029712,878274,"BC","SON"
"BAJA CALIFORNIA SUR","NAYARIT",0.458823529411765,272284.5,356943.5,"BCS","NAY"
"BAJA CALIFORNIA SUR","QUINTANA ROO",0.482352941176471,272284.5,503158.5,"BCS","Q ROO"
"BAJA CALIFORNIA SUR","SINALOA",0.474358974358974,272284.5,850101.5,"BCS","SIN"
"BAJA CALIFORNIA SUR","YUCATÁN",0.4,272284.5,727266,"BCS","YUC"
"CAMPECHE","CHIAPAS",0.400921658986175,261456,979899.5,"CAMP","CHIS"
"CAMPECHE","NAYARIT",0.414414414414414,261456,356943.5,"CAMP","NAY"
"CAMPECHE","TABASCO",0.444933920704846,261456,504210.5,"CAMP","TAB"
"COAHUILA DE ZARAGOZA","CHIHUAHUA",0.547425474254743,861437,942537.5,"COAH","CHIH"
"COAHUILA DE ZARAGOZA","DURANGO",0.429347826086957,861437,414714,"COAH","DGO"
"COAHUILA DE ZARAGOZA","NUEVO LEÓN",0.488752556237219,861437,1622032.5,"COAH","NL"
"COAHUILA DE ZARAGOZA","QUERÉTARO",0.483375959079284,861437,659874,"COAH","QRO"
"COAHUILA DE ZARAGOZA","SAN LUIS POTOSÍ",0.442934782608696,861437,662803,"COAH","SLP"
"COAHUILA DE ZARAGOZA","SONORA",0.485094850948509,861437,878274,"COAH","SON"
"COAHUILA DE ZARAGOZA","TAMAULIPAS",0.410326086956522,861437,893663,"COAH","TAMPS"
"COLIMA","NAYARIT",0.436936936936937,287894,356943.5,"COL","NAY"
"CHIAPAS","GUERRERO",0.507246376811594,979899.5,750932.5,"CHIS","GRO"
"CHIAPAS","NAYARIT",0.400900900900901,979899.5,356943.5,"CHIS","NAY"
"CHIAPAS","OAXACA",0.531531531531532,979899.5,1013622.5,"CHIS","OAX"
"CHIAPAS","TABASCO",0.458149779735683,979899.5,504210.5,"CHIS","TAB"
"CHIAPAS","VERACRUZ DE IGNACIO DE LA LLAVE",0.454198473282443,979899.5,1626632,"CHIS","VER"
"CHIHUAHUA","DURANGO",0.422764227642276,942537.5,414714,"CHIH","DGO"
"CHIHUAHUA","NUEVO LEÓN",0.478527607361963,942537.5,1622032.5,"CHIH","NL"
"CHIHUAHUA","QUERÉTARO",0.468030690537084,942537.5,659874,"CHIH","QRO"
"CHIHUAHUA","SAN LUIS POTOSÍ",0.414634146341463,942537.5,662803,"CHIH","SLP"
"CHIHUAHUA","SINALOA",0.409214092140921,942537.5,850101.5,"CHIH","SIN"
"CHIHUAHUA","SONORA",0.555555555555556,942537.5,878274,"CHIH","SON"
"CHIHUAHUA","TAMAULIPAS",0.43360433604336,942537.5,893663,"CHIH","TAMPS"
"CIUDAD DE MÉXICO","JALISCO",0.506302521008403,3426374,2240117.5,"CDMX","JAL"
"CIUDAD DE MÉXICO","NUEVO LEÓN",0.513292433537832,3426374,1622032.5,"CDMX","NL"
"CIUDAD DE MÉXICO","QUERÉTARO",0.415966386554622,3426374,659874,"CDMX","QRO"
"DURANGO","SAN LUIS POTOSÍ",0.417910447761194,414714,662803,"DGO","SLP"
"DURANGO","SINALOA",0.461538461538462,414714,850101.5,"DGO","SIN"
"DURANGO","TAMAULIPAS",0.410169491525424,414714,893663,"DGO","TAMPS"
"DURANGO","ZACATECAS",0.440677966101695,414714,343852.5,"DGO","ZAC"
"GUANAJUATO","JALISCO",0.413276231263383,1510995.5,2240117.5,"GTO","JAL"
"GUANAJUATO","QUERÉTARO",0.429667519181586,1510995.5,659874,"GTO","QRO"
"GUANAJUATO","SAN LUIS POTOSÍ",0.417910447761194,1510995.5,662803,"GTO","SLP"
"GUERRERO","OAXACA",0.527027027027027,750932.5,1013622.5,"GRO","OAX"
"HIDALGO","MÉXICO",0.434666666666667,627770,3299585,"HGO","MEX"
"HIDALGO","MICHOACÁN DE OCAMPO",0.488673139158576,627770,1162488.5,"HGO","MICH"
"HIDALGO","MORELOS",0.453074433656958,627770,527951.5,"HGO","MOR"
"HIDALGO","PUEBLA",0.508090614886731,627770,1529325.5,"HGO","PUE"
"HIDALGO","TLAXCALA",0.482200647249191,627770,345215.5,"HGO","TLAX"
"HIDALGO","ZACATECAS",0.469255663430421,627770,343852.5,"HGO","ZAC"
"JALISCO","MÉXICO",0.419700214132762,2240117.5,3299585,"JAL","MEX"
"JALISCO","NUEVO LEÓN",0.535787321063395,2240117.5,1622032.5,"JAL","NL"
"JALISCO","QUERÉTARO",0.494646680942184,2240117.5,659874,"JAL","QRO"
"MÉXICO","PUEBLA",0.410666666666667,3299585,1529325.5,"MEX","PUE"
"MICHOACÁN DE OCAMPO","MORELOS",0.433656957928803,1162488.5,527951.5,"MICH","MOR"
"MICHOACÁN DE OCAMPO","PUEBLA",0.449838187702265,1162488.5,1529325.5,"MICH","PUE"
"MICHOACÁN DE OCAMPO","TLAXCALA",0.427184466019417,1162488.5,345215.5,"MICH","TLAX"
"MICHOACÁN DE OCAMPO","ZACATECAS",0.475728155339806,1162488.5,343852.5,"MICH","ZAC"
"MORELOS","PUEBLA",0.44299674267101,527951.5,1529325.5,"MOR","PUE"
"MORELOS","TLAXCALA",0.448398576512456,527951.5,345215.5,"MOR","TLAX"
"NAYARIT","QUINTANA ROO",0.400900900900901,356943.5,503158.5,"NAY","Q ROO"
