"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_abr","nodo2_abr"
"AGUASCALIENTES","GUANAJUATO",0.429012345679012,414753,1533417,"AGS","GTO"
"AGUASCALIENTES","QUERÉTARO",0.435114503816794,414753,673635,"AGS","QRO"
"AGUASCALIENTES","SAN LUIS POTOSÍ",0.425076452599388,414753,677645,"AGS","SLP"
"BAJA CALIFORNIA","CHIHUAHUA",0.478260869565217,1027684,945053.5,"BC","CHIH"
"BAJA CALIFORNIA","NUEVO LEÓN",0.484599589322382,1027684,1668023.5,"BC","NL"
"BAJA CALIFORNIA","QUERÉTARO",0.488549618320611,1027684,673635,"BC","QRO"
"BAJA CALIFORNIA","SONORA",0.490566037735849,1027684,883545,"BC","SON"
"BAJA CALIFORNIA SUR","NAYARIT",0.451219512195122,269058,359135,"BCS","NAY"
"BAJA CALIFORNIA SUR","QUINTANA ROO",0.524390243902439,269058,507564,"BCS","Q ROO"
"BAJA CALIFORNIA SUR","SINALOA",0.475247524752475,269058,849452,"BCS","SIN"
"CAMPECHE","QUINTANA ROO",0.417777777777778,263329.5,507564,"CAMP","Q ROO"
"CAMPECHE","TABASCO",0.463519313304721,263329.5,508024,"CAMP","TAB"
"COAHUILA DE ZARAGOZA","CHIHUAHUA",0.545961002785515,874596.5,945053.5,"COAH","CHIH"
"COAHUILA DE ZARAGOZA","NUEVO LEÓN",0.482546201232033,874596.5,1668023.5,"COAH","NL"
"COAHUILA DE ZARAGOZA","QUERÉTARO",0.455470737913486,874596.5,673635,"COAH","QRO"
"COAHUILA DE ZARAGOZA","SONORA",0.490566037735849,874596.5,883545,"COAH","SON"
"COLIMA","NAYARIT",0.454954954954955,291858.5,359135,"COL","NAY"
"CHIAPAS","GUERRERO",0.554455445544555,987255.5,755038,"CHIS","GRO"
"CHIAPAS","OAXACA",0.532407407407407,987255.5,1025645.5,"CHIS","OAX"
"CHIAPAS","VERACRUZ DE IGNACIO DE LA LLAVE",0.453183520599251,987255.5,1651697.5,"CHIS","VER"
"CHIHUAHUA","SONORA",0.536388140161725,945053.5,883545,"CHIH","SON"
"CHIHUAHUA","TAMAULIPAS",0.446327683615819,945053.5,892863,"CHIH","TAMPS"
"CIUDAD DE MÉXICO","JALISCO",0.498960498960499,3565173,2293127.5,"CDMX","JAL"
"CIUDAD DE MÉXICO","NUEVO LEÓN",0.51129363449692,3565173,1668023.5,"CDMX","NL"
"DURANGO","SINALOA",0.452145214521452,412271.5,849452,"DGO","SIN"
"DURANGO","ZACATECAS",0.477031802120141,412271.5,347063,"DGO","ZAC"
"GUERRERO","OAXACA",0.532407407407407,755038,1025645.5,"GRO","OAX"
"HIDALGO","MÉXICO",0.42896174863388,640281,3365109,"HGO","MEX"
"HIDALGO","MICHOACÁN DE OCAMPO",0.488599348534202,640281,1169009.5,"HGO","MICH"
"HIDALGO","MORELOS",0.436482084690554,640281,535838,"HGO","MOR"
"HIDALGO","PUEBLA",0.517915309446254,640281,1556731,"HGO","PUE"
"HIDALGO","TLAXCALA",0.456026058631922,640281,351021,"HGO","TLAX"
"HIDALGO","ZACATECAS",0.465798045602606,640281,347063,"HGO","ZAC"
"JALISCO","NUEVO LEÓN",0.5564681724846,2293127.5,1668023.5,"JAL","NL"
"JALISCO","QUERÉTARO",0.488172043010753,2293127.5,673635,"JAL","QRO"
"MICHOACÁN DE OCAMPO","PUEBLA",0.471380471380471,1169009.5,1556731,"MICH","PUE"
"MICHOACÁN DE OCAMPO","ZACATECAS",0.478114478114478,1169009.5,347063,"MICH","ZAC"
"NUEVO LEÓN","QUERÉTARO",0.558521560574949,1668023.5,673635,"NL","QRO"
"SINALOA","SONORA",0.512129380053908,849452,883545,"SIN","SON"
"SINALOA","YUCATÁN",0.392739273927393,849452,723361,"SIN","YUC"
"TABASCO","VERACRUZ DE IGNACIO DE LA LLAVE",0.453183520599251,508024,1651697.5,"TAB","VER"
