"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_abr","nodo2_abr"
"AGUASCALIENTES","COAHUILA DE ZARAGOZA",0.432203389830508,370221.5,826451.5,"AGS","COAH"
"AGUASCALIENTES","GUANAJUATO",0.433333333333333,370221.5,1445899,"AGS","GTO"
"AGUASCALIENTES","QUERÉTARO",0.465181058495822,370221.5,615437.5,"AGS","QRO"
"AGUASCALIENTES","SAN LUIS POTOSÍ",0.418181818181818,370221.5,637006.5,"AGS","SLP"
"AGUASCALIENTES","SONORA",0.405099150141643,370221.5,829980,"AGS","SON"
"BAJA CALIFORNIA","COAHUILA DE ZARAGOZA",0.457627118644068,986576,826451.5,"BC","COAH"
"BAJA CALIFORNIA","CHIHUAHUA",0.466472303206997,986576,913405,"BC","CHIH"
"BAJA CALIFORNIA","JALISCO",0.402173913043478,986576,2211637,"BC","JAL"
"BAJA CALIFORNIA","NUEVO LEÓN",0.43254817987152,986576,1573568.5,"BC","NL"
"BAJA CALIFORNIA","SONORA",0.444759206798867,986576,829980,"BC","SON"
"BAJA CALIFORNIA","TAMAULIPAS",0.451895043731778,986576,859911,"BC","TAMPS"
"BAJA CALIFORNIA SUR","CAMPECHE",0.462222222222222,249005.5,254981,"BCS","CAMP"
"BAJA CALIFORNIA SUR","COLIMA",0.422222222222222,249005.5,271935.5,"BCS","COL"
"BAJA CALIFORNIA SUR","NAYARIT",0.457777777777778,249005.5,308730.5,"BCS","NAY"
"BAJA CALIFORNIA SUR","QUINTANA ROO",0.497777777777778,249005.5,485186,"BCS","Q ROO"
"BAJA CALIFORNIA SUR","SINALOA",0.411184210526316,249005.5,755123.5,"BCS","SIN"
"CAMPECHE","CHIAPAS",0.417040358744395,254981,861867.5,"CAMP","CHIS"
"CAMPECHE","NAYARIT",0.417040358744395,254981,308730.5,"CAMP","NAY"
"CAMPECHE","QUINTANA ROO",0.457399103139013,254981,485186,"CAMP","Q ROO"
"CAMPECHE","TABASCO",0.497907949790795,254981,467851,"CAMP","TAB"
"CAMPECHE","YUCATÁN",0.409420289855072,254981,642557.5,"CAMP","YUC"
"COAHUILA DE ZARAGOZA","CHIHUAHUA",0.519774011299435,826451.5,913405,"COAH","CHIH"
"COAHUILA DE ZARAGOZA","DURANGO",0.403954802259887,826451.5,392564,"COAH","DGO"
"COAHUILA DE ZARAGOZA","NUEVO LEÓN",0.466809421841542,826451.5,1573568.5,"COAH","NL"
"COAHUILA DE ZARAGOZA","QUERÉTARO",0.448467966573816,826451.5,615437.5,"COAH","QRO"
"COAHUILA DE ZARAGOZA","SAN LUIS POTOSÍ",0.474576271186441,826451.5,637006.5,"COAH","SLP"
"COAHUILA DE ZARAGOZA","SONORA",0.432203389830508,826451.5,829980,"COAH","SON"
"COAHUILA DE ZARAGOZA","TAMAULIPAS",0.449152542372881,826451.5,859911,"COAH","TAMPS"
"COLIMA","NAYARIT",0.457013574660633,271935.5,308730.5,"COL","NAY"
"CHIAPAS","GUERRERO",0.506849315068493,861867.5,701725,"CHIS","GRO"
"CHIAPAS","MICHOACÁN DE OCAMPO",0.404682274247492,861867.5,1034438,"CHIS","MICH"
"CHIAPAS","NAYARIT",0.420814479638009,861867.5,308730.5,"CHIS","NAY"
"CHIAPAS","OAXACA",0.547511312217195,861867.5,864415.5,"CHIS","OAX"
"CHIAPAS","TABASCO",0.456066945606695,861867.5,467851,"CHIS","TAB"
"CHIAPAS","VERACRUZ DE IGNACIO DE LA LLAVE",0.474226804123711,861867.5,1525751.5,"CHIS","VER"
"CHIAPAS","ZACATECAS",0.425196850393701,861867.5,321273,"CHIS","ZAC"
"CHIHUAHUA","DURANGO",0.435820895522388,913405,392564,"CHIH","DGO"
"CHIHUAHUA","NUEVO LEÓN",0.406852248394004,913405,1573568.5,"CHIH","NL"
"CHIHUAHUA","QUERÉTARO",0.403899721448468,913405,615437.5,"CHIH","QRO"
"CHIHUAHUA","SAN LUIS POTOSÍ",0.417910447761194,913405,637006.5,"CHIH","SLP"
"CHIHUAHUA","SINALOA",0.411940298507463,913405,755123.5,"CHIH","SIN"
"CHIHUAHUA","SONORA",0.475920679886686,913405,829980,"CHIH","SON"
"CHIHUAHUA","TAMAULIPAS",0.444776119402985,913405,859911,"CHIH","TAMPS"
"CIUDAD DE MÉXICO","JALISCO",0.484407484407484,3634750.5,2211637,"CDMX","JAL"
"CIUDAD DE MÉXICO","NUEVO LEÓN",0.478170478170478,3634750.5,1573568.5,"CDMX","NL"
"DURANGO","SAN LUIS POTOSÍ",0.402439024390244,392564,637006.5,"DGO","SLP"
"DURANGO","ZACATECAS",0.434628975265018,392564,321273,"DGO","ZAC"
"GUANAJUATO","QUERÉTARO",0.420612813370474,1445899,615437.5,"GTO","QRO"
"GUERRERO","OAXACA",0.542986425339366,701725,864415.5,"GRO","OAX"
"HIDALGO","MÉXICO",0.416666666666667,570155.5,3076550.5,"HGO","MEX"
"HIDALGO","MICHOACÁN DE OCAMPO",0.466237942122186,570155.5,1034438,"HGO","MICH"
"HIDALGO","MORELOS",0.45016077170418,570155.5,492778,"HGO","MOR"
"HIDALGO","PUEBLA",0.459807073954984,570155.5,1385499,"HGO","PUE"
"HIDALGO","TLAXCALA",0.446945337620579,570155.5,313270,"HGO","TLAX"
"HIDALGO","ZACATECAS",0.427652733118971,570155.5,321273,"HGO","ZAC"
"JALISCO","MÉXICO",0.415217391304348,2211637,3076550.5,"JAL","MEX"
"JALISCO","NUEVO LEÓN",0.528907922912206,2211637,1573568.5,"JAL","NL"
"JALISCO","QUERÉTARO",0.445652173913043,2211637,615437.5,"JAL","QRO"
"MÉXICO","QUERÉTARO",0.416666666666667,3076550.5,615437.5,"MEX","QRO"
"MICHOACÁN DE OCAMPO","MORELOS",0.418060200668896,1034438,492778,"MICH","MOR"
"MICHOACÁN DE OCAMPO","OAXACA",0.421404682274247,1034438,864415.5,"MICH","OAX"
"MICHOACÁN DE OCAMPO","PUEBLA",0.424749163879599,1034438,1385499,"MICH","PUE"
"MICHOACÁN DE OCAMPO","SINALOA",0.407894736842105,1034438,755123.5,"MICH","SIN"
"MICHOACÁN DE OCAMPO","VERACRUZ DE IGNACIO DE LA LLAVE",0.481605351170569,1034438,1525751.5,"MICH","VER"
"MICHOACÁN DE OCAMPO","ZACATECAS",0.474916387959866,1034438,321273,"MICH","ZAC"
"MORELOS","PUEBLA",0.401408450704225,492778,1385499,"MOR","PUE"
"NAYARIT","TABASCO",0.414225941422594,308730.5,467851,"NAY","TAB"
"NAYARIT","ZACATECAS",0.433070866141732,308730.5,321273,"NAY","ZAC"
"NUEVO LEÓN","QUERÉTARO",0.486081370449679,1573568.5,615437.5,"NL","QRO"
"OAXACA","TLAXCALA",0.411504424778761,864415.5,313270,"OAX","TLAX"
"PUEBLA","TLAXCALA",0.440140845070423,1385499,313270,"PUE","TLAX"
"QUERÉTARO","SAN LUIS POTOSÍ",0.415041782729805,615437.5,637006.5,"QRO","SLP"
"SINALOA","SONORA",0.515580736543909,755123.5,829980,"SIN","SON"
"SINALOA","TAMAULIPAS",0.442367601246106,755123.5,859911,"SIN","TAMPS"
"SONORA","TAMAULIPAS",0.41643059490085,829980,859911,"SON","TAMPS"
"TABASCO","VERACRUZ DE IGNACIO DE LA LLAVE",0.429553264604811,467851,1525751.5,"TAB","VER"
"TABASCO","YUCATÁN",0.402173913043478,467851,642557.5,"TAB","YUC"
"TABASCO","ZACATECAS",0.409448818897638,467851,321273,"TAB","ZAC"
