"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_abr","nodo2_abr"
"AGUASCALIENTES","GUANAJUATO",0.43167701863354,412866,1540900,"AGS","GTO"
"AGUASCALIENTES","QUERÉTARO",0.457219251336898,412866,684274,"AGS","QRO"
"BAJA CALIFORNIA","CHIHUAHUA",0.501347708894879,1051888,959558.5,"BC","CHIH"
"BAJA CALIFORNIA","NUEVO LEÓN",0.480651731160896,1051888,1699572,"BC","NL"
"BAJA CALIFORNIA","QUERÉTARO",0.467914438502674,1051888,684274,"BC","QRO"
"BAJA CALIFORNIA","SONORA",0.512129380053908,1051888,882853,"BC","SON"
"BAJA CALIFORNIA SUR","COLIMA",0.465909090909091,279195.5,246718.5,"BCS","COL"
"BAJA CALIFORNIA SUR","NAYARIT",0.460905349794239,279195.5,343820.5,"BCS","NAY"
"BAJA CALIFORNIA SUR","QUINTANA ROO",0.481481481481481,279195.5,536518.5,"BCS","Q ROO"
"BAJA CALIFORNIA SUR","SINALOA",0.453125,279195.5,841831,"BCS","SIN"
"CAMPECHE","TABASCO",0.493562231759657,259769.5,499256.5,"CAMP","TAB"
"COAHUILA DE ZARAGOZA","CHIHUAHUA",0.52924791086351,874100.5,959558.5,"COAH","CHIH"
"COAHUILA DE ZARAGOZA","NUEVO LEÓN",0.478615071283096,874100.5,1699572,"COAH","NL"
"COAHUILA DE ZARAGOZA","QUERÉTARO",0.478609625668449,874100.5,684274,"COAH","QRO"
"COAHUILA DE ZARAGOZA","SAN LUIS POTOSÍ",0.466101694915254,874100.5,674004,"COAH","SLP"
"COAHUILA DE ZARAGOZA","SONORA",0.495890410958904,874100.5,882853,"COAH","SON"
"COAHUILA DE ZARAGOZA","TAMAULIPAS",0.457627118644068,874100.5,895687.5,"COAH","TAMPS"
"COLIMA","NAYARIT",0.450757575757576,246718.5,343820.5,"COL","NAY"
"COLIMA","SINALOA",0.453125,246718.5,841831,"COL","SIN"
"CHIAPAS","GUERRERO",0.528846153846154,957610,742783.5,"CHIS","GRO"
"CHIAPAS","OAXACA",0.572115384615385,957610,997263.5,"CHIS","OAX"
"CHIAPAS","VERACRUZ DE IGNACIO DE LA LLAVE",0.465648854961832,957610,1624749.5,"CHIS","VER"
"CHIHUAHUA","SONORA",0.564383561643836,959558.5,882853,"CHIH","SON"
"CHIHUAHUA","TAMAULIPAS",0.484679665738162,959558.5,895687.5,"CHIH","TAMPS"
"CIUDAD DE MÉXICO","JALISCO",0.517894736842105,3634378,2265188,"CDMX","JAL"
"CIUDAD DE MÉXICO","NUEVO LEÓN",0.505091649694501,3634378,1699572,"CDMX","NL"
"DURANGO","SINALOA",0.45,419063.5,841831,"DGO","SIN"
"DURANGO","ZACATECAS",0.475,419063.5,347667.5,"DGO","ZAC"
"GUERRERO","OAXACA",0.563106796116505,742783.5,997263.5,"GRO","OAX"
"HIDALGO","MÉXICO",0.453296703296703,643541.5,3362970,"HGO","MEX"
"HIDALGO","MICHOACÁN DE OCAMPO",0.516233766233766,643541.5,1156012,"HGO","MICH"
"HIDALGO","MORELOS",0.464285714285714,643541.5,527142,"HGO","MOR"
"HIDALGO","PUEBLA",0.532467532467532,643541.5,1547914.5,"HGO","PUE"
"HIDALGO","TLAXCALA",0.454545454545455,643541.5,351800.5,"HGO","TLAX"
"HIDALGO","ZACATECAS",0.457792207792208,643541.5,347667.5,"HGO","ZAC"
"JALISCO","NUEVO LEÓN",0.564154786150713,2265188,1699572,"JAL","NL"
"JALISCO","QUERÉTARO",0.488272921108742,2265188,684274,"JAL","QRO"
"MICHOACÁN DE OCAMPO","MORELOS",0.454545454545455,1156012,527142,"MICH","MOR"
"MICHOACÁN DE OCAMPO","PUEBLA",0.46843853820598,1156012,1547914.5,"MICH","PUE"
"MICHOACÁN DE OCAMPO","ZACATECAS",0.481481481481481,1156012,347667.5,"MICH","ZAC"
"NAYARIT","TABASCO",0.420600858369099,343820.5,499256.5,"NAY","TAB"
"NAYARIT","ZACATECAS",0.452471482889734,343820.5,347667.5,"NAY","ZAC"
"NUEVO LEÓN","QUERÉTARO",0.523421588594705,1699572,684274,"NL","QRO"
"PUEBLA","TLAXCALA",0.451827242524917,1547914.5,351800.5,"PUE","TLAX"
"SINALOA","SONORA",0.547945205479452,841831,882853,"SIN","SON"
"SINALOA","YUCATÁN",0.43125,841831,725473.5,"SIN","YUC"
"TABASCO","VERACRUZ DE IGNACIO DE LA LLAVE",0.469465648854962,499256.5,1624749.5,"TAB","VER"
