"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Fabricación de material de construcción","Industria alimentaria y de bebidas","Industria del papel","Manufactura metal y herreria","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Comunicaciones y transportes paqueteria","Construccion","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de muebles","Fabricas diversas","Maquiladoras y textileras","Fabricación de equipo electrónico y eléctrico","Fertilizantes y agricultura","Generación, transmision, distribucion energía eléctrica","Industria Química","Petroquimica","Turismo","Fabricación de maquinaria","Minería Metálicos"
"047","PACULA",4.11845149806571,56.0084879556055,864.755512258069,0.133166159020613,NA,0.219139838093526,NA,0.688002712578522,NA,NA,0.610021400374395,NA,NA,7.08980024278275,NA,3.28041438346237,NA,18.3848733205445,3.37458757153743,4.31918249846862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"048","PACHUCA DE SOTO",4.08506908819638,5.56802521514802,3.89038963239223,6.26425636124306,7.13391826659862,6.37946983695231,3.37020523151395,6.12255226939912,7.91574336565508,14.0121266120526,3.63771108189994,NA,0.0873450549026953,0.932686298986186,4.293414490576,1.71268450765969,0.00899892902854611,0.669115898345675,21.9630742831533,1.21235193286021,32.1139393051268,32.7433013967558,1.86845411767863,1.12196138203029,0.0995761394624832,1.69210219899005,2.48534842082627,NA,8.50734522714873,0.104126956049107,0.0040811215038201,93.0716454705425,0.37077217527085,1.04281485938417
"049","PISAFLORES",2.09200774492763,12.742734562796,0.0476628717063563,1.88578010954865,0.127780488526671,1.29690472503956,3.40855125277135,2.9391075512191,1.06278430106791,2.78223127600543,2.50708648021905,NA,0.182132507838591,3.60133341981989,NA,1.06644389814934,NA,719.091614326626,0.274264765343324,2.75211724886485,18.9964669825917,NA,NA,5.54470162161795,NA,0.0198357206904473,NA,NA,NA,NA,NA,NA,NA,NA
"050","PROGRESO DE OBREGÓN",2.94569875348718,0.418051406174351,13.108312267871,1.79523182960383,1.34263486021174,2.40291520353766,0.111528841974574,2.42415060060445,7.3719986115183,2.97853460491445,3.70721950041532,0.101409159638154,100.09556488465,0.591257594426101,1.60418998256784,2.50926819755521,94.9274068114917,9.44619532138126,0.297736685007922,4.862841745387,0.0994512357684681,0.00169134286180373,NA,1.04500418076349,0.0274917600800491,0.0701991780523031,NA,NA,34.0968529105785,NA,NA,NA,231.133040931646,NA
"051","MINERAL DE LA REFORMA",3.31764177942716,1.40157743165085,0.644918596899337,1.25828120633152,3.13194075238669,4.56079202848081,0.95065072919047,5.17934799182794,8.19692524866466,12.4155043954729,5.51869214864313,NA,8.38698239963814,9.25980774257128,1.07143561351736,1.33639342856025,NA,1.33607067136568,8.76209783967448,2.12133363019631,7.98690844214349,6.99483085330386,10.4688152613152,3.55690910685771,46.6033631682855,2.25408750160152,22.9895268458442,NA,NA,6.37994220383289,NA,31.4995566679954,28.4754137279187,NA
"052","SAN AGUSTÍN TLAXIACA",4.27116990918271,1.10903741687577,0.460966506256261,1.62980114003121,1.10582486317979,11.0986272923373,0.0376249188677338,4.13001678046332,1.17314278519559,3.71607390073701,10.208459580194,NA,2.72263139657695,0.407069938259668,0.211399625683212,3.40205711075515,0.673940315667111,6.76341062151977,0.193756256503273,14.0240117902043,0.838761662641831,1.26042134706261,NA,2.50693960671176,0.0579656809076156,89.4596635226681,NA,NA,NA,40.7898124334269,NA,NA,NA,NA
"053","SAN BARTOLO TUTOTEPEC",4.83899583524023,28.9648825990173,0.306245463959295,26.7143610036098,0.461824034011667,2.71033711941139,3.07979509986343,3.79485902474982,0.426790366008557,0.628470984818071,1.82638938964307,91.6940707876597,0.073140334877342,0.0578485928638335,NA,0.240896237743907,NA,3.94009943085739,45.8352737310695,3.24790128624581,7.62855556694168,NA,NA,0.356260472740628,0.131799782189194,0.0318623242176725,NA,NA,2.43107713516244,NA,NA,NA,NA,NA
"054","SAN SALVADOR",12.4038459875551,2.20119769044483,0.0160204496572631,0.713006938229295,0.687193468738986,5.67893085283088,NA,9.22107220830125,10.8060010635679,0.526029683152035,5.96668566689037,0.723422186405074,1.53045996197817,3.25570857720373,0.402321261379288,5.73525183723028,1.45931032241622,4.15126206729464,0.368743611842242,9.13714906760364,NA,0.244326921227864,NA,0.298189714596922,0.110316306304194,0.117609136530697,NA,281.937398046443,NA,0.0655999628434975,NA,NA,NA,NA
"055","SANTIAGO DE ANAYA",1.66859865000959,9.49360474462087,0.0594003263563725,1.1416355099627,1.43322930487712,3.52387396847611,NA,0.9799651395786,68.6623636070936,1.95040311107648,1.4567360461823,NA,1150.68401681393,0.179527899009815,NA,1.32906627995696,NA,1.8621668130404,0.341805182654883,4.47980852732031,NA,NA,NA,NA,0.40902875618899,1.66220396884964,NA,NA,NA,0.243230326565961,NA,NA,NA,NA
"056","SANTIAGO TULANTEPEC DE LUGO GUERRERO",4.28942385697031,2.91870037323203,0.0748224605850287,2.46602469914903,4.54859988095848,4.86455794521697,0.982806542775275,3.85960681517063,13.6194893006117,0.0618993996890408,7.94441428834371,NA,0.794212554245283,8.14099717923212,0.106520130057405,6.30385813921692,2.53707967651618,4.30136182245336,0.610187387260695,2.90307420925687,0.422635570441636,6.55543329734242,2.56816760381977,5.30858857298385,3.03877650109238,25.7593590741409,126.217445749746,NA,0.538744019252865,1.16785789747944,NA,NA,NA,NA
"057","SINGUILUCAN",0.584316698278034,3.66004103834156,0.213002743558169,0.952412118038776,0.89225617521365,3.42779054347331,NA,2.82008000573412,2.89887963604168,0.0758889040858635,5.50837225656683,NA,0.31794536219865,0.25147125511004,0.522376370287888,0.465417864561173,0.185036854436281,0.0636817567501999,0.119694736527609,2.45118385679742,2.0726113939485,NA,NA,0.0967928343100117,746.66302647963,99.4815608178231,NA,NA,NA,0.872195997110731,NA,NA,NA,NA
"058","TASQUILLO",1.50777319563394,0.841754310530283,0.370862163551617,1.48243092178313,0.994252900384176,0.856116842385186,2.91491687901349,0.803186054134123,1.64236435862551,1.07487414910369,1.16840658584579,1667.39831238235,1.12582746704336,1.3777814516184,NA,0.496317647471967,NA,1.13538283034529,0.444759533544678,2.49903812418747,29.3560229302085,NA,NA,0.509723724753217,0.0301718460686148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"059","TECOZAUTLA",9.9915190752593,4.27067928572843,1.78469703328991,5.64474078116168,1.03138184545361,1.38378021341287,120.884627260396,4.03597533355212,15.9922687395391,12.310138482554,5.24305520013504,0.160614809649724,0.217468175094763,5.39395872731959,0.357294835733936,3.89962057881013,3.42222169295225,5.6606715156509,0.327475082399149,5.73802663995444,5.67049652060636,NA,NA,11.1885324921894,0.0979700809363209,0.104446722436401,NA,NA,18.5045048946191,NA,NA,NA,NA,NA
"060","TENANGO DE DORIA",9.79245832622556,24.9392186713257,0.0688594641791265,10.7331995718831,6.64584914147179,8.09160809618441,1.23109982933332,10.2241672240458,10.3794719674518,6.79302740623116,5.54680839124351,13.7125855714515,NA,0.208116616344044,1.72926647373397,0.866650464727482,NA,0.210811080286639,0.396235562580182,5.19319057214683,27.4445599034959,NA,NA,0.32042146772019,NA,0.0286570458189338,NA,NA,NA,NA,NA,NA,NA,NA
"061","TEPEAPULCO",0.774998018358982,0.270291173286708,1.16767050537248,1.91401735719641,1.45661497275037,2.28509172200904,0.391200521830153,1.67964269070016,4.66827501430179,2.58903168414384,1.55533891560722,0.119286312772494,0.0162375210958861,1.73269759773743,63.6519192674221,89.9001703480058,NA,0.126259946966602,2.01455713216008,1.25428461754921,2.40758589106606,6.36471364846644,1363.10156772495,0.926752446271802,0.283988542119033,0.48144661046123,77.5812886942179,NA,1.342092780186,24.2679516858213,NA,8.78174718643467,12.2772413865737,NA
"062","TEPEHUACÁN DE GUERRERO",16.2507469401617,34.5162689821841,0.25711520043744,4.9415863678848,NA,9.35317610221516,4.59681879827185,2.71474800213369,NA,3.75215511877167,1.5980938342058,NA,NA,NA,NA,0.35955520357288,193.587095308267,0.78715008617164,1.47950884177992,1.21193238538889,25.6188949646362,NA,NA,1.19642566028431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
