"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Industria alimentaria y de bebidas","Manufactura metal y herreria","Maquiladoras y textileras","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Construccion","Fabricación de muebles","Fabricas diversas","Fertilizantes y agricultura","Industria del papel","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de material de construcción","Industria Química","Petroquimica","Turismo","Fabricación de equipo electrónico y eléctrico","Fabricación de maquinaria","Generación, transmision, distribucion energía eléctrica","Minería Metálicos"
"048","PACHUCA DE SOTO",3.89493941366479,5.90572409811762,3.98664927522102,7.54268865115897,7.09242696920323,6.59547784551026,1.79920095670612,4.14345046883428,4.28627104146637,5.98768518443481,6.74907268443307,10.1439574992192,4.17042846582226,0.00069064815156926,0.77617243886529,1.1152199160146,1.2524871678853,0.0186624592371512,2.4177332381083,35.4716033921412,1.61741298596442,46.668132519464,1.22896107863873,0.250280716247879,0.0620447760372808,2.29225644422772,0.0255778563014983,0.147782252706148,0.159624755433352,0.00487137263668781,54.4394153610199,0.361376155693992,0.442662432827465,NA,2.10804862305061
"049","PISAFLORES",17.3406151227093,27.4200268847659,NA,6.59254315651903,NA,3.43150358087128,0.445350662817748,2.11264704540333,2.457534805433,9.5113912628477,1.96083050960316,10.3587120571578,9.54137285944532,NA,3.09079774932988,5.64944331179389,0.0307399592557504,NA,2.23650735797065,0.657379123747287,3.29004118361981,NA,26.6382194327497,NA,NA,NA,NA,1.31330214771902,NA,NA,NA,NA,NA,NA,NA
"050","PROGRESO DE OBREGÓN",4.15768350474807,0.412214678725572,12.3683555532247,1.62508460538535,1.95584388944172,2.86537671112142,0.744212369462064,3.33697393866142,4.38791605740306,4.1376254056979,6.64664789815843,6.51812549093124,4.12819935433367,0.26397543160656,1.17651807831025,3.41007537444901,0.0577838237996747,6.34005814870462,2.22614010366962,0.510678819421643,3.68040628763477,0.00296859316200354,2.53497230152156,0.096397768486265,NA,2.40911089851152,NA,81.4186075525472,NA,NA,119.534744157398,NA,234.293287111089,102.507340194674,NA
"051","MINERAL DE LA REFORMA",2.71515726987185,1.79933241946254,4.77819506295237,0.884744280163915,1.43498120415402,4.39203582881319,1.60876421098217,5.3932733912364,4.58829857182053,5.06931212203764,9.49214681696657,5.77246489132778,5.78753081721288,NA,3.14820209043751,2.71542828990363,1.989296165883,NA,0.212829023651269,14.9493645022839,2.21310816183183,10.4305469043583,2.47974120608034,33.9556495837599,0.798266906534921,1.47735071967337,8.87801612822433,22.4572824218898,0.842851209501859,0.0626749875433682,17.7880727215687,0.0177162731858634,32.8612397586138,0.629385105993491,NA
"052","SAN AGUSTÍN TLAXIACA",3.39915887602688,0.722340909539522,39.6527836786708,1.24432429682063,53.3571946381118,12.3091442545323,0.052810481713269,4.38419552819395,3.23798769368481,2.26234975724847,3.81388969333606,6.21854559880898,4.16198330955812,1.52223942304309,2.11111113621997,5.829988700782,15.7344676037586,NA,1.69925453778145,0.343773601152777,11.1477864869867,0.375856224246507,1.77682945416806,0.167610269059103,39.2462158391499,4.58438990111015,NA,0.155733728153212,3.20363158167451,NA,NA,NA,NA,NA,NA
"053","SAN BARTOLO TUTOTEPEC",2.94606480669427,7.79553071519187,0.642299880736393,49.1675723794763,3.25628577728531,6.95788048031705,3.70745578221777,3.83013767953096,2.58635712449609,5.37176565869088,4.08088109984033,1.9402699438397,5.44929909089158,7.46425027827844,2.3157249443451,2.56054906851998,0.0921254591338138,NA,4.89025997685846,33.6583751609715,8.70108116868549,NA,2.21757884088632,0.209186641581625,NA,NA,NA,0.43731917770626,NA,NA,NA,NA,NA,NA,NA
"054","SAN SALVADOR",6.14111954297076,7.08921344754456,0.276629018010345,3.35490224402493,19.5468122680118,6.88739998333406,NA,9.16528739522361,13.2582613584472,10.4119908898565,12.2495938343467,1.48559190105407,7.36179907380048,0.939296339529131,4.68199635562861,3.80350175547674,1.6935935548941,0.527995824087381,2.65118351954321,1.50844560099329,7.89650207081802,3.75727671269318,2.14892610119447,0.0900935793032729,NA,NA,NA,0.753387495867361,0.119252801707216,NA,NA,NA,NA,NA,NA
"055","SANTIAGO DE ANAYA",12.2096066236387,13.1724070776893,0.104793933992943,4.42845079769427,2.34293049251938,6.40603146857724,0.426808298579586,6.80519490431616,9.42085719482775,4.73763147944615,23.0200835939411,5.58417525495041,3.51896822952336,NA,0.740527767657633,1.35355658425018,5.94033214019232,NA,14.0743657034681,NA,13.7848608973191,0.296643281035255,1.59557036489894,2.40819040937079,NA,NA,NA,22.2020965658201,3.18761287522163,NA,NA,NA,NA,NA,NA
"056","SANTIAGO TULANTEPEC DE LUGO GUERRERO",2.42661721154915,1.35630408163131,0.0468617242468728,1.44954057082821,4.76824940317568,2.36845364610768,0.857801293468149,6.93032328237262,10.7548731844056,6.78567277439787,23.4272209033888,0.177573691977718,3.61006830865047,35.5731018415624,7.19109955539455,13.484738627107,24.0874902848628,0.646263376852431,1.3802116705201,0.721221633817128,1.12828556722337,0.00530611462167182,8.44335338571178,7.96729229740368,NA,0.229318209247757,5.42078628227859,1.44084575621171,1.48302350985015,NA,NA,33.8660515118484,NA,NA,NA
"057","SINGUILUCAN",1.19505961673993,3.04469867461684,1.25015018707615,1.76281997469801,0.587066459963181,2.56526068071589,NA,4.95433770721294,2.98760604886985,3.56216739371566,5.36347457878638,0.0874514312632402,3.63510013762044,NA,5.26148621282651,0.763109391562679,108.971884117945,0.497299324097756,1.98371475074939,0.0887967460619598,1.46911941659485,NA,2.16117403122435,467.185153487502,NA,0.200772539521411,NA,1.59657125988406,0.112319709702756,NA,NA,NA,NA,NA,NA
"058","TASQUILLO",1.94143263927548,1.22337544094406,0.419613627677801,2.38636660844089,0.307889365888481,1.049392115894,3.00531709432337,2.89748277539953,1.15685570211382,1.12329703958445,2.68926730539997,0.733828077165036,1.48949383245521,1244.96445092143,0.911212115450507,1.23970842907316,0.0245850109244442,NA,0.17467771120797,0.305199910612854,3.05733611743512,NA,1.52854691996785,0.0284818776486339,NA,0.269557672406387,NA,5.03974829342356,0.037700175015228,NA,NA,NA,NA,NA,NA
"059","TECOZAUTLA",9.55097013228747,0.783638053154815,0.115718209137761,3.80364381244,1.14985332705677,1.87015230233361,97.7289873748256,3.04310429858,6.51989645784085,1.19241348419936,10.7398735810971,2.09825461703721,3.65628606078408,42.8875619411326,0.859121600422265,6.07869307147048,0.172089856000289,6.58445360509096,4.37366182695691,2.38097961184435,4.14357083648514,NA,4.6525200318098,0.0415505147246113,87.5620825882316,0.884793671010983,NA,0.781778086579857,NA,NA,NA,NA,NA,NA,NA
