"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Industria alimentaria y de bebidas","Manufactura metal y herreria","Maquiladoras y textileras","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Construccion","Fabricación de muebles","Fabricas diversas","Industria del papel","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de material de construcción","Fertilizantes y agricultura","Industria Química","Petroquimica","Turismo","Fabricación de maquinaria","Generación, transmision, distribucion energía eléctrica","Minería Metálicos","Fabricación de equipo electrónico y eléctrico"
"055","SANTIAGO DE ANAYA",13.5393867177381,14.5749356006976,0.0819417392364876,4.61870883145445,1.06845265848755,7.00490144718937,0.386904315298203,7.20352398177583,9.87291851779868,4.97793687158158,23.0080091892029,2.33658862728628,3.60341373642026,NA,0.765486701733275,1.28337804797559,5.72532314067213,NA,16.7193333967181,NA,14.4516488139932,0.210344204722663,1.46699612603236,1.47800514827443,NA,NA,20.3255694585204,NA,2.91177813513882,NA,NA,NA,NA,NA,NA
"056","SANTIAGO TULANTEPEC DE LUGO GUERRERO",2.44595446548438,1.36410670210675,0.0690656422867799,1.37419672501757,3.90867612874888,2.31404951283123,0.706817328927476,6.50847476260874,10.2449583934473,6.48083246773798,22.0973094625781,0.0675385319120653,3.08843040080306,51.718556767692,6.46992473851391,11.2957436202527,22.3439813799234,0.305353861372183,1.49034081388698,0.652351025787297,1.07518653573922,0.00341997109470628,7.05631151186773,19.9320884950484,0.434762049633017,4.89873984046998,1.19899121088136,NA,1.23137552459672,NA,NA,NA,NA,NA,31.2467638692178
"057","SINGUILUCAN",2.03912105352578,3.59980887636799,1.04453945285507,2.13029965887085,0.362061059417651,2.76217783424376,NA,5.60381344825032,3.3455851410004,4.11190672227014,5.72811853864904,0.0391006308947858,3.90825459853039,NA,5.02191707662654,0.773140837710569,112.227001524242,0.276220298986059,2.51804202368336,0.094417719600251,1.64575708868214,NA,2.12322671713916,306.385199307155,0.251700324962561,NA,1.56181887250019,NA,0.109633254118868,NA,NA,NA,NA,NA,NA
"058","TASQUILLO",2.11660274399512,1.33082504639076,0.322580658983746,2.54868666006476,0.310593808219773,1.07218017539491,3.13551532941653,3.01540053908221,1.19193900180014,1.16038586615647,2.64256588960128,0.434710111585351,1.51895832600377,1274.0081951546,0.926052257844846,0.690033114476356,0.0232958943428651,NA,0.204008060204471,0.29858428083444,3.15121405739926,NA,1.38169277579093,0.0171859461970287,0.310926146335276,NA,4.53604430964147,NA,0.0338575697294451,NA,NA,NA,NA,NA,NA
"059","TECOZAUTLA",6.87910758949362,0.563176224161552,0.0918286198849392,2.67909424117272,7.12865859765169,1.26233475326036,75.0910594322599,1.94544982846688,4.43795735513015,0.841495601819496,6.97201975396539,0.744822167903739,2.50375434156369,40.4721581807897,2.0344731920187,3.74348157416584,0.0855822874940648,2.22305973887722,3.37460247479741,1.53888370708269,2.82148062863809,NA,2.77836021295359,0.0165633746871264,0.6742409731853,NA,0.464857156660551,756.42176594014,NA,NA,NA,NA,NA,NA,NA
"060","TENANGO DE DORIA",7.49344530135926,18.9560986741265,13.7304959029865,2.48573506005471,3.69587989857912,6.92694434933451,1.92720818571033,4.74465541336763,2.42854180162555,7.22463615136994,4.15800965436371,1.29319735342289,5.23798305405694,6.30175359686115,0.105915667525052,3.86714739739185,9.50990278916662,NA,1.40920364712848,NA,4.89879522780302,NA,0.202979194274132,17.3090869188723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"061","TEPEAPULCO",0.739276937814975,0.73240068010029,1.77368052258729,2.05187556494893,1.12333296780333,2.63265558739623,0.395783905239756,1.73972895789697,2.15989994837376,1.39773992764083,3.17847776066786,4.20542533539241,1.57354412401991,0.0527918101241896,1.27467555885005,32.2798076797195,0.0970138218678058,0.23209750868686,0.0793742879522766,22.5592649612044,1.03633862717206,15.332463449234,0.77199448339854,0.531852739589776,33.7232984904411,584.071811208275,0.0126137787966398,NA,23.6407338466218,NA,22.2803922417813,341.954239067825,NA,NA,0.355995061240341
"062","TEPEHUACÁN DE GUERRERO",7.6796337916221,41.17141762753,0.418301291213103,4.23096368720952,0.340893977545696,12.3609436789142,7.90037293194738,0.303909071334411,0.0388888032600541,1.48741635083851,0.599248558803268,17.1762668264816,1.39465637346557,NA,0.244231510342797,0.181985226327627,NA,198.112220661347,0.317333037918986,0.800080208387612,1.70836963448464,NA,0.468050821414212,NA,2.13286710693593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","TEPEJI DEL RÍO DE OCAMPO",0.844197410471019,0.802959395683688,11.6496831319012,1.1976538869016,4.41376136720211,1.18874213563591,0.665633726843535,0.989204175984016,1.18496996626124,1.1618383010445,1.81759544489333,3.38842003563113,2.06527880837344,0.00051579374699049,3.95408073168159,13.1414487124968,26.6610754220455,NA,0.277926681545296,1.45000609214296,1.18921181411735,7.41250372904852,0.450336236420827,1.76886081456833,17.2342428178726,NA,0.115498400758238,13.4842541843298,43.7988076360164,0.0848651089107227,7.1722618472666,0.0154971644743016,245.521327621534,NA,672.536419870213
"064","TEPETITLÁN",7.87460747718667,31.4014220387956,0.190631686925662,2.53911045555921,0.621419970412935,33.1911629974111,0.900105648127026,8.86399542645071,2.5520721991888,5.832587624002,27.3094456202005,0.6039898805898,4.54125801254885,1.50165512223941,4.00691455805213,NA,NA,NA,5.92353724103052,NA,2.28799010208542,NA,NA,0.859618728274762,3.88803059540464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"065","TETEPANGO",22.2068489779488,6.95427044161823,0.0860147829688591,4.7811855202103,1.75244029303308,8.34517635165762,0.101534001536274,14.0608014043887,8.18857682636984,6.89118506439584,9.98104261407135,5.76664653955703,9.28124018317073,NA,3.21414571517009,5.38868153359688,0.00745128618016268,NA,6.78890178212603,0.658078059310417,10.5713902366053,NA,1.53991548840158,0.387867932875995,0.438578854902579,NA,2.72141377953428,NA,3.36980522095253,NA,NA,NA,NA,NA,NA
"066","VILLA DE TEZONTEPEC",4.76918691203258,0.457142185613195,1.8996727704908,1.69638823155846,8.42873678698616,2.93895730652182,0.0243318279072008,3.8338114950911,2.79639444610359,5.86681226554744,3.07223525258677,1.698678754926,2.92778684680304,NA,6.70305568944306,57.6808957546537,0.75775518729027,9.76244033230889,0.275842383367449,2.52325200959212,1.80352808751622,NA,0.623658470754133,399.995207690466,0.420407944521493,0.182122377218953,66.0890013845273,NA,3.07820228711546,NA,NA,NA,NA,NA,NA
"067","TEZONTEPEC DE ALDAMA",14.8927232311555,1.7619529276976,2.92839741450754,2.59202770383997,19.2770447740385,4.21054703960629,0.727151337645244,9.26205095703044,9.53260441514301,6.65593290793703,4.0080324634427,2.53355836429031,9.84529332888924,17.39665745133,4.59358979173566,3.17623224395401,0.213454119057727,NA,0.326657902585006,0.670018382969264,14.6101286642792,1.85114303469435,2.28231979486953,0.167965477406301,0.0211028607362978,NA,3.81835007252346,NA,NA,NA,NA,NA,NA,NA,NA
"068","TIANGUISTENGO",9.35781959614902,30.9000494873994,0.509710244813849,3.60374570383054,0.415387560116,17.4684814039096,2.40669889494323,2.31450348117764,1.18467369373368,7.2498112556844,2.92079547472736,0.403736433938927,1.15778244900241,NA,1.19040801970332,0.887013606818655,45.7818409005753,NA,3.95958256728197,3.89966837257701,19.0937680634897,NA,2.28132500453432,0.574611282496756,2.59895017794214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"069","TIZAYUCA",1.53066581109583,0.46118730225787,11.2846481653029,0.924852418004793,1.32827200732372,2.05153822850448,0.0813960174164863,2.49487296694017,3.54394096948502,1.95820164150734,2.70797129478328,5.46184450038368,2.09823567985688,0.000224393181830804,23.9502211576951,11.8829503771113,3.01858177495527,0.000637589187483734,2.26296405701412,0.519013319708965,1.95233404271868,0.983956497196312,2.73262789481862,1.93705546940821,32.6336627281054,5.1036572847321,16.3446734531797,NA,152.07407570343,2.48250688478613,1.81130295785459,53.6433059658579,3.69713978048462,NA,438.180870737642
"070","TLAHUELILPAN",11.0880469983427,1.70969425169081,29.8826911404623,0.656680569951793,4.7716618285429,7.05843878365188,0.745696030870789,4.60238119329528,8.96568251665104,2.43651942110373,6.22271924512218,0.0555975299589838,4.79597456990324,NA,0.550980550195519,24.9781294318388,0.00067561075391858,NA,1.59130046010343,0.0596681704390369,2.78029233847327,0.423622915433438,0.872654263081845,2.78566699794461,1.43157959731623,0.0689073243788738,0.246751550116335,401.517413711154,NA,NA,NA,NA,NA,NA,NA
"071","TLAHUILTEPA",4.01575561953342,131.440145133498,NA,15.9916799303218,2.8521087190124,0.755486401599424,16.5247290997068,0.635668103012795,1.30146147665622,3.5397839411477,NA,NA,3.43862706066129,NA,NA,NA,NA,NA,2.65498478675268,6.69391625713212,4.66715789276086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"072","TLANALAPA",1.01495720852212,0.45058330872572,0.108355883606776,1.23532760971805,4.62627247581995,1.03217425559501,0.116014508487525,1.96809911015661,0.675781309168705,0.865084904618955,5.94864985039826,0.0194620457259302,1.82800203168576,NA,1.49254262238754,1.06895847911253,23.0217711710793,1.40786259798534,0.190871000241942,0.422961405156985,1.30050356891454,158.944943461054,1.84861051884874,NA,0.125281948693725,1100.52743789745,NA,NA,NA,NA,NA,NA,NA,NA,562.295004131076
"073","TLANCHINOL",4.16878307692385,10.0700187629523,6.83320358581154,42.0924996494453,0.966789667568733,4.49057770420101,1.40036188368908,4.36336326713519,5.79713298776335,6.10825440958511,7.14212409568936,0.52856570767878,7.18313732085991,1.31413361031954,1.55846439525486,6.32244257348755,0.00642303132034493,NA,3.78212329956317,3.83471333347321,10.3883402511772,NA,2.98667661400454,NA,0.378056305095341,NA,NA,NA,NA,NA,NA,4.38705604908413,NA,NA,NA
"074","TLAXCOAPAN",8.26954414186634,0.973700285942911,0.220712202197644,2.03509984575161,1.05128155493111,2.39361163720982,0.211548362842399,4.76388611436469,6.17011034054789,2.37391856402329,4.25945746843959,7.10189302961807,4.40712951163526,0.352928218287127,6.86107565432854,1.00227096225315,0.0240216065086537,NA,2.76804465317358,5.15515967498169,4.34164650467819,0.177954627151637,2.23897111938614,876.805984841491,0.339748978393429,NA,7.03434488124068,NA,0.00591938625273893,NA,NA,NA,NA,NA,NA
"075","TOLCAYUCA",2.26551991147337,0.852797245792447,0.691179367964837,1.14140714933347,1.35204006813033,2.49779643112273,0.0647399655846072,4.1863568826052,2.27004435844968,3.97257609617722,3.31954504320529,0.17376753124125,2.87255303815678,NA,0.30773007121075,1.20281181391799,5.45998691332846,NA,0.880391431777856,0.709128724874694,4.14155667745774,NA,197.986025611994,0.139112887193227,1026.96087783624,15.1962731924541,0.0482006661596514,NA,NA,NA,NA,NA,NA,NA,NA
"076","TULA DE ALLENDE",1.18914790848828,1.55520030778365,28.7773141279896,7.93081820923616,7.51938115100034,4.348918720377,2.65931504905165,3.57578370393033,5.77378992903452,4.22111262820262,2.23304420515595,22.5616327368991,3.32060758840527,0.0790164608595058,0.898144249634867,0.441200291292412,0.0663737332888151,13.0242499854197,7.06305182245928,27.0297600622459,1.52135482924101,39.2199480927627,0.928617166977056,0.0702894759019787,0.562085091111724,0.00665248207295525,14.0280874573652,NA,0.173976343009412,NA,24.7325559261005,0.0111375080684275,40.1047509869171,NA,NA
"077","TULANCINGO DE BRAVO",3.11259373985677,1.11898909591714,9.70374398145956,7.85094822687904,5.63952246260443,4.62387663104269,1.19610748779848,7.47303603659454,13.2661515475854,6.70863124869123,4.640409929213,12.1570421007665,7.42134623820833,0.0233218747478028,7.62673781714826,0.751463459070558,5.0850971599863,0.00551404842944068,0.775107604185404,6.0523470831491,1.68425080709021,1.01521021247659,7.7924788387222,0.657776217603455,1.29703091716733,0.100648888431897,1.88606524671781,NA,0.0305035809446379,NA,101.194734566644,11.8675340784086,NA,NA,0.0977691646264309
"078","XOCHIATIPAN",5.15368352228533,3.24787614445731,0.0916622139564041,0.224245261582537,0.764927761384609,2.35089935911138,NA,0.0665954872842006,0.0340867588009963,0.766314146280482,0.1313131246877,0.0726047313473579,0.709626329023768,NA,9.04460359321711,0.0398783582622254,0.00794051167162444,2600.14002265395,4.67567301261288,0.17532129301066,3.69770501775409,NA,2.56409527272315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"079","XOCHICOATLÁN",0.0881755926802124,2.06713862045838,0.0768452564742887,0.543310176118026,0.250499682265565,0.529547179251448,0.0907100630799776,0.125618626573234,NA,0.0983700543399996,0.99078030941728,0.0608683661545439,0.145034278744916,NA,NA,0.0334321258036795,NA,NA,0.0582965895609118,0.146981063900724,0.102478699481751,NA,0.0859846387522937,NA,0.391824561150033,NA,NA,NA,NA,NA,NA,NA,NA,4247.62056294494,NA
"080","YAHUALICA",1.7136039467859,6.12394117836046,0.0933381412470978,0.65991792188835,0.0760657710000596,3.6179240342181,NA,0.423831882998456,0.00867749798498311,0.477930763601192,2.35871528768341,0.665389950720302,2.57437877705638,10.0655545531324,3.48780031055724,1.01518708623825,397.777649686673,0.522282596140896,9.20226922282491,0.714107281695632,26.3512775644338,NA,6.68409984442126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"081","ZACUALTIPÁN DE ÁNGELES",5.6674570769718,0.945842989499919,1.12344959220292,4.83372083531608,0.518697192645943,4.24304458676363,0.794860821484835,6.65229044974293,4.96179853277227,2.61659438852674,2.09082275221125,5.20867559986571,3.89547502991438,0.00639503347265543,0.789042738417483,1.63317402696605,530.615502644647,NA,0.165646205360213,0.304346354965017,3.75590709925437,0.00208397778219198,1.31171266252033,0.0585731353051612,0.858355682872399,NA,0.0114158084935456,NA,NA,NA,NA,NA,NA,NA,NA
"082","ZAPOTLÁN DE JUÁREZ",17.6599176900791,2.03800329636776,0.278433061851894,3.11271669202627,1.07234680823476,2.79171403011033,0.0621303121753042,8.6040337962798,5.85804498338332,4.98319498237645,6.24404046535663,0.882176276632109,7.55984812531662,NA,5.27375818616996,1.50238796822381,71.6998669719652,NA,0.00998231393848107,1.69229926904436,5.13114044040958,0.00844443353753534,15.456066117016,0.768990401799563,1.07349422878206,NA,0.185030832717576,NA,5.24744453412624,NA,NA,52.3508977413613,NA,NA,NA
"083","ZEMPOALA",1.55941242864018,1.76836782828506,0.351177632039728,1.99694454814613,3.45675835762153,4.87164454948969,0.0445620921057,4.81518948838445,2.28214325091849,4.34096273591761,1.94691710734847,1.11265728936343,4.78144165026404,NA,0.551035610736784,1.18662077288873,1.82141672050459,89.6412727942511,0.481416493246025,0.451285632276199,2.22631698124646,NA,0.675850993665698,3.14756607902604,0.0481217893318204,422.721310392913,0.132710761000045,NA,13.73663083161,NA,NA,NA,NA,NA,NA
"084","ZIMAPÁN",1.35840902119242,2.84533794625198,9.85350789629514,3.8636353827924,1.81080002528645,1.31396720044846,0.363477883650153,2.48571615592749,2.36957559660699,1.88218335318525,0.716545446208122,2.52209540044055,2.04887994391366,35.0976310773091,0.116192858863164,0.41718739762591,0.0531645781936387,75.2324910117918,5.0445451123386,1.17383903918729,3.79296793435993,0.00759739341483828,0.331163946322129,0.00333649154828229,0.377271364453223,NA,0.665883400600887,NA,1.99008148571408,NA,NA,NA,NA,134.278938634025,NA
