"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Fabricación de material de construcción","Industria alimentaria y de bebidas","Industria del papel","Manufactura metal y herreria","Maquiladoras y textileras","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Construccion","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de muebles","Fabricas diversas","Fabricación de equipo electrónico y eléctrico","Fertilizantes y agricultura","Generación, transmision, distribucion energía eléctrica","Industria Química","Petroquimica","Turismo","Fabricación de maquinaria","Minería Metálicos"
"033","JUÁREZ HIDALGO",1.33496972650578,50.7562439177376,NA,0.178410562225078,NA,4.09207004584228,NA,0.601537226196797,2.30318618758859,0.526556987630797,17.564249660813,NA,2.12703981330498,NA,3.78081919890794,18.5279759605208,NA,1.04179000972936,NA,NA,157.261111312079,3.80749698693951,14.7011935419011,NA,NA,3.90365073490606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"034","LOLOTLA",NA,2.60498958425809,NA,0.510709316189658,NA,0.213538357414665,0.14501957357038,0.102434915566331,0.010894619114746,0.0224166594434407,NA,3.10343200758741,0.0976521849412835,NA,NA,NA,NA,0.0443512334054456,NA,428.020952284998,0.0995678545439769,NA,0.0391163322278394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2828.14536272031
"035","METEPEC",3.28930417442058,3.39824903935556,0.0623414762965287,3.54560099764618,3.1579242779035,2.5206682250094,0.335732759805848,5.92864053742252,3.63196487992638,1.47616684451063,3.89497549828255,NA,3.79800201957172,75.3544407495459,3.35367543221339,0.20289814637894,1.63928514794318,17.8904251447656,4.81314548441643,59.3779752166878,2.36040324250713,3.84266155440073,3.26007599225642,NA,NA,10.4032791352017,0.53016599809384,NA,NA,NA,NA,NA,NA,NA,NA
"036","SAN AGUSTÍN METZQUITITLÁN",0.50992496993038,11.3072536827495,7.57696686361146,6.95181443795078,0.764934027962017,3.85982141356504,NA,5.74430352033677,1.97945861939474,11.5156762615473,NA,0.193369997240036,5.4087019925237,0.701763486407269,NA,13.2186786330777,NA,0.895359752273087,NA,NA,0.223341025550604,0.363592100260024,4.93548697016758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931.717861015048,NA
"037","METZTITLÁN",0.559206068123752,1.18729513760862,0.117761251458982,0.505205088281264,0.915082533006902,2.52746580608842,0.158547376077762,0.525732291251759,0.583633976729319,0.824440496824681,0.204374900738509,2.81654929128988,0.536040521630905,0.38916277645072,0.0782098297175152,0.901107414515741,0.0860156218031995,0.34480662512876,0.134643806971021,NA,0.813273796619093,0.0787616850561125,0.384886847715776,NA,NA,0.323002865984007,NA,NA,6017.7963770067,35.009400786541,NA,NA,NA,NA,NA
"038","MINERAL DEL CHICO",NA,17.0314305175753,0.100610660514846,1.9081292747424,NA,0.539842267784951,371.931721951499,0.382720766885903,0.0407048413079954,7.29589309345307,NA,2.89878668654,0.153272608436311,78.5964860911373,NA,0.327450001782517,NA,11.142109474387,NA,NA,0.372008757341918,0.605618448574834,0.146147752309205,317.151003739519,NA,0.620912612658984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"039","MINERAL DEL MONTE",2.31626732569191,1.00543769119618,0.436659321892369,2.04335608046225,154.189735058469,4.98490899493496,37.1678011828313,10.4830462050179,3.21849757094953,20.0717765175194,3.9834179544789,0.519738379890669,4.29587480944274,NA,0.0388165085149332,1.35268290703892,0.170762479765043,0.524091151716672,0.26730156547589,5.92493077195051,1.61455148875576,0.15636160465627,8.43345531572565,1.17503371316323,NA,1.96380152473149,27.2179723579233,NA,NA,NA,0.0366954118148084,NA,NA,NA,NA
"040","LA MISIÓN",20.267495984275,57.5143054196491,NA,9.17032835244899,12.4531077411501,8.40678855472064,33.0986105283655,1.46120506846208,0.155408657110889,2.27390080141413,NA,1.22971052563338,2.12312264931568,NA,2.29601425140048,5.0007383311413,NA,0.632657787496464,NA,NA,1.42030725472063,2.31221512700278,6.83529670316309,NA,NA,2.37060733357022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"041","MIXQUIAHUALA DE JUÁREZ",5.26426594246439,0.960879840736302,8.26216096991745,3.3085250618979,6.93532985589072,1.53493479339986,0.0986901785579231,4.11523532409494,3.99057366606192,3.11469211401809,5.65405354134895,3.09782958415911,5.49420349120363,NA,0.304267967513565,0.478799442107038,2.33227673465312,3.0586120099618,4.23526998353791,5.00450671491277,2.15029160786297,2.47142008736651,3.73802445023768,3.0108278570826,0.00946513525150059,2.865201458301,0.277057275077836,NA,NA,NA,0.00287641490621693,1040.16240978872,NA,NA,NA
"042","MOLANGO DE ESCAMILLA",2.41052911564573,24.8967593711681,0.372948907339097,9.39396733608016,1.84490501772746,7.92618047069009,3.13823891226426,4.98758041899559,3.40438465352954,3.83948218799876,4.0453351045883,0.671585969258875,4.06915215098182,NA,0.139325558903364,1.21380895173584,NA,1.38206215062247,0.0113354867275344,NA,0.882548287340719,0.561234608501192,7.82284405092133,NA,NA,5.17867120972375,NA,NA,NA,314.023444020437,NA,NA,NA,NA,NA
"043","NICOLÁS FLORES",16.2207043937327,28.4276764779201,0.213491340428536,5.0967344705927,0.675903835528608,0.297721016330431,10.3475947406529,3.2484656840217,0.0863738602679432,2.38937344712121,NA,NA,1.23973806552689,25.3987091964505,NA,NA,NA,0.351621951765884,0.103822403905673,194.781861989201,0.789386013864412,1.2850953737195,7.7529755250205,NA,NA,1.31754890870625,1.81557858919342,NA,NA,NA,NA,NA,NA,NA,NA
"044","NOPALA DE VILLAGRÁN",1.66624867940472,5.58178850092161,NA,18.8479715486698,10.6757498665618,6.88116734059582,4.25176753194268,10.0942433585109,1.27765891691796,5.07117712671043,NA,4.49324494961777,3.61357937915842,NA,35.2565251151781,19.1972519833855,NA,0.144479450104766,0.1706401292583,NA,122.073947071705,0.52803834343879,1.56097013028776,NA,NA,0.541373315460003,13.1596316485061,NA,NA,NA,NA,NA,NA,NA,NA
"045","OMITLÁN DE JUÁREZ",1.12020540838755,39.814551066627,NA,2.51660191757537,43.707475141187,2.90407421736855,NA,4.54288001201548,0.858959677805955,2.83567401470825,0.92116168786706,0.424796057266518,2.59219917897105,NA,0.793144224670519,3.88681826736542,3.48921837119779,0.874191212079067,NA,NA,131.961604763825,0.798740719078484,8.14377155152339,NA,NA,0.81891195337134,1.12845830553304,NA,NA,NA,NA,NA,NA,NA,NA
"046","SAN FELIPE ORIZATLÁN",3.62738929591156,4.72243224455159,0.987245139766954,7.1170311792336,5.67293917327168,4.67606710081446,0.98559850747004,1.99671760146318,3.39782233468068,5.15552551467117,0.297459379536568,3.24889353690338,4.48493046345107,1.4956780923031,5.7382325729661,33.073866436828,NA,3.13657536958663,2.52138239568862,NA,0.310533003882486,0.257927486387132,18.4854167741807,9.2826835916473,NA,112.945746662664,0.364399118871287,NA,NA,NA,NA,NA,NA,NA,NA
"047","PACULA",4.64976074058471,49.1690587672916,812.168457602877,0.155353041246704,NA,0.255651721190611,NA,0.52379543199289,0.222836195805175,0.815120942496648,NA,NA,0.616468143392465,NA,NA,7.17042104760953,NA,3.62860235029606,NA,NA,20.8541642604622,3.31542162684565,5.00048153112186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"048","PACHUCA DE SOTO",4.06231212645393,5.0757606472523,6.16373946632638,6.03742836467268,5.25784577958335,6.23618999471203,3.41333280071556,3.4279343905866,3.74834639713773,6.08039481827081,8.08912352313286,13.7510306105278,4.11642406938099,NA,0.087891406234571,0.830851654777947,3.40448356021664,1.55756778352242,1.6321524673356,0.00902070410289969,0.668514343809673,22.9374974779089,1.42684778845425,38.5646389178081,1.28351576598707,1.23093872984389,0.101731412690039,2.54888146782484,NA,8.81925853138326,0.112460200467835,0.00162784955802784,97.1124917996529,0.3389557181569,0.860271547096138
"049","PISAFLORES",2.2502880263705,11.0669102783514,0.383843035474047,2.09601848153998,0.135025502620222,1.44149661827799,3.6749190437373,1.01397956122185,0.84549160821603,3.31761167164045,1.1842851540121,2.18454445394265,2.56708930185355,NA,0.254925096929153,3.47018126903486,NA,1.12389788662432,0.020740631334988,NA,777.131554490451,0.256723870512869,3.03567571243169,NA,NA,6.58017806207794,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","PROGRESO DE OBREGÓN",2.80728921496025,0.416756205044373,10.5742157418522,2.1086335792954,1.25699393535257,2.3662902023083,0.106534223652658,2.81846976123757,3.07458649967802,2.42434081721169,7.2781399808592,2.21945155173506,3.51016546607094,0.0827382694893152,124.126344387184,0.504765387499104,1.33164938967254,2.34293331710118,0.0650324356203323,91.1939801105619,9.04463916324103,0.246917907424893,4.7522861708204,0.00169157843545779,NA,1.09875660422996,0.0269170386811825,NA,NA,33.874840270922,NA,NA,NA,202.498964139836,NA
"051","MINERAL DE LA REFORMA",7.52928918786903,1.27516231350132,0.875158863213895,1.08349566215993,2.48017020669448,3.87275255915732,0.794043588029965,4.46787443210579,4.62680092049679,4.52929463692372,7.07632122046001,9.40315496927774,5.48616246556051,NA,8.22020373371579,6.91251695598211,0.77771697288938,1.09111011574507,1.82595541280022,NA,1.11862664473808,16.4192628291276,2.01287739255274,6.56481922410954,6.026465211827,3.27022506465716,39.8991273729558,12.8835760804925,NA,NA,6.10324701844661,NA,27.542825774959,64.9851981880331,NA
"052","SAN AGUSTÍN TLAXIACA",2.48858722035707,0.801703522888023,0.28789004719954,0.981227861564036,148.998291456832,14.4883284146805,0.0219727652948648,2.23495405161301,2.6411321218686,2.52518432577551,0.70809776818476,3.77481498109602,6.96563458217512,NA,2.06416861725382,0.212465812474218,0.107286604464644,7.40695937126247,50.6678463716022,0.395824965542217,3.9591984546316,0.0982388265577783,8.37899456936593,0.770696572019221,NA,1.61151567574826,0.0346978741370676,NA,NA,NA,27.2823451334708,NA,NA,NA,NA
"053","SAN BARTOLO TUTOTEPEC",5.39416184627637,25.9786750157045,0.638964950958274,30.7710808099982,0.505733464708858,3.12192720021263,3.44107132439491,2.04238655461983,0.459575190091463,4.4391479723882,0.492855565569532,0.511383597016821,1.92958416077096,87.5065176895141,0.106090372237835,0.0577664305318651,NA,0.263095101088126,0.0345259266393549,NA,4.41277113765533,44.4620995550219,3.7126599073717,NA,NA,0.438148176640982,0.150941730349999,NA,NA,2.82508550586906,NA,NA,NA,NA,NA
