"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Industria alimentaria y de bebidas","Manufactura metal y herreria","Maquiladoras y textileras","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Construccion","Fabricación de muebles","Fabricas diversas","Industria del papel","Fabricación de material de construcción","Fertilizantes y agricultura","Industria Química","Petroquimica","Turismo","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de maquinaria","Generación, transmision, distribucion energía eléctrica","Fabricación de equipo electrónico y eléctrico","Minería Metálicos"
"001","ACATLÁN",9.3469973853527,7.03337201131453,0.202352805838584,7.94245109013607,0.553135415348136,0.19889598359922,0.177134116319576,11.0031146637521,2.69804618316074,1.94684687346619,0.211780433127805,0.4173822516419,7.30493883498463,163.799318546288,5.52539761805688,0.0730746625625597,6.28810264953446,34.1039713770374,0.176590463373895,1.34150586975883,0.898842967021318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002","ACAXOCHITLÁN",5.75283839253006,2.59480318200788,9.53532257661523,1.21469858844812,4.17039899558543,3.96515060355721,1.38946848287952,7.00217134592941,1.01228968638545,1.7042215865232,0.255477087481723,0.0708047897156575,4.79617888898771,41.6731171356825,2.21442441423212,1.98893303907187,2.03570297154384,NA,1.3852039817809,1.31082199606903,2.26013272380238,0.0128476778706467,389.211393951403,1.87413068596023,0.0652583209163874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"003","ACTOPAN",3.39013926149812,1.07934047737943,4.54333770460477,4.50111379407277,7.82494207957746,3.01068379145156,1.22044961055299,4.29768614260252,6.85813486088456,4.37507773926766,2.71331751346339,8.23912649627554,3.59513268631817,0.105011735581533,0.930334052525423,1.07156938846598,9.36027010188003,0.00407128921572391,4.09913892752345,2.15345593929034,4.4984059526829,0.0958429222325206,1.96305722161593,1.84871468818273,1.0299731373745,0.294160431743984,28.7695318636918,0.156851907894783,675.595797789432,7.16583797698529,NA,NA,NA,NA,NA
"004","AGUA BLANCA DE ITURBIDE",8.79103386775348,4.47214164511395,0.582845113951571,1.42981054534334,0.398304674913187,1.82046353454286,16.576615186601,2.19478697853855,6.62169382919133,1.50766296396176,0.152499974200447,0.30055081891679,3.56745702820286,197.339624170078,0.307002896265796,0.4735799049903,0.0481238198312592,NA,0.12716019469236,2.17349694157131,7.04848276974344,111.911913472312,12.5327092510875,NA,NA,0.908231695656198,NA,0.694102101530253,NA,NA,NA,NA,NA,NA,NA
"005","AJACUBA",21.5217195550765,0.575833044099049,3.5829265970195,0.54966586674999,52.7328809094112,8.22321628491467,12.303163080849,7.73734356913906,2.59373793281229,3.90490249421005,2.26214290531735,0.85334431015286,7.66890374859132,0.3229911826907,2.6477223132893,2.06114124518667,32.1646593580054,NA,3.06635067619046,0.895584975939783,8.21488512772684,10.7037556943965,1.75722073155759,0.20487215384876,NA,2.57871315267744,NA,0.0402192215721782,NA,NA,NA,NA,NA,NA,NA
"006","ALFAJAYUCAN",1.26806091632017,2.69920171998055,0.0373655006725383,1.33631656538885,26.4755379354334,0.974919185787407,0.130834952646978,3.51762897035604,1.72645388244413,1.0344197333729,0.156425444829855,0.998850644782537,1.75829080394186,147.261794003596,3.96859524043374,0.863591517181703,0.151172856016346,2.09605344698144,4.23778114139852,0.24771605350841,3.66641073372669,NA,0.357091976536591,NA,0.639309738736589,0.0582256438675097,NA,NA,NA,NA,1119.03194940752,NA,NA,NA,NA
"007","ALMOLOYA",2.2302991342912,12.0490805458638,3.12890218156259,5.37255933515367,8.18509237770376,2.77504197598039,NA,2.22728364914787,3.77985183917415,4.49628501004437,9.90450779534472,0.305000863982304,6.76401657485063,NA,0.700984063604028,2.61655573835946,0.109881799786859,0.92164858329457,16.7704239212812,2.50957185199609,9.99033682339416,NA,87.4514682752083,5.60629326311129,0.632494634449074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"008","APAN",4.05000595898908,1.36741646266206,7.54921252807489,3.90504027471938,12.506935431054,2.97867450150275,0.962195779319063,5.31649001615133,6.37621653057588,4.0240536652106,3.19554224931492,9.75913031678414,7.0654069499195,0.583669346380781,2.28935676467696,1.71809310742799,0.318576765710369,NA,0.937317824497246,1.17937357616308,7.71689665021645,0.92563491932896,1.42115419345215,1.44497880247117,0.388233045050394,0.0905181028561232,NA,275.43610417986,NA,17.7016404463364,2.86733955185393,0.169705345885654,0.265858684777399,NA,NA
"009","EL ARENAL",0.184273300177346,4.6233357848319,0.195476972116443,1.38092188778272,NA,4.04260801876068,46.0231440259105,6.80271043843623,3.47001670402184,13.0782798313065,0.818337015882159,2.5199989947009,6.19188204814537,0.467372136354536,3.7066998172144,0.282366507683706,0.0645598520918437,NA,11.4704729082176,0.323980565045974,7.17704873503599,13.9328680667444,1.86812051448706,120.9644687985,NA,0.304606451349283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"010","ATITALAQUIA",1.16793539210344,0.26389302192793,17.5942537568427,0.172792404475895,0.820144286067847,1.17907879375797,0.383614202899912,0.566369686068974,0.757721472952479,0.445721092217931,14.6663864614686,0.80291351680832,0.849802170884498,0.0210064171702593,14.7730776397187,23.6026391893704,0.0190537052934754,1.40347241692745,0.130464001052064,0.0511930106915357,0.760389869698341,0.189619986460762,0.178569656684498,0.0117108065054038,0.179829699447538,0.26959075690291,NA,346.813484706747,1221.66460860797,NA,NA,0.0401059097373978,1828.6127956911,NA,NA
