"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Industria alimentaria y de bebidas","Industria del papel","Manufactura metal y herreria","Maquiladoras y textileras","Minería No Metálicos","Organismos operadores de agua","Tortillerías y panificadoras"," Educacion y otros sdervicios educacion"," Hospedaje","Construccion","Fabricación de material de construcción","Fabricación de muebles","Fabricas diversas","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de maquinaria","Fertilizantes y agricultura","Generación, transmision, distribucion energía eléctrica","Industria Química","Petroquimica","Servicios de publicidad","Turismo","Agencias de publicidad","Fabricación de equipo electrónico y eléctrico","Minería Metálicos"
"051","MINERAL DE LA REFORMA",2.01055426548371,1.48718465366347,6.29881277179734,1.93691980853379,2.7567005538639,5.66470179661227,4.3434223531351,4.1714891074215,7.23479191718262,5.38482141185234,4.83790510962695,NA,17.2129038888347,1.31709977390641,3.06068811459318,1.60602275425648,NA,0.667249576954123,2.68855684974182,5.90661957023568,0.845502139692301,17.4252628403092,8.18880241659848,2.38546024235987,51.6394935951176,5.83094307401047,17.0291443627649,NA,0.00409951514325848,4.00787829751657,NA,37.1220927118303,0.0933524288362791,0.482732265853667,0.0627003717061872,NA
"052","SAN AGUSTÍN TLAXIACA",0.98322693430812,0.763510551188667,0.613825659269938,1.73233949865918,44.3028282867545,3.54098383440882,3.04985256266877,2.37007517869745,4.97562023296091,2.19551955635459,3.95469898939322,0.048620017072308,0.461543272102806,1.0904907898211,1.61045051813609,83.0565128861434,NA,NA,10.2944389996721,10.8443636237484,0.081523137497744,84.1682481692162,0.0745384129942819,2.40255573908214,0.103884280209067,NA,NA,NA,NA,131.665346690921,NA,0.0801088033674018,NA,NA,NA,NA
"053","SAN BARTOLO TUTOTEPEC",NA,6.08967598907679,1.4789343333789,27.1647199136035,2.03892876436092,3.12599250217837,1.21947025107849,3.57381422020246,5.88476125883382,0.190044058427283,3.34066685336253,5.45427580395363,3.36678026998854,NA,1.82279728457973,0.00616265665663377,NA,3.82223916873271,4.94198580741552,1.30495844396305,3.11197759395083,NA,NA,0.233151184348039,NA,NA,NA,NA,488.240497461416,NA,NA,NA,NA,119.667458081784,NA,NA
"054","SAN SALVADOR",11.0349807206265,5.39230033756187,7.1690410783786,3.07818068687011,6.99792864684056,9.6964010865883,9.0101592088152,10.4165769542767,11.4093016875646,1.06947994946817,8.02340533654474,5.32884345370777,1.6389861737786,0.707217750285142,2.75794287577289,1.79784114660837,0.232827630906224,3.00844204572121,10.9099324625852,3.463650664575,NA,0.118087116716753,0.326781896060318,3.64463025221179,0.45543634072521,NA,NA,NA,NA,0.0588950702633263,NA,3.16082608195292,NA,NA,NA,NA
"055","SANTIAGO DE ANAYA",2.90117792163206,4.21818587840621,1.21477785932198,1.18006275326512,1.05178741303891,2.44626595530132,2.81911226988923,2.42664066562464,2.24020566585244,3.91894318917151,2.06868102941008,NA,1.10310801543921,NA,0.947047900291579,2.4126051052725,NA,2.5133702845796,5.06469094522427,1.91135802895584,0.0417617797788752,NA,1717.74855652668,2.45299253212013,1.91580123590227,NA,NA,NA,NA,0.0619357955819717,NA,3.32401807497128,NA,NA,NA,NA
"056","SANTIAGO TULANTEPEC DE LUGO GUERRERO",4.66808096021904,2.19278775300152,0.592577003916911,1.29837260189739,2.40084635351194,6.46961566547985,11.6420434360718,4.39548466552903,11.2548888732069,0.171329724707895,4.59334424059902,173.106354643311,2.0259576306538,0.113295646659991,3.01961404130106,17.0926943848989,0.381939474243055,1.49436295971024,0.937012970626673,2.6796373489307,0.1017879283426,5.08803728373739,0.471151488977813,2.6738749499938,3.08258077045083,2.11961823530137,NA,NA,NA,0.0377397488560141,NA,0.900198207324683,NA,NA,NA,NA
"057","SINGUILUCAN",4.47834858035808,2.06765423275318,1.22125498856518,5.23537942735241,1.52051469550626,10.4892563986362,4.95123283611236,5.408324055524,11.9267480996238,0.0482254682699848,6.57947440945695,NA,3.97449494201773,1.14804644907932,4.6058754650581,137.387280809687,0.377955636438239,3.87971663576197,1.83667175786716,2.02415092677861,0.0644647836974929,3.22237841246678,0.530474235473012,3.06707768212719,9.58162103974927,0.253762958850185,NA,NA,NA,0.382424090780115,NA,NA,NA,NA,NA,NA
"058","TASQUILLO",1.48879799647545,0.676214915719142,0.472032521754788,2.56046206175278,1.61359883946192,2.01414052189765,0.988631937063855,1.19169744301876,2.16219913499545,0.369382919160016,1.27673392483341,2208.47705258174,1.00636824697927,0.0610656976813849,0.588056057254814,0.0013309078165269,NA,1.13139074903245,2.97224616284998,1.07688601030118,2.38983681574937,0.104411094017115,0.0282164361181877,1.25880261943233,0.693697985217211,NA,NA,NA,NA,0.0203415061580349,NA,NA,NA,NA,NA,NA
"059","TECOZAUTLA",4.19107230665287,1.35452598554162,0.322744083110413,2.11778067941563,23.1061795204554,3.40422832265089,9.11797429503394,2.53970292737075,27.1273424707242,1.07870836454862,2.9356614561353,11.1452379682326,2.01132187502009,1.32642194876759,5.53343568118246,0.0936650053559785,1.23248496440685,3.22933441985446,4.66135186407698,1.76318309888949,76.2684159561509,NA,1.20127546469285,3.1608206095191,0.034167737354485,3.15426485444722,0.508541079887691,91.0394194727092,0.0821230814803465,0.0706947992433625,NA,1.68626801913421,7.48028862126989,NA,NA,NA
"060","TENANGO DE DORIA",15.1067672768747,14.7300661572068,0.194690307729839,4.29387990916841,6.98132482730683,7.98335726393862,3.19685625449896,7.2212048626772,2.14255261521978,4.06696192190289,5.93667862022867,NA,0.443210676788641,0.968173324277993,1.926323200683,6.98950694709426,NA,1.99308537842374,12.5113887510195,29.4624000319917,3.47933428547619,NA,NA,NA,0.623487342928185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"061","TEPEAPULCO",1.01628515236438,0.74408167611559,3.4474997926379,1.94879421902368,1.03032866884729,2.08898899261905,1.62067917158673,0.974627035181956,2.22089804705144,3.42708091653305,1.35455957502279,0.209140073134302,1.26439578516287,30.0290886019182,46.0679227756008,0.17603792925659,0.228443508326058,0.0879710919472028,0.836207349661218,2.258210026209,0.599211533259524,1.17628673449294,0.0123271289284113,0.365285669237903,1.73525679960776,662.57324073948,198.331570676411,NA,26.5360682534715,64.2823168916209,0.0978024068817492,3.06090053099566,5.87697431208208,0.0689121673621221,0.0916557368517329,NA
"062","TEPEHUACÁN DE GUERRERO",12.113565953916,22.3713411039089,0.0390287650568996,1.11903192818137,0.114246323898515,0.283725790684778,0.837042444849253,1.71270991391283,3.0542841497332,5.01434193647092,2.73209719967653,NA,0.799637589519201,0.776342893453897,0.556073405808728,NA,608.659763040113,1.59818250594751,1.66519013734708,9.67436116156631,1.56934761890702,NA,NA,0.160034602888906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","TEPEJI DEL RÍO DE OCAMPO",1.2410256572314,0.726615364240263,11.0179004035778,1.30954021445046,4.00288214438654,1.4270957832378,1.35567307135435,1.31112255067423,7.63102731898495,3.69599157191414,2.31916313411222,1.64108203767091,3.83298703651531,17.5378026251632,11.7712367672924,40.5276388578627,NA,0.419693895180522,4.21198952887655,1.12836007959417,0.791794013206034,11.3702097614702,0.159334061084732,0.248149616547604,0.0240287484753306,NA,0.14648761906505,2.56096947732208,0.765214050197627,61.8813172462765,5.8864944860478,1.59572303124777,0.841692135190932,NA,670.09405947355,NA
"064","TEPETITLÁN",37.0044855982419,22.1681525248551,0.119224956545378,4.76244709282886,3.57375317768564,14.2164520514027,3.99530436750854,5.6448776150368,14.5784659764044,0.398485873541009,4.38881965771065,NA,2.4427305533108,2.3715699843798,NA,0.911769747617696,NA,4.88212321208179,3.40522522394338,21.3598769305149,0.532670942675239,NA,1.09582393233612,0.488873233559145,6.10900478685211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"065","TETEPANGO",16.6406320757328,5.43308749305807,0.0953147456005173,2.30321322411588,2.51107698490465,5.24009892754726,7.18663037039345,4.42911619137647,1.86476766750815,8.28602429921294,9.30058385440511,NA,4.59136309097464,0.473989666855001,13.9061645982863,0.0103304568116414,NA,8.06524124955313,8.17905144425951,10.1188141918192,0.106461341779886,NA,5.92216355328454,0.390831158490354,1.22096550504829,NA,NA,NA,NA,1.61679372077949,NA,NA,66.8260110379894,NA,NA,NA
"066","VILLA DE TEZONTEPEC",0.518945738152315,0.895117284783737,4.66125214375814,0.939204744303161,3.51529490068775,1.607475776388,0.988361976137434,3.15251943473914,0.692173633289003,0.581407797351102,1.4163887163594,NA,8.33666479415665,0.831464156457776,32.4951898197494,0.438656319007229,11.7796551715152,0.11794375165251,0.869342376070377,0.65154504437687,0.0298804116387473,NA,75.7325505650249,1.0204306606984,26.5377060530901,8.699397557572,83.6600081035308,NA,NA,0.937702256668903,1.95081437167279,1.05703273184966,NA,NA,1799.67268802044,NA
"067","TEZONTEPEC DE ALDAMA",8.86369379939942,0.951540147487584,1.29672849341642,3.1768806463744,17.4829197912141,8.00021974918272,7.87001112146023,7.1055374774774,4.87492487833264,2.00622259942087,8.50268826733703,13.4448008288241,4.86003443327801,0.215124358244203,2.91572556833107,0.315259327587899,0.0177056128257617,0.402311178950748,12.1088334645814,4.79316559385081,0.608932782480616,0.934284849469909,2.58544185901773,2.33091220305041,0.138536469821489,NA,NA,23.0705205496497,NA,0.071659763568078,NA,0.961472873280548,NA,0.555684642839403,NA,NA
"068","TIANGUISTENGO",12.3623375130559,53.6105440132837,2.54913814511336,4.71905203837272,0.466370223609594,4.63284089781339,2.61608690161908,8.0190915358937,0.779252196740063,0.532499429002509,1.40425735848045,NA,0.362693081546207,NA,NA,0.621634806193424,NA,6.5240150162711,16.2354706128789,39.4921589092662,2.84724745999411,NA,NA,0.65328468337301,NA,NA,NA,NA,NA,NA,NA,6.29516461586083,NA,NA,NA,NA
"069","TIZAYUCA",3.62010704412176,0.554593320117541,4.54363896979521,1.08868908606376,1.46676143231327,3.14296606737431,3.76957445795265,2.23736054520655,5.1786540372184,3.66189633829905,2.5041530024854,0.00483064145554308,15.6520424056084,13.4500690736463,8.30450128045681,3.73516019822821,0.000515283710072738,0.631529887132946,1.76613714740952,2.18368732428924,0.0739135586462657,1.0307033799862,7.76228158429185,8.95520135314773,4.59247838660918,11.1844128822332,71.6317384118429,NA,0.627972093264457,134.760282690899,0.235026825590269,25.6896236922962,0.882676779566788,0.0161720041667303,154.948423945211,NA
"070","TLAHUELILPAN",3.8778412355209,0.699087477144117,0.776935384503191,0.50304377352118,1.21822329846606,1.95788632545529,12.1314086209623,2.25007879924749,2.24203870212345,0.0852221532676702,2.36770963998158,NA,2.68404908313937,0.730361732557506,4.43337142274835,0.0110541707954238,NA,0.345210500965993,2.33631001569399,4.77415895211244,0.38568631159548,0.424933451750954,0.253481946016826,0.602224356379891,18.8658871226773,0.183680996666385,NA,2340.72828371816,NA,NA,NA,0.0402995725079418,NA,NA,NA,NA
"071","TLAHUILTEPA",NA,53.3993468920863,NA,16.904194493697,NA,4.23952647163854,1.38970784050908,4.73430718373577,NA,NA,3.09334753984388,NA,NA,NA,1.64129114191155,NA,NA,278.772628630362,1.46229320046276,3.11478304622969,4.63204375283153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"072","TLANALAPA",1.05976238267716,1.06079912351135,3.23908790287245,1.67078428227624,3.99796251202665,5.96346538632353,1.65223261768019,1.43694247213708,11.2894463276791,0.0456485565984542,4.10052342724153,NA,3.23480062425497,2.78195449173351,33.2244830921295,25.7922119026998,3.66345937068514,0.559271714670727,4.10620516923874,6.61234757547152,0.0610201296698169,457.26383743064,NA,2.74414123238818,NA,2.45968097815207,NA,NA,NA,0.0904973470390005,NA,2.15861398238123,NA,NA,NA,NA
"073","TLANCHINOL",9.2076348629937,10.9838836962468,6.75138145395228,27.6832692196016,0.708895511234168,2.97526402645422,2.54497518775895,5.76889473950846,4.73793871412189,0.809413714351189,7.30105204897964,0.929208873796632,8.82085465830345,NA,6.76282560849443,0.20577864223177,NA,2.60467837052539,14.9690562912832,6.49967027112747,1.08197352745892,NA,NA,6.71275171445025,0.496350067476738,NA,NA,NA,NA,NA,NA,0.382752904259139,NA,NA,NA,NA
"074","TLAXCOAPAN",4.628781026039,1.20148323053683,0.851358044411543,3.30370670054933,37.5629504515066,5.43109361363565,7.45481124009387,2.28741623065189,3.07131781554974,9.70776947181,4.72701744021962,0.0176613124802063,18.9090332571101,1.23993476516382,4.39537525230811,0.038633068568769,NA,2.08381562135237,5.14817580929846,2.96120136748668,0.342331282551919,2.02888543324272,0.819055608347768,0.591888045050855,223.737691555939,NA,NA,25.136856790084,6.70816323194122,0.00487987800964846,NA,0.261897058967431,NA,0.605455141657614,NA,NA
"075","TOLCAYUCA",0.326948534938692,0.585606924479307,0.234912277578008,0.462353053889307,0.368599549477478,2.48113967010894,2.18452183873865,3.32551649073555,4.514194478785,0.156478774507377,2.41882914052892,NA,0.0383687863298336,1130.40675439275,0.308442930125779,0.407366331033802,NA,0.633850637035342,2.47323944632755,2.01920494417652,0.0753015669301909,0.00621996310873235,0.303628028195735,291.990001189413,0.423166765877238,0.580986156706319,NA,63.9184494476987,NA,NA,NA,0.295980680019085,NA,NA,NA,NA
"076","TULA DE ALLENDE",1.07694175512866,1.02674156353299,62.2678199821485,6.53316932725928,8.57621795373974,3.88252440762545,5.91589392196675,4.65656556932198,4.71662431521886,23.5178828849237,4.20308575737354,0.0055415361164575,1.91276717387195,0.516466439909335,0.565003984554753,0.143141191445447,12.9197968485191,20.076970307616,2.31616979679305,3.82451609087964,3.90484382376968,13.7196349721068,8.64523034276623,1.23482409192556,0.296008992476588,0.00406405088388661,NA,NA,NA,0.0398250666299205,0.690212410730024,7.73181196323131,13.7126914223673,4.01980354219265,NA,NA
"077","TULANCINGO DE BRAVO",2.57815660793217,0.917933659106082,8.08376048784633,7.35309800927338,5.14031069229933,6.30343154288507,9.56666806967549,5.23806905001098,3.87584612875122,7.20167537706926,6.71365704931664,0.0374968475513179,4.19787662830828,1.63207514128125,0.846061039774563,6.32046320222401,0.0333558534799057,0.678196954654471,1.98966954643279,4.51613997195892,1.28469459203037,2.1231744473213,0.714048601235936,3.64808774457205,1.2508113134571,0.307041547887137,7.02292052981964,7.14327809727968,0.237155707933229,0.22720374830437,NA,6.42162210119079,32.1402960621803,37.0110496822912,0.00248307499699631,NA
"078","XOCHIATIPAN",39.1012137488102,23.8204068911547,0.503921666220369,2.42683945525813,NA,0.915834596502878,0.675469462860701,3.31360805887915,0.616180125255114,0.421064664602406,3.31282268044761,NA,48.4680588907653,NA,1.79494173584178,NA,13.1999766099114,33.8744576795792,16.0362896505534,9.25305249546098,NA,NA,NA,18.5966461559338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"079","XOCHICOATLÁN",1.55178748371146,26.3314208316085,0.319981610570066,1.60325786554632,0.234165253944499,0.327115829656749,NA,0.245622613339544,1.56505522264386,0.267368836399074,0.827952626854865,NA,0.728435163693271,16.2942268232672,0.506558755734967,NA,NA,0.319894398103289,1.08428152450661,1.43605923577666,1.429607618068,NA,NA,0.328015310660467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224.26233036312
"080","YAHUALICA",14.1130572360121,5.3164702815763,NA,0.57944077689171,0.0591573636190729,0.587658987874587,0.00677226717576533,0.576775783474368,0.889607717170484,1.08072979804372,1.95477182889857,NA,5.56676180411247,0.401994543666296,0.511889445639809,593.178491487079,0.529372670305947,5.43401330076295,9.2352793735535,4.44421233611549,NA,NA,NA,4.06047230853565,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.527632570787,NA,NA
"081","ZACUALTIPÁN DE ÁNGELES",2.18931053297489,1.73292817225118,0.27365101693229,5.5259947342004,1.07039133763327,3.16565419428611,3.81449823048129,1.93392248990618,0.9328922845593,3.93193840724708,4.06523889019411,NA,0.913603627310096,0.286347146814296,0.777239007425955,482.595226730629,NA,0.619317542067372,2.46570387821878,4.31524477533884,0.594378496150384,0.0337365601240126,0.0211698450226308,0.852354715205656,0.199450012443647,NA,NA,NA,30.6805441931029,0.067303432726282,NA,1.45612197232385,NA,NA,NA,NA
"082","ZAPOTLÁN DE JUÁREZ",9.06309956204949,2.69089776932617,2.96695265769853,2.90364964695992,5.61735161503056,5.05525656305743,3.8310473935363,3.94605347272693,20.749542838045,0.870580268006676,5.04552965068053,NA,3.04972255972996,1.5877392030437,3.45081632312525,32.1565945535851,NA,0.0332145684727717,3.79564563719472,2.6788392481512,0.163650535746058,0.00689676067057916,0.0190853718108128,35.7524753193088,3.95904081905744,NA,96.3450343161895,NA,NA,0.123829489285153,24.8089377192663,0.328186498460266,NA,NA,NA,NA
"083","ZEMPOALA",4.0271195758797,1.57627931198599,13.533582293226,1.20702231824927,2.64538024325785,4.11489595144233,2.06213525703453,3.72669600369762,0.468152445706972,0.319910436015424,3.00171009840402,0.0189699350848904,0.304333574523566,1.33180826912031,0.859616353818256,1.56714830271565,39.0289501682478,0.212699559805103,1.45400307599979,3.68195911763192,0.00353418365377475,32.1385051504271,0.116329770409532,2.80363212636775,72.523926230874,199.6679916714,0.150817036323532,26.9993830911774,NA,5.91739268262159,NA,6.48120810443245,NA,NA,NA,NA
"084","ZIMAPÁN",0.220301297253005,1.00994028330635,4.34793989253933,1.29891307972421,0.549774276313106,1.16615005093202,1.16993441014414,0.832514638775515,0.617180186362324,1.45907956441854,1.16125581158564,6.89969333332444,0.0459613941873933,0.10040055018819,0.180284896997243,0.0307715434698787,92.497246252451,1.58086748868385,2.40367450643717,1.03210100398158,0.82541033710137,0.0704519764391215,0.194961407154984,0.129352975942364,0.00404101664286486,NA,NA,NA,0.653081468654542,3.08222502329479,NA,0.479142195871515,3.5387734924761,NA,NA,1462.3577230957
