"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Industria alimentaria y de bebidas","Industria del papel","Manufactura metal y herreria","Maquiladoras y textileras","Minería No Metálicos","Organismos operadores de agua","Tortillerías y panificadoras"," Educacion y otros sdervicios educacion"," Hospedaje","Construccion","Fabricación de material de construcción","Fabricación de muebles","Fabricas diversas","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de maquinaria","Fertilizantes y agricultura","Generación, transmision, distribucion energía eléctrica","Industria Química","Petroquimica","Servicios de publicidad","Turismo","Agencias de publicidad","Fabricación de equipo electrónico y eléctrico","Minería Metálicos"
"036","SAN AGUSTÍN METZQUITITLÁN",9.9471736781643,4.36782030523884,7.14703684064453,3.3229704479449,0.166781317589983,5.07387857198883,2.74938250440421,9.55456321347168,1.11469130341385,0.19043016017956,3.07958454026343,NA,6.35553240961749,NA,1.4431609351957,2.09066791740188,NA,0.227840844474588,5.14308368289207,3.59583574495337,2.29099593498096,NA,NA,2.102623779664,NA,NA,730.416881919876,NA,NA,NA,NA,NA,NA,187.360280750325,NA,NA
"037","METZTITLÁN",1.44196639957079,8.11644407962248,7.13904428649914,16.8466739956961,1.47093013582815,4.46660582651349,2.49098218699387,4.57188889303731,2.27233620523668,5.03105088109005,5.15665073278499,37.7200407009709,2.07295510119428,5.91448164434424,3.55973861813757,0.0322260702409126,NA,4.99686072063401,6.13570451219777,10.6838701322527,1.32843328836115,0.061722864348814,0.170805378291684,2.74321294206677,0.238051671170275,NA,NA,NA,0.57216363451948,0.123135276184161,NA,NA,NA,NA,NA,NA
"038","MINERAL DEL CHICO",NA,6.34084695636079,0.428511582834054,1.74669161713486,21.0856845044437,0.778783209511805,2.29755144967257,15.560960365517,0.523970963114905,3.22248452883204,1.50338237809212,98.7539595796284,0.975502637261201,NA,0.169592788341589,1.16107963460044,NA,0.428394790021757,0.604388520492703,0.645929185243026,333.5817338906,NA,NA,3.95343106571208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4391544389066,NA
"039","MINERAL DEL MONTE",2.26451626758038,0.711508741628909,3.7662131926849,2.21293970082508,17.5182894822332,4.48929253631198,3.9119286596273,16.8846483729751,2.28387781738137,0.249708864730529,3.86808885583521,NA,2.14343733584375,0.0928831622006565,1.94000592236231,0.0778163800431195,15.8960072878038,1.25556017306114,12.7504999701591,2.41153849526901,74.604053002547,1.31268950650045,0.386264092769076,1.91468487741501,10.4221995440042,NA,NA,NA,NA,0.278461581355604,NA,NA,NA,NA,NA,20.5633478209466
"040","LA MISIÓN",10.7278417290988,41.0168930128536,NA,0.106532752646263,6.47533972052042,9.04568926989221,1.66790130435952,6.46488377096371,NA,7.39351384204336,11.2617436352683,NA,5.03582947280983,NA,0.875487496686177,NA,NA,2.21149900285928,12.4801201278972,5.75488604628447,9.88318595318629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"041","MIXQUIAHUALA DE JUÁREZ",3.19732141997096,1.26658877579878,1.82818839773413,4.71235150609884,2.15423646405304,4.74088708081817,4.14309388295424,2.94810895726731,3.71896381840854,1.94346471500508,3.78104843416759,NA,0.829624375180769,1.5866171588707,1.29302861952655,0.275968621020373,24.5095115594072,1.32415924046868,3.0713520899651,1.20194559790859,0.139205130865126,2.11426011703342,0.561297475237016,1.07445564491317,0.337817672320423,0.00547975248954964,NA,NA,NA,0.268304321202504,1791.5083173457,0.307777678786736,15.4137186106794,1.02459200395278,8.73141815456434,NA
"042","MOLANGO DE ESCAMILLA",5.03635260116037,17.0629220047489,0.664643676744153,8.76723987652857,0.121597968606793,0.797424602674875,2.00453703262198,1.88219933916444,1.26985331823111,0.555360060081248,2.61548060802569,NA,0.851093524843221,NA,0.805582066870671,0.0405201306932468,NA,0.425256016024551,3.65659380066692,4.14616974485879,0.742370523950863,NA,NA,1.06457925483077,NA,NA,NA,NA,688.394168398336,NA,124.076648880571,NA,NA,8.53761300503056,NA,NA
"043","NICOLÁS FLORES",8.29283232103867,21.8428584405522,1.70999822470978,6.97026564524106,5.00556476130527,1.7481238593398,0.143257829014484,1.24937052674317,NA,NA,4.04700107486925,10.2518969669604,0.973198767979603,NA,2.70707610813877,0.185333997347962,114.668928705633,1.70953215679076,15.074028020465,4.44863992345004,7.63989681960974,NA,NA,7.01172292879879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"044","NOPALA DE VILLAGRÁN",0.537837542654804,11.713456025483,NA,1.58007899173901,7.17128578926375,1.52427487481865,0.752578165694602,1.13946770754843,NA,4.8039076304241,1.29888393494291,44.7074775789438,0.568057488997132,NA,235.18567550042,0.108179714795417,NA,123.685399988298,0.977636816298379,2.05935842786185,1.11485462845234,54.8253849026286,NA,1.02318813266329,NA,NA,NA,NA,NA,NA,NA,4.38205265180808,NA,NA,NA,NA
"045","OMITLÁN DE JUÁREZ",13.1610145724239,15.9058098803978,0.77193298914896,4.81017002435818,19.4981217045255,4.93214867361854,3.1688259590191,25.5781889113523,13.2735408733931,1.00782561730227,4.87640897177363,NA,6.17800175930256,1.49950672168378,0.477358260571977,NA,NA,20.2697762907379,3.8276814436806,1.32269627738561,8.41998828042218,NA,NA,1.23642769068851,0.965657117544302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"046","SAN FELIPE ORIZATLÁN",11.8830540893798,3.73943452341858,2.5827345536991,5.41381938486423,0.829155734089211,2.18208137982421,3.17588713759253,4.04601064106007,2.32022898816696,3.49571678547386,5.44122559688513,0.261160141858518,26.6717738987958,0.216624265651887,0.96976312108321,1.52968767000357,NA,1.67403030755896,8.05495163806504,3.0310059613727,0.19462120460476,0.00904266576008645,1.22616249502327,47.4572554271221,0.558009539896323,NA,NA,NA,NA,NA,NA,0.10757517022481,NA,530.8200802504,NA,NA
"047","PACULA",NA,57.4762551526037,214.167001199918,0.136267430283546,2.0706728259857,1.28560654022477,0.948193006129905,2.06732924069884,NA,NA,2.38264770761019,NA,14.4931387790206,NA,10.0786270522304,NA,18.5295208603346,28.9664732580009,0.997717754173559,0.65592779091449,NA,NA,NA,2.90056863198359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"048","PACHUCA DE SOTO",3.7336595281619,5.40126598091345,5.83085888875282,7.7389213800019,4.89957841911492,3.47161850719108,3.46297119761048,4.77276159110609,5.11351561366335,13.9918000444549,3.15053324719004,NA,0.600812214494154,2.02748954046373,0.490084161210367,0.901917091349614,0.026225713977999,1.36277792057552,1.58156129120545,6.40157432556673,1.66482887945423,36.7481721094632,0.156474262579129,0.731474422990747,0.300770348084442,0.000889190269660814,0.265686138718118,NA,2.77870800933775,0.0694667063156034,0.0377535971592793,91.8291220706623,55.3065800841934,97.9722762487528,0.0885520385978291,1.54323054736963
"049","PISAFLORES",9.0213817354044,13.4018318954442,0.206691837464318,6.83288205765657,0.605035352148639,9.39111910906566,3.8960861382854,15.4813556199853,2.27462857328405,18.6799526339456,8.34303742991654,NA,4.23478842956738,1.02785560160828,2.0450698678427,0.201616127505997,NA,2.11594754712348,7.58258556318686,1.96257045008363,2.07777098826499,NA,0.474938026137423,25.6376250681489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","PROGRESO DE OBREGÓN",4.90881079682288,0.610349672996384,2.70585538869254,2.66217107852081,1.29066747134228,2.81717287249077,3.52785887470851,3.66532534944995,2.97356283198699,4.87166389537667,4.18290152180569,0.0606844809723921,2.35059440650012,0.805374420985386,0.853924738044464,0.0537557074676476,1.72408851849761,22.6398197532123,2.44999558193152,3.29529525493807,0.670320283808669,NA,33.9398103493507,1.64732486709713,0.129661896586794,0.0111261937733119,125.058711985329,86.3705406545066,49.870352470955,NA,NA,0.624917658199341,15.9675039282862,NA,NA,NA
