"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Industria alimentaria y de bebidas","Manufactura metal y herreria","Minería No Metálicos","Servicios de publicidad","Tortillerías y panificadoras","Comunicaciones y transportes paqueteria","Construccion","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de material de construcción","Fabricación de muebles","Fabricas diversas","Fertilizantes y agricultura","Industria del papel","Maquiladoras y textileras","Organismos operadores de agua","Fabricación de equipo electrónico y eléctrico","Generación, transmision, distribucion energía eléctrica","Industria Química","Petroquimica","Turismo","Fabricación de maquinaria","Minería Metálicos"
"039","MINERAL DEL MONTE",2.55292098726054,1.13226421071471,0.295451133290366,1.96772136467228,87.6678248833803,5.38217155021715,33.7986907831891,10.2101812473957,3.12329748794576,19.6833294005568,3.30643938627185,0.407375148428479,4.79912196153201,NA,1.27204471233449,0.557533715377228,2.6477057135141,0.106632490556522,8.94526008132901,1.52791092201457,0.0173465689224061,NA,0.105645695004186,2.11713522983008,30.9556394203309,NA,0.599825920595568,0.703886418365929,16.5320147838649,NA,NA,0.0492539482518198,NA,NA,NA,NA
"040","LA MISIÓN",22.8450162739314,47.6989244211009,NA,9.03123443985902,12.7745553011256,8.1502476009568,30.7811934630695,1.45545842686034,0.154233266744613,2.28048355982683,NA,2.73812213657045,2.34775625625177,NA,6.2815537804437,0.68829695678019,NA,1.61261373943102,7.41459575549023,NA,NA,NA,6.39076132935993,2.61368540698605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"041","MIXQUIAHUALA DE JUÁREZ",8.60355168192049,3.21873787135473,1.5380430218625,4.72438447145203,14.0648013332958,2.03105931254842,0.181130581183988,5.94335791186197,5.90850598064178,4.59988733767044,6.95914465395376,8.75796834802416,8.06404964073181,NA,1.11234569215674,4.82480710909765,3.31618665026831,1.1422549317358,5.8792349991913,4.80215026463884,26.3874034808483,0.068173678375344,1.48582683482122,4.58033694917173,0.467245176953723,NA,12.147981293227,6.94180496238151,1.92157264594646,NA,NA,0.00572495493761184,NA,NA,NA,NA
"042","MOLANGO DE ESCAMILLA",2.57914245592573,20.7301124844665,0.152288653144791,5.3849623480437,1.79644377890806,7.47494126296146,2.77034124542117,4.71574289565892,3.20710402324129,3.65510334762009,4.69392277973182,0.157717761248842,4.58064634993992,NA,1.44728766651244,1.42727000060499,NA,0.3715507432561,8.05501498793551,5.32385988305048,NA,NA,0.368112348269744,5.41980425114904,NA,NA,NA,0.0121633856949735,NA,NA,352.9366257124,NA,NA,NA,NA,NA
"043","NICOLÁS FLORES",18.8048380589486,24.2483718270577,3.86896995843534,5.16253192203479,NA,0.296864784819133,9.89745680799998,3.32793955904808,0.0881644882890675,2.93308803140726,NA,NA,1.34204982704954,56.51840139542,NA,0.393451751793147,72.7341203247894,0.921819709494164,8.64981924485137,NA,NA,NA,NA,1.49406312476732,2.17195217597742,NA,NA,0.12070974284207,NA,NA,NA,NA,NA,NA,NA,NA
"044","NOPALA DE VILLAGRÁN",2.86150381989971,6.82652095086871,NA,28.2806888143432,11.7368857970879,10.6919446539273,6.02432424562295,15.3188280513489,1.34158570910222,8.38096496446042,NA,8.57424094077911,5.9770639553737,NA,28.3251645433766,0.239483836483572,NA,0.561087654508389,2.57981067620305,NA,NA,NA,NA,0.909397321113013,5.28804294189926,NA,NA,0.293891509543587,52.9906428813362,NA,NA,NA,NA,NA,NA,NA
"045","OMITLÁN DE JUÁREZ",1.66199698922115,48.9362479873366,NA,3.2622552937279,59.0153457549258,3.70586488420839,0.874750602173598,5.9560878205766,1.12206190572862,3.74328527540791,1.02925842542192,NA,3.77300589135222,NA,6.42640924596941,1.25185670272877,NA,0.733245040070663,11.6277820044067,NA,NA,NA,2.90583785344774,1.18842585432379,1.72764060466881,NA,16.4985129349254,NA,NA,NA,NA,NA,NA,NA,NA,NA
"046","SAN FELIPE ORIZATLÁN",3.67615730537716,3.67302098228765,1.09631372260854,6.3018729316889,5.23220457019463,3.95867274005659,0.824108270699469,1.7881906715028,3.0318803614123,4.4784881262604,0.40360919991327,3.30031137932584,4.49669893828074,0.43039745252862,37.3530839635876,3.06811237655951,NA,0.161736591722446,19.8877874853459,4.11997179291905,10.6650694503235,NA,14.3603395611033,108.379814904994,0.381076840415465,NA,NA,2.56265411279562,0.16574265680574,NA,NA,NA,NA,NA,0.951742002408159,NA
"047","PACULA",3.96345916729136,30.8373469785707,1056.83004046929,0.115700276117147,NA,0.187431165267362,NA,0.39455063575054,0.16724032050641,0.618201263425483,NA,NA,0.515514598137034,NA,6.81130011503401,2.98537419546749,NA,1.74861133611373,4.10198757715366,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.143606539419,NA,NA,NA,NA,NA,NA,NA
"048","PACHUCA DE SOTO",1.85923309316601,4.40804756893781,2.78257566520756,5.92090036363436,3.12572894819126,5.82913129872549,1.88234779522186,3.01110918092106,3.27199925761845,4.96453459053023,6.44093283153016,16.7604910474145,3.27061655465394,NA,1.1250207287812,1.50918554145171,0.00359794321843898,17.0208876952069,1.13249446250603,14.7151768991228,21.4035883232935,0.10482937975873,0.49727896934387,1.05969639130034,0.0923483992858163,5.65641657874886,9.95723926388795,2.14441714709824,5.05489620681432,27.476812554545,6.79738314509901,0.115766647459394,0.0204306100579382,85.7807035124597,0.286708795143029,7.83501135443113
"049","PISAFLORES",5.63567851888857,20.7208674778629,0.163055144829662,4.58642254327483,0.307751780056471,3.10506740298954,7.59346847056199,2.24406050236439,1.86435613770352,6.89156368699493,2.23367705666083,6.07925086588569,6.0237533937124,NA,9.68504937827674,2.71675560388643,NA,0.397818609608369,7.31648032540754,91.2039316240618,NA,NA,1.57654850893303,16.119369895232,NA,NA,NA,0.0520932472684561,NA,NA,NA,NA,NA,NA,NA,NA
"050","PROGRESO DE OBREGÓN",2.69881983940848,0.32958112168648,11.2440995341552,1.48493072118445,0.912138708797445,1.98924577444548,0.0845006788679001,2.31679450068526,2.65584768329761,1.93921974691229,4.9838721628882,3.66459258075688,3.05284802126119,0.0169640286182654,0.62078944857885,2.1740137176671,34.8617739722211,0.146875739433953,4.32860009353896,NA,11.6227822767156,NA,74.3971203566455,1.03321463400531,0.0267023407259647,41.203648643196,4.08000518320364,0.0627000825957044,173.99385455792,NA,34.2086314974,NA,NA,NA,167.39075389349,NA
