"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Industria alimentaria y de bebidas","Industria del papel","Manufactura metal y herreria","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Comunicaciones y transportes paqueteria","Construccion","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de material de construcción","Fabricación de muebles","Fabricas diversas","Maquiladoras y textileras","Fabricación de equipo electrónico y eléctrico","Fertilizantes y agricultura","Generación, transmision, distribucion energía eléctrica","Industria Química","Petroquimica","Turismo","Fabricación de maquinaria","Minería Metálicos"
"033","JUÁREZ HIDALGO",1.27717542849885,46.3511958054736,NA,0.162877822686007,NA,3.69298778125833,NA,0.542833182251228,2.08581940330814,0.482183512318527,15.8986206144423,4.01565975414611,2.12085417932953,NA,21.3824536392166,NA,1.07308053201008,NA,146.169570014479,4.57301964569599,14.1030194588707,NA,NA,NA,4.43132833393198,3.71425029651092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"034","LOLOTLA",NA,12.6464070149436,NA,2.47859101129192,NA,1.02447273846511,0.741832917659964,0.491407283407878,0.0524504724150494,0.109125831673484,NA,NA,0.517614998689311,NA,NA,NA,0.242855266753437,2013.61708454135,0.49197663205341,NA,0.199483662371155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"035","METEPEC",3.48381824117635,3.43557145049344,NA,3.58346832032631,3.20661665064174,2.51838899921349,0.357648012221046,5.92285789420614,3.64134318172301,1.49649316470435,3.90307493733369,0.438149008810641,3.50351450865595,67.9934161157764,0.259226833655947,2.28993079706747,20.4007016164861,58.1727856533453,2.42881338064334,5.1093770071423,3.46225896733735,6.38513318191088,NA,NA,4.35152381548246,1.62104877955422,0.60853505032502,5.43383304553251,NA,NA,NA,NA,NA,NA,NA,NA
"036","SAN AGUSTÍN METZQUITITLÁN",0.456838388101198,9.6695391725051,5.76887127966437,5.94315064346228,2.89742871951053,3.26196424950499,NA,4.85420856160242,1.67869291393613,9.87492025116031,NA,0.35909466474061,5.16371741010166,0.658382571526651,14.2854780759712,NA,0.863628309484096,NA,0.194393307552161,0.408935780684091,4.43370398155209,20.9323057971208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.290970473855,NA
"037","METZTITLÁN",3.87449749475423,7.85225740761851,0.456733579997944,3.34020776207881,6.07851724743316,16.5190273401421,1.10487516172802,3.43583977409717,3.4719542673116,5.46752356650271,1.33974385903505,10.1126371287542,3.83530571860211,2.82361869623426,7.53130949888348,0.78602660011498,2.57212517918679,NA,5.47440319380217,0.685082492922114,2.67397259719486,8.76687545787153,NA,NA,0.663855766467953,2.22572221386828,NA,0.207242425542197,NA,NA,231.854437032394,NA,NA,NA,NA,NA
"038","MINERAL DEL CHICO",NA,17.5384209275038,0.136706943128413,1.96434191081377,NA,0.549375884669199,403.571877809493,0.389451877167138,0.0415682380584282,6.49596932571179,NA,0.720251764469762,0.206721056648507,88.793547810891,0.426130335991008,NA,NA,NA,0.38990309941445,0.820220255305916,0.15809551343206,NA,403.496861242752,NA,NA,0.666190736648497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"039","MINERAL DEL MONTE",2.47538033134178,1.09487705751432,0.453140436749249,2.0838169456997,103.810441020591,5.02534825250132,39.9512863125297,10.5673355013796,3.25592924839201,20.3077721057639,4.02772525806754,0.414480491348013,4.82860484107311,NA,1.74381207364991,0.240692251275149,0.603021883114005,5.85705846903684,1.67633821668549,0.20978176502741,9.03730991592573,0.671134726959393,0.0174966524753485,NA,0.050820461715223,2.0872377620748,31.5232726105211,0.304495308864887,NA,NA,NA,0.0453431222037132,NA,NA,NA,NA
"040","LA MISIÓN",20.1883591001906,54.6851156048222,NA,8.71661908350787,11.8924832850884,7.89926573632028,33.1605198771785,1.37289346102347,0.146536107700391,2.16800499542069,NA,2.53902727321246,2.20410389409807,NA,6.00876859119326,NA,0.678488941776963,NA,1.3744841070291,2.89143560765333,6.82713780400448,NA,NA,NA,2.80184681602958,2.34845165670267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"041","MIXQUIAHUALA DE JUÁREZ",8.62362380638701,1.58942228257304,15.4280684560865,5.17188270043588,10.8921341625199,2.30954204109824,0.221324829467494,6.35874483046061,6.27730729221294,4.92181732525219,8.76319761657795,8.24469673354682,7.99818668055922,NA,0.946141387726112,5.03904762483917,5.39447719285903,7.5832658619111,3.42220351748243,2.32299723393457,6.14008653777724,4.18035530491758,5.81654303427163,0.0791259222439158,0.61062853872542,4.66797176805686,0.491862614928912,7.39535337617638,NA,NA,NA,0.00544816074431842,NA,NA,NA,NA
"042","MOLANGO DE ESCAMILLA",2.40827127744408,24.3465156017065,0.263975991796281,5.49166641551771,1.76709913894325,7.46986331865636,3.1534770172872,4.70010626287056,3.21958701417957,3.67158443457041,3.8238269940932,0.154531022929613,4.62228349153538,NA,1.46282974860621,NA,1.48659815028945,NA,0.856619571580855,0.703917609550448,7.83678748306562,2.25197625077576,NA,NA,0.170526823063748,5.14555753813011,NA,0.0120714390591227,NA,NA,299.876423019068,NA,NA,NA,NA,NA
"043","NICOLÁS FLORES",16.2375640715074,27.1634458480492,0.269172675818764,4.86861499384119,0.648679177809654,0.281135918219907,10.4184046631075,3.06728543498334,0.0818468587710891,2.28940717417752,NA,NA,1.29341280781123,26.6252724386304,NA,NA,0.378965904491653,180.361029349263,0.767709804474476,1.61499391200678,7.78215637984745,NA,NA,NA,NA,1.3117135025169,1.96964743401649,0.110781718343967,NA,NA,NA,NA,NA,NA,NA,NA
"044","NOPALA DE VILLAGRÁN",2.03581743348999,6.50975609993064,NA,21.9748482321296,12.5052183498446,7.93079646790969,5.22491421715784,11.633155214632,1.02617154413548,5.93055897610081,NA,6.40096102072959,4.6014283415186,NA,21.813521766568,NA,0.190054466708143,NA,144.903371211011,0.809932511197998,1.9123790449478,NA,NA,NA,NA,0.65783493248325,3.95117648567575,0.222231711627113,NA,NA,NA,NA,NA,NA,NA,NA
"045","OMITLÁN DE JUÁREZ",1.01695355292366,34.5014705002457,NA,2.1801191610959,38.0410986144083,2.48694876468539,0.652501421474608,3.89008830670724,0.738150211307216,2.46403909753954,0.791206828348847,NA,2.45260649786208,NA,4.25645563510901,4.17780345229914,0.854442573236405,NA,116.387819745533,0.910319066689674,7.41326299930677,NA,20.420603175657,NA,0.882113567331182,0.739369853036586,1.11022561788708,NA,NA,NA,NA,NA,NA,NA,NA,NA
"046","SAN FELIPE ORIZATLÁN",3.46091447669936,4.41440368667289,0.879710206493312,6.479743650258,5.18917964706149,4.20855598866422,0.945817575778438,1.79695866718624,3.06878092162115,4.62160185025081,0.268519033361474,3.91741626086951,4.42563331851893,1.49439731829377,38.0655484719821,NA,3.22199912571998,NA,0.287846502197708,0.308943233399721,17.6850511264353,1.75710670937026,10.4447316421407,NA,6.70723819119522,107.173559932227,0.376787331765474,2.56425532225836,NA,NA,NA,NA,NA,NA,0.95289157350804,NA
"047","PACULA",3.83074860962673,38.6667144170292,842.749890669403,0.122133572818343,NA,0.19868150520968,NA,0.40704225350864,0.173783004121198,0.642780859554944,NA,NA,0.52932174826963,NA,7.12603789764698,NA,3.21858819414237,NA,66.7670701859049,3.42906860299837,4.1309053717421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"048","PACHUCA DE SOTO",3.95967797695071,4.72357318137732,3.60863458854381,6.00314471203213,5.07987911144706,6.25793328433761,2.15166126710534,3.19109159996561,3.47821414784691,5.40296363293943,7.82718413341081,17.4428423699007,3.38300631387657,NA,1.13071250831486,4.70112414591107,1.69257559820196,0.00808249133029935,0.623264038046846,19.1066605989016,1.17205527436036,16.6841678101664,34.3914547078216,0.119524985721442,0.495548192787957,1.11127352272257,0.0991937352765373,2.22325673215383,25.5355458605719,NA,8.16546806777076,0.0888483608996993,0.00348027726600401,91.7452726807457,0.300230039269696,0.870359398958171
"049","PISAFLORES",2.15303773480381,10.107232380541,0.0513953972994819,1.91368695208989,0.123857757708943,1.30101658909666,3.53648606342668,0.915097721903582,0.765757663780344,3.03827388469022,1.07206353490396,2.43702786918614,2.48284383399505,NA,4.0051253832527,NA,1.15774623349482,NA,722.378093197182,0.308364337098315,2.91238832037389,15.7843282636468,NA,NA,0.298809917740895,6.26141160129706,NA,0.0211524829200756,NA,NA,NA,NA,NA,NA,NA,NA
"050","PROGRESO DE OBREGÓN",3.08788423980384,0.453463039406096,14.3971035255809,1.85560148466816,1.32556465266962,2.45526025386133,0.117861955298347,2.92423300451265,3.20132000104575,2.5524389632009,7.57434294467959,4.39964681995547,3.89857276486959,0.0953040888362329,0.669751729695035,1.93188001265353,2.77464082468917,92.7861272965885,9.66543914278368,0.340965786549145,5.24151473729218,NA,0.00219428498855879,NA,50.0315682807912,1.20197774793417,0.032086578288401,0.0762482222329593,NA,NA,35.6154416945303,NA,NA,NA,203.678905221565,NA
