"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Fabricación de material de construcción","Industria alimentaria y de bebidas","Industria del papel","Manufactura metal y herreria","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Comunicaciones y transportes paqueteria","Construccion","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de muebles","Fabricas diversas","Maquiladoras y textileras","Fabricación de equipo electrónico y eléctrico","Fertilizantes y agricultura","Generación, transmision, distribucion energía eléctrica","Industria Química","Petroquimica","Turismo","Fabricación de maquinaria","Minería Metálicos"
"001","ACATLÁN",3.35597944147743,10.0988185474335,0.871441407337946,3.4932209360705,0.129321869825725,0.00215597733368083,0.978158922470668,7.83076267348885,1.09047194937012,1.41195291337362,1.16135883418082,0.284095660505259,5.89915755127681,81.1896606116004,275.695185491015,13.6080804224199,1.35687583634476,0.0734804802541997,3.92063159521302,0.158368070549487,0.306025666565459,0.258878176323089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002","ACAXOCHITLÁN",2.4222576914222,4.67267527980837,0.662523465231148,2.16744590682494,2.45796139033719,3.10708705211075,7.39696395351024,3.77885617899003,1.10375678109758,1.64752583303625,0.293876813900416,0.0319507440938967,4.25576264634497,95.1487390960496,0.0318519753352302,1.15722434983656,0.610402743035788,0.999939520283758,NA,2.31469463504968,0.550673543761004,1.32653698494643,0.445084442439466,0.0117355241390751,0.145005314563421,273.480653956631,3.17871516517814,1.04460524797527,NA,NA,NA,NA,NA,NA,NA,NA
"003","ACTOPAN",3.46114462099669,1.37998317326197,0.669877923337569,4.82577093971306,4.63227615177791,3.86030982243958,1.53451385528614,6.15977132618818,9.0922319424213,4.47840588697253,3.48870537995034,14.9648410124854,5.06738453408294,NA,0.639799474983146,0.976431803272857,2.10568639432189,1.388225375765,NA,7.64152931699422,1.31346541558015,5.81446093548732,0.697312343333379,0.214968968549938,NA,3.22794188287035,0.23031946698156,11.0073573344037,0.100483086583859,48.5873703345401,8.34761285226621,0.0290440456215281,50.6995679248917,5.97718218649692,NA,NA
"004","AGUA BLANCA DE ITURBIDE",2.48011627288977,2.49620223680758,0.040250470333955,1.29879788313085,1.52913105405254,2.39861415403483,0.722873278396435,2.95257365862236,9.17941073859244,1.80653250187557,0.858260604256901,0.839802844997493,1.84220873656455,195.919748332897,1.88371524963823,0.118815736052025,NA,2.66085259513997,NA,0.11703624403105,0.904629183588565,4.4078891621227,NA,380.025806000822,NA,50.1244411636863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"005","AJACUBA",8.09795961870146,2.35555758616118,1.45496090822162,0.686637668667929,61.799481701807,5.20683269647179,35.39969854956,7.80889034973919,1.76145057690873,2.91137535178413,1.30274645306831,0.458902647962023,7.10139669108867,NA,0.203326244661011,0.461694445176014,NA,0.844044636131422,NA,2.95720494213523,0.494326412735307,6.97238038020534,12.5296249771137,11.1501117795824,NA,1.66987021884529,0.250509190601263,45.5590204922481,NA,NA,NA,0.0420577408551237,NA,NA,NA,NA
"006","ALFAJAYUCAN",4.17345296492718,3.05652337882209,0.0169330211038077,1.06092148282044,1.44740715912981,1.35733003276383,0.0760266176824,3.5897323904359,2.11890144033904,0.486395158717624,0.0902656838781646,1.4131908700092,2.1390470625317,50.9726594046336,7.45266995945519,0.199938967106793,0.421848344200381,1.85043249041319,2.16695428307915,0.868525245620903,1.67831189896963,3.4004656654958,1.23038854077646,NA,2159.61285109352,2.8925808421285,NA,0.00707700215728268,NA,NA,NA,NA,NA,NA,NA,NA
"007","ALMOLOYA",9.9746284887795,3.52569984444918,0.192651665767207,2.80835124323549,7.68943177400424,3.59102325491227,NA,5.08750736101299,2.54633650937973,1.52526803639163,6.41861036423164,1.00489146873597,4.0259902136894,NA,2.25401639821184,2.27476094364738,NA,4.15859405073597,101.096966154741,18.2000212941416,22.9048828621236,13.9276939122265,NA,NA,NA,11.8474892995757,4.93701866035858,0.181163275781136,NA,NA,NA,NA,NA,NA,NA,NA
"008","APAN",2.72643044016164,0.754820591476674,3.79865468465375,3.00802596758934,2.16533426718234,1.47214375217478,0.609955361708185,3.86449177349259,5.54674204259874,2.29369036182799,3.07499919191028,13.1208518806145,4.35686129239455,0.601339163954562,0.0162173820025312,1.48487333096347,1.30607637758631,2.24520860796114,NA,0.191886332216204,0.29456851049317,5.94430716199108,619.855084300437,0.126433607690551,NA,5.23050011115777,4.31763216502761,0.309125820476452,3.21348108956974,NA,0.387719299278761,155.641226965041,NA,18.6672059251926,2.80789528658314,NA
"009","EL ARENAL",1.61201709350654,4.65878932146926,0.0588641772750137,1.08013411810936,0.559068258679107,5.1472205284284,NA,1.55447363506566,4.14333369408002,14.0246117678367,1.25516059658363,1.22816710298888,4.06558429095784,45.3995551209593,0.306092623046419,NA,NA,0.714738809804217,0.470810776632978,11.5087511469292,1.32297218365637,5.05366174080094,4.27719358154729,NA,NA,2.51386610855685,65.7099217031821,0.0246017474972771,NA,NA,NA,NA,NA,352.331469142062,NA,NA
"010","ATITALAQUIA",1.08616645631471,0.0894347287006571,26.7086874921142,0.12855892803379,0.964343027777298,0.537337636108993,1.01152964808987,0.832751009096159,0.979142845123318,0.442663098708059,0.296060348561906,0.250328088582469,0.897833411868416,0.032351029132914,0.0229159094471445,76.2304890751293,0.247024330018606,21.2258411054851,NA,35.9945267804664,0.0386896661325832,0.919357258439203,0.541165180355718,0.0273557249220371,NA,0.829974915496877,0.0441151080947128,0.0171336491638289,NA,NA,NA,756.524793982703,2513.69779354573,1.64860148414424,0.0562313728287452,NA
"011","ATLAPEXCO",7.1537021209682,4.14535703421719,1.50464751220142,7.34473451696552,0.0343390434969496,3.53675927657771,0.0649330268556167,2.38696871717857,1.3075207383176,4.97326291825438,0.0770943684472014,6.6655582149184,1.20605484425318,44.6164424136438,NA,2.21310706176938,0.360293416937078,0.956058098605256,249.038049169103,0.430609692246663,0.325037944147753,1.71850843348252,1.05085369567317,8.38881910451889,NA,0.617625889555563,NA,NA,NA,NA,120.892842692793,NA,NA,NA,NA,NA
"012","ATOTONILCO EL GRANDE",1.61293659079637,2.12883652808798,0.244235841297935,1.02177320102865,0.125006847888555,1.07679811235692,2.01972270235189,5.31450478561449,3.70577350301459,2.10159532689747,1.80846222094242,2.1059338531741,2.10155001338516,0.200996583074435,11.8420624725903,0.5747465252482,0.436553786722796,1.05072029096208,NA,0.47917971188403,0.420529409480358,3.21890570501049,1.44870892536739,NA,NA,0.923893488359083,0.199583825495219,1.05461326833443,NA,1332.1807200454,16.2756938848721,NA,NA,11.6539649458137,NA,NA
"013","ATOTONILCO DE TULA",1.47419521818676,0.39925354861135,5.63061857212953,1.27001076802697,1.31257180850429,1.27432911283381,0.944932543335462,1.71536623822852,8.85583933007821,2.21402553750818,4.9097805836493,0.454834632337499,1.63894031566165,NA,450.935331242508,0.402188977635084,0.155860296538357,61.3657358994043,0.827534421892781,2.53295240838888,0.507598623250621,3.17520455172546,0.202040720672645,3.57353890052574,NA,0.762090978534551,0.558649151945771,0.00464842630981242,NA,NA,NA,4.05024229136308,793.179756452842,NA,0.141917007821651,NA
"014","CALNALI",8.00906319342686,8.75361296152093,0.187172969328419,2.30286484590647,3.99981040212337,7.18158581679838,4.57538791562821,2.19681200943987,2.10795796381548,1.43522110123945,1.77381707231989,0.976314008534902,3.95476954478789,72.2224024859111,NA,34.1922460317313,NA,2.27268589349845,NA,7.85886339102427,0.467412427533456,7.56822365695416,6.04461215338998,NA,NA,9.8684552421721,0.133239388101653,0.217297889202149,NA,NA,NA,NA,NA,NA,NA,NA
"015","CARDONAL",1.28435644132051,10.875817293359,NA,1.82569216521601,0.1113578326906,2.65262943764642,89.3578405098089,0.550448595421008,0.234748757219859,1.78162984233322,0.250008762873478,0.24463207246619,0.149126252374158,96.5938362601768,NA,0.553770731788166,NA,0.569460086950422,25.2226100334985,14.1878557298171,4.64841857447816,0.891670146281768,NA,NA,NA,NA,NA,0.313618638344697,NA,NA,NA,NA,NA,NA,1244.34286775017,NA
"016","CUAUTEPEC DE HINOJOSA",3.98387895486961,0.540597425118457,1.08374146086919,2.50806669560543,7.95836421796032,5.55499348432494,0.144644165939111,5.31718781548191,9.4060751841791,2.55000288306356,2.10374945913401,2.4265167042173,7.17330037454732,14.9001268587312,0.261752906089425,1.52157262903381,0.451454646607328,2.6105191488177,1.36307794278846,6.45320263474927,0.181012824314952,3.01525235105927,0.585217814782687,NA,NA,29.7486095585422,0.051599051564691,40.7295825386286,NA,NA,16.8312310064777,NA,NA,12.0517489166285,0.411067436907676,NA
"017","CHAPANTONGO",2.52775487470689,3.57959971879728,NA,3.78882207746721,9.43143632608247,3.74147054302618,1.06093207058851,11.3725060550787,2.66118565431466,1.69688011446935,2.83417787208448,0.308136224514266,2.44258400811571,NA,2.76465319707368,4.71526447345879,1.4716965285648,1.27517598660991,31.7701589565368,102.264626201669,0.331921977731852,4.49255683635384,NA,NA,NA,4.48502537040387,65.9441443675599,10.274757473008,NA,NA,NA,NA,NA,NA,NA,NA
"018","CHAPULHUACÁN",4.46400402682911,8.70497675434372,4.23980971477145,7.63645213836505,0.387043500976026,2.20838837124094,14.8204797090334,2.98934337300701,5.72972870485716,9.50802984034499,5.43093066060343,5.31413302339306,7.7615244203465,NA,0.847632886379415,1.92472642103999,1.01523813179544,0.494814375410364,NA,31.0974993530803,0.915894933591933,5.85933909268101,11.844421159345,NA,NA,12.3758361584081,NA,0.0681272551868462,NA,NA,NA,NA,NA,NA,NA,NA
"019","CHILCUAUTLA",5.92065754123453,16.0793478112307,NA,6.04865746785709,1.31415051223334,9.93977447927867,2.48497808364262,1.62398164132846,0.692576337229353,3.58701634700265,0.737597742014829,0.721734959213351,3.24344539660705,134.332104928596,NA,0.408445724728017,NA,0.746698225871148,NA,4.11984355132711,3.10978945027246,3.47907871278165,NA,NA,NA,0.656568293755862,NA,0.0578290728788075,55.6914047450724,NA,NA,NA,NA,NA,NA,NA
"020","ELOXOCHITLÁN",0.480686519231996,15.4670940097779,NA,0.623468144959312,NA,0.100053400099166,NA,0.824049183969598,0.790719020316748,0.0806711327055442,1.49710268130353,NA,0.652109906647832,1367.00661358422,NA,NA,NA,0.37889348502568,NA,8.36204949651117,1.57798548554895,0.750867174829462,NA,NA,NA,5.33054860149517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"021","EMILIANO ZAPATA",3.26796145852833,4.29449484507195,0.11933239628637,2.15808193381971,10.4282730534303,3.39276618614177,0.535783804553835,7.09043960101342,3.73314343642788,7.78121680036463,18.0943940846241,0.276644623501511,6.96652822333912,NA,4.63602043544774,1.40903362191582,1.32128876666508,1.44895416603417,8.97608225259706,0.394789165188929,1.31417764793665,11.5710207891685,3.85375118786567,0.0254029268262606,NA,0.251665914350461,31.3148487589059,11.2216251709832,NA,NA,NA,4.82842827101857,NA,NA,NA,NA
