"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje"," Servicios de belleza y funerarios"," Servicios y mantenimiento a automoviles diversos","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Industria alimentaria y de bebidas","Manufactura metal y herreria","Maquiladoras y textileras","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Construccion","Fabricación de muebles","Fabricas diversas","Industria del papel","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de material de construcción","Fertilizantes y agricultura","Industria Química","Petroquimica","Turismo","Fabricación de maquinaria","Generación, transmision, distribucion energía eléctrica","Fabricación de equipo electrónico y eléctrico","Minería Metálicos"
"043","NICOLÁS FLORES",22.3917069886889,40.0600911698953,NA,7.23863328720765,4.06982563782548,0.673754829754195,5.28382336654727,5.70630668120044,0.119221311040823,3.90463239402095,NA,NA,1.83137172971825,3.61679809936478,0.828760893062654,2.15627979252614,0.123483371017887,97.1256147477229,1.32151217955489,2.506767497194,15.1339519155143,NA,1.60851953917111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"044","NOPALA DE VILLAGRÁN",0.481266511663117,7.58852951659791,NA,0.595558423410906,3.14902961155132,1.41097655379702,1.02209023949453,1.96233672570192,0.256243190880912,0.828949120399269,NA,3.45435436667596,1.53457162446163,20.9078994263736,1.9266124781285,248.328014124441,0.0955453197442803,NA,244.605131077387,0.215512510865645,0.4427355233657,32.1955284341165,1.24459279349253,13.3413578340193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"045","OMITLÁN DE JUÁREZ",16.6744142879031,25.1319103897387,NA,4.24057377917051,41.0425962986378,3.89734968338278,0.629552073952506,6.9620707648689,0.511375317276887,6.92141626447288,6.72867592692675,0.36939143591272,5.04784465781779,NA,3.55479956508339,0.25691441996362,NA,NA,42.3489097440074,NA,7.2126641294108,NA,0.766601562262307,1.09991026556525,3.06317470001283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"046","SAN FELIPE ORIZATLÁN",8.55713239790916,2.96845897910044,5.41101240218986,7.40725446777782,0.629836118635398,6.61182969741278,0.267007802531468,2.10212384485214,5.27852978991326,6.58865528840287,0.713447325300462,4.65341859051173,5.55672473426606,0.806006449046025,36.9417793347898,1.15092625238834,2.02175789904417,NA,2.56702566378879,2.68043561508013,18.6126809338743,0.0159917467007789,85.8556190865562,0.116624436302205,0.0811977653696559,NA,2.63262128602639,NA,NA,NA,NA,NA,NA,NA,NA
"047","PACULA",12.3262716466863,65.8237103199959,252.922417578668,1.92834795199237,2.24037302702408,0.617508611489941,NA,0.50259668929972,0.262517594876641,1.0966514411683,NA,NA,0.959562588029006,NA,16.4238996390599,1.18699706468845,NA,NA,29.7972133212612,5.51973945373719,2.08274878834328,NA,3.54185570556839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"048","PACHUCA DE SOTO",3.00507053469082,5.72330320692507,5.75270735849622,7.47504126703485,7.95509398785134,7.34780059692024,1.62026700570632,4.25931949558543,4.36088789640722,6.33753972815033,6.62362142858226,14.5377369018433,4.05523288174445,NA,0.529878527292233,0.909513464236028,1.48944878196621,0.0321870261172362,0.722227524752771,40.9347881806301,1.64682041763445,44.6292034327067,1.25757868151432,0.241031712198631,2.48160629854011,0.00747268630592368,0.268399611507302,NA,0.0811887164674935,0.0186543903816706,69.893384004913,0.235455645881981,1.91136088558925,0.397325211891389,1.24500321387174
"049","PISAFLORES",15.7567577141089,26.1428761736164,0.0871741781579995,5.81354946435552,NA,3.11251649375257,1.21409270152527,4.24818749538053,3.3146892582744,10.5465426592821,1.4418075383029,6.845897611522,9.89338955282576,NA,1.71385989575763,4.45914073815227,0.028373442697143,NA,3.10938632352528,0.575993539457159,4.08112709224963,NA,23.6542875540619,NA,NA,NA,0.748163129256314,NA,NA,NA,NA,NA,NA,NA,NA
"050","PROGRESO DE OBREGÓN",4.54602747309205,0.372570594235954,2.69943311620215,1.80442725032426,1.88040939856462,3.07938751775765,0.610330269831875,3.58860202565482,4.69004724306837,4.52273844467917,5.88095939183645,8.20930454568862,4.86128877127862,0.239768994471217,1.39559395223479,2.84343684409053,0.0641790517063442,2.61675411031292,31.3604431058665,0.425424773652445,3.93324941236103,0.00335667256973971,2.70867044971557,0.0979180207445132,2.88034068735584,NA,45.0086396555576,NA,NA,NA,135.807423013565,183.443531783421,38.750471361687,NA,NA
"051","MINERAL DE LA REFORMA",6.80813405233984,1.47808238962022,2.96262510314485,1.38003157011675,1.45325955612993,4.36787830613436,1.65044355614778,5.66666551593464,4.88298039754249,5.30277383827259,10.1203526929605,7.6967346270138,5.25998313111228,NA,16.1816469197719,2.58107519408501,2.03738745007572,NA,0.237752647361715,9.22832929776006,2.30502028415981,19.1772256055749,2.68684249757009,39.2568955037621,1.64883361008625,4.44699378233662,15.0963057939943,NA,1.44659307373818,NA,18.8653299340364,16.3088475704941,0.0174998729932611,0.0195967470513503,NA
"052","SAN AGUSTÍN TLAXIACA",4.18783926360412,0.862473744570863,11.6253770033091,1.39753419748148,57.2645454853386,13.586545803499,0.0437989676057949,4.95987355303186,4.04789672737015,2.78220450335718,4.89398671147068,2.08163248218639,4.87333451369199,0.307001010602966,2.53248737978294,6.25034383356334,17.6731836347946,NA,2.87486054020234,0.366545775417793,11.9255155720851,1.3636581657784,1.92001408894734,0.172175751917891,5.54299304084795,NA,0.107961352937811,NA,86.0817968142676,NA,NA,NA,NA,NA,NA
"053","SAN BARTOLO TUTOTEPEC",1.92906005812617,7.88118984667537,0.883790925785769,48.8189323287067,2.19136321469173,7.31468347924211,4.0968432438733,3.85415980572063,2.9683170217524,5.38218575066298,9.08719807382616,1.06837075733158,6.09349117067723,2.8043054867519,2.57033835538587,1.67188410495331,0.0957435514381904,NA,7.65521550729424,33.2059547516825,8.70105255426394,NA,2.21719999983776,0.198825664520884,NA,NA,0.280511900647942,NA,NA,NA,NA,NA,NA,NA,NA
