"codigo_act","Título","complejidad_producto_2015","afinidad_2015","personal_ocupado_2015","complejidad_producto_2016A","afinidad_2016A","personal_ocupado_2016A","complejidad_producto_2016B","afinidad_2016B","personal_ocupado_2016B","complejidad_producto_2017A","afinidad_2017A","personal_ocupado_2017A","complejidad_producto_2017B","afinidad_2017B","personal_ocupado_2017B","complejidad_producto_2018A","afinidad_2018A","personal_ocupado_2018A","complejidad_producto_2018B","afinidad_2018B","personal_ocupado_2018B","complejidad_producto_2019A","afinidad_2019A","personal_ocupado_2019A","complejidad_producto_2019B","afinidad_2019B","personal_ocupado_2019B","complejidad_producto_2020A","afinidad_2020A","personal_ocupado_2020A","complejidad_producto_2020B","afinidad_2020B","personal_ocupado_2020B","complejidad_producto_2021A","afinidad_2021A","personal_ocupado_2021A","complejidad_producto_2021B","afinidad_2021B","personal_ocupado_2021B","complejidad_producto_2022A","afinidad_2022A","personal_ocupado_2022A","complejidad_producto_2022B","afinidad_2022B","personal_ocupado_2022B","complejidad_producto_2023B","afinidad_2023B","personal_ocupado_2023B","complejidad_producto_2024A","afinidad_2024A","personal_ocupado_2024A","complejidad_producto_2024B","afinidad_2024B","personal_ocupado_2024B","codigo_act_dos_digitos","Título_dos_digitos"
11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",-0.205262047289651,0.399376661721411,913.5,-0.868209920138126,0.384483197999162,1518.5,-0.891735549901323,0.379551070531456,1541.5,-0.807453011058309,0.374594459695533,1541.5,-0.798229517081499,0.411118160733137,1541.5,-0.70430606029468,0.360699439912418,1544,-0.962679238340065,0.471878062643979,1544,-0.938712670582096,0.446066336517321,1625,-1.25980480200636,0.400428091755224,3040.5,-1.16335313196685,0.391658099189835,2141,-0.999812661183286,0.384946563274212,1695.5,-0.998060104951949,0.380763237042755,1695.5,-1.00069640238681,0.381787598088976,1695.5,-0.987056866786206,0.378950455270992,1695.5,-0.933115019748362,0.380355696276455,1701,-1.08534602111416,0.324403213556464,1701,-0.991752280109904,0.304942764368266,1701,-1.17361324947696,0.384971064845021,1323.5,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza"
21,"Minería",0.373995194532563,0.417586209943536,3686.5,0.0562258985751666,0.354344140881334,3174,-0.0475393875291666,0.357232463772381,3182,0.0288083877549409,0.354209003017427,3187.5,-0.091470131175037,0.42597742756171,3124.5,-0.107265444076499,0.39774012861703,3124.5,-0.279081068676913,0.483125258509517,3124.5,-0.27847248089416,0.424442441009698,3320.5,-0.187957519284734,0.334535551293013,1914,-0.17124377310391,0.348404582170081,2432.5,-0.0841052139859441,0.356525944365979,2786.5,-0.145415444577562,0.361169988919712,2786.5,-0.175785046189694,0.365024339396956,2786.5,-0.17199056023489,0.365024339396956,2786.5,-0.000913091550340945,0.348197556913837,3208,-0.132729213102275,0.28380597534913,3890.5,-0.152646858532804,0.301067083325653,3890.5,-0.139117565801578,0.350951760210691,4091.5,21,"Minería"
22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",-0.047043476448826,0.459290957009664,1913.5,-0.734296020944264,0.451327433628319,4292,-0.874307012985044,0.451510669765476,4315,-0.772166658562582,0.441441441441441,4315,-0.74823977548903,0.502145922746781,4307,-0.71939572349457,0.454954954954955,4307,-0.902136811509901,0.563559322033898,4307,-0.906211675208622,0.504347826086956,4307,-0.991229772918377,0.446189279731993,4300,-0.969429207737794,0.457055646564964,4307,-0.860285258511656,0.443311029479963,4370,-0.891056425820077,0.44573372522705,4370,-0.919945899832564,0.448890975344834,4370,-0.910418339031488,0.446440915213993,4370,-0.783724982516963,0.449067293609805,3946,-0.577982341887761,0.273405433498982,3958.5,-0.941068416341321,0.374921532602757,6050,-0.767523136037636,0.420229133591395,6223.5,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final"
23,"Construcción",0.373549176096489,0.414523449319213,11134,0.299447940038278,0.32375249500998,11185,0.409126351697843,0.306140717312168,11762,0.511104384302625,0.294725511302476,12136,0.371325580233407,0.410041841004184,12630.5,0.4110350074291,0.37117903930131,12630.5,0.269572617081599,0.454545454545454,12630.5,0.434375557544947,0.340248962655602,12970.5,0.380668353814107,0.277076876064085,11854.5,0.320590066205124,0.300060063495695,12371,0.572366519701592,0.273776027550753,10219.5,0.563111656366981,0.275048299324964,10293.5,0.554489320049052,0.277857678206089,10268.5,0.559843146216449,0.277857678206089,10002,0.552832334908946,0.279754424277385,12510.5,0.40957823812233,0.22951146560319,11854,0.44649384286545,0.209016186778276,11460,0.614732891130787,0.228021516221214,11837,23,"Construcción"
31,"Industrias manufactureras",-2.13203054463397,0.491884972764815,38399,-1.61717634396499,0.486024068206069,38620,-1.49049960543202,0.472617314943077,38893,-1.50032020673984,0.460735353521207,39093.5,-1.28359035701147,0.484948209106388,39744,-1.31325853585812,0.463562066926205,39749,-0.818567251879858,0.543192893347422,39924.5,-0.793186059268817,0.502324401114569,41055.5,-1.13363204870251,0.458465828946813,48584,-1.2361266694682,0.485774303179592,49405.5,-1.41294947134254,0.471867094694463,49176.5,-1.36307681966631,0.464494131927975,49322,-1.34635232301395,0.463005780792429,49567,-1.37380939841557,0.469282698785299,49298,-1.50536743920366,0.492642258589841,49743.5,-1.51318407792317,0.45915253871456,49393.5,-1.50046877374476,0.453289194344438,50111.5,-1.25023323693068,0.465282638180066,51278.5,31,"Industrias manufactureras"
32,"Industrias manufactureras",-0.540766171978643,0.285910507576447,14436.5,0.276659495536313,0.225692647392844,17154.5,0.380360071025452,0.225194260218049,17857.5,0.301798051588655,0.219477694799763,17602.5,0.313255082409094,0.27298313388849,18789.5,0.301026049909684,0.240044836159703,18867.5,0.432888172937288,0.353538603279214,18867.5,0.763234540629655,0.247555078212412,18513.5,0.33708625592681,0.245612187490473,17932.5,0.268208537536178,0.250159766795106,18432.5,0.117091325343618,0.250439741645515,20880,0.0995000015589492,0.253974797141332,20992,0.0931402941667936,0.256645676102312,21218,0.082032129454584,0.256645676102312,20693,-0.01119275981503,0.263419740018566,20768,0.0464175479097931,0.22376938873947,20996,0.0231231320174274,0.223788816246266,20905,0.71364949940537,0.18432686572401,20837.5,32,"Industrias manufactureras"
33,"Industrias manufactureras",1.29538954895113,0.253284605417927,16677.5,1.16145357299371,0.184266685149156,16808,1.249988271984,0.176559769414312,17982,1.29214428153363,0.169835090200989,17909,1.34126510749985,0.228942616980591,18098.5,1.29803029835373,0.205200266588499,18098.5,1.2585120048146,0.25957239594691,18098.5,1.24391699318156,0.204149859695015,18559,1.1738594699597,0.193533946667088,18349,1.0535138563317,0.190462935078539,20509.5,0.991949721973159,0.196076538901321,19481,0.971624239091738,0.199335758016408,19491.5,0.960871710641298,0.201994232652912,19549,0.950058134462939,0.204505851716671,19371,0.886956409666781,0.206045761678016,19863,0.9178502048192,0.163417120363689,23034,0.877817474073906,0.154806551112409,22863.5,1.11608349889344,0.167003156463083,22720.5,33,"Industrias manufactureras"
43,"Comercio al por mayor",0.501110870632582,0.275411240795621,22956.5,1.16409141583507,0.173308306212332,21158,1.24043313422178,0.167519673150637,21724.5,0.912122147670054,0.208687361361543,21529.5,1.04408011952679,0.23667784111804,21497,1.01969971899785,0.228117896876309,21953.5,1.30358615905261,0.223189407607921,24266.5,1.03337609496242,0.22062563878519,25642.5,1.1476309744521,0.183067779582563,24767,1.01082296589153,0.189710947576392,26120.5,0.625656025826743,0.21006008788107,25429.5,0.625201504475187,0.212936741428977,25391,0.649485881725657,0.211283983218087,25380.5,0.637691090199003,0.213576904299859,25380.5,0.591103370271063,0.212059342092522,25852.5,0.56730036520477,0.188726485310893,25686,0.507292520889914,0.172980418434581,25648.5,0.909689775099936,0.170400887009582,25462.5,43,"Comercio al por mayor"
46,"Comercio al por menor",-2.27419359683014,0.510240710690338,156287,-1.87184978538141,0.527620044836428,157805,-1.85455260392756,0.534729102345461,158650,-2.22501450036537,0.583541638759216,160762,-2.12346522115042,0.604863004032841,160709,-2.40025928446529,0.586983339949181,160940,-1.71849104793667,0.624604135809686,164743.5,-1.64986046241856,0.594425070494361,166587,-1.88209164882719,0.538211322328176,183816,-1.71588345509919,0.540827959495866,186697.5,-2.07038574049224,0.601344206760577,186186.5,-2.04497246005897,0.594740152929717,184918,-2.04340891906653,0.592038625877815,186259,-2.05746369658468,0.593126583562689,186167.5,-2.13678563310288,0.613680420876376,186248,-2.07559099853219,0.545460674493112,188720,-2.08933253833277,0.539771084751156,191878.5,-2.20746798619978,0.641206207729879,218102.5,46,"Comercio al por menor"
48,"Transportes, correos y almacenamiento",0.842865369283303,0.293987211358723,9451.5,0.325209654706196,0.257883142461157,10120,0.234445991241464,0.26056259880554,10089.5,0.290819286087052,0.259782318168539,10240.5,0.109150668998221,0.317945225327007,10324,-0.240080093213632,0.312509913079696,10324,-0.051765702111796,0.368644901849431,10324,-0.0608250648809415,0.320746194346346,10595.5,0.151344215260448,0.264063143710339,10090,0.119698324255491,0.269371774874229,11823,0.82789364827612,0.204737718878285,11067.5,0.791974246527798,0.208062188053217,11142,0.765221154903657,0.211527611392537,11078.5,0.728394944119472,0.200336219736649,11078.5,0.583236072561359,0.231277789650205,11786,0.635082228360958,0.172166496072375,11635,0.765921825972413,0.155625056113342,11559.5,0.783816298822084,0.192179359664437,12281.5,48,"Transportes, correos y almacenamiento"
