"codigo_act","Título","complejidad_producto_2015","afinidad_2015","personal_ocupado_2015","complejidad_producto_2016A","afinidad_2016A","personal_ocupado_2016A","complejidad_producto_2016B","afinidad_2016B","personal_ocupado_2016B","complejidad_producto_2017A","afinidad_2017A","personal_ocupado_2017A","complejidad_producto_2017B","afinidad_2017B","personal_ocupado_2017B","complejidad_producto_2018A","afinidad_2018A","personal_ocupado_2018A","complejidad_producto_2018B","afinidad_2018B","personal_ocupado_2018B","complejidad_producto_2019A","afinidad_2019A","personal_ocupado_2019A","complejidad_producto_2019B","afinidad_2019B","personal_ocupado_2019B","complejidad_producto_2020A","afinidad_2020A","personal_ocupado_2020A","complejidad_producto_2020B","afinidad_2020B","personal_ocupado_2020B","complejidad_producto_2021A","afinidad_2021A","personal_ocupado_2021A","complejidad_producto_2021B","afinidad_2021B","personal_ocupado_2021B","complejidad_producto_2022A","afinidad_2022A","personal_ocupado_2022A","complejidad_producto_2022B","afinidad_2022B","personal_ocupado_2022B","complejidad_producto_2023B","afinidad_2023B","personal_ocupado_2023B","complejidad_producto_2024A","afinidad_2024A","personal_ocupado_2024A","complejidad_producto_2024B","afinidad_2024B","personal_ocupado_2024B","codigo_act_dos_digitos","Título_dos_digitos"
111,"Agricultura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.626027816370091,0.399760145552978,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza"
112,"Cría y explotación de animales",-1.11463256647791,0.395498713936691,429,-1.03442749898674,0.392048243347223,777,-0.993555614408655,0.404872574462163,777,-1.03488459794912,0.397328982757001,777,-1.02660070556223,0.402896846375152,777,-1.00960625332993,0.390049188266059,777,-1.06842170855587,0.418899395201302,777,-0.56223023972842,0.448455960656039,858,-1.65894141801962,0.481322602182255,1498.5,-1.58829824116632,0.47643519443567,1028,-1.32570915896295,0.400293693093727,761.5,-1.32441210874772,0.440765607346651,761.5,-1.32080837033848,0.424942328998608,761.5,-1.38096098488668,0.422074466647574,761.5,-1.3217041662344,0.413920630553675,767,-1.36253082938431,0.376595393392259,767,-1.60313754750126,0.407379575574995,767,-1.22864937354667,0.430233534362837,443,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza"
114,"Pesca, caza y captura",-1.57312975377514,0.309300731511703,433.5,-1.48182623057145,0.337919800319163,718.5,-1.39785788235471,0.341701390489725,718.5,-1.59057509052662,0.331862765863504,718.5,-1.57632258104178,0.335175392856745,718.5,-1.62125698734384,0.335299336686834,718.5,-1.76070308117695,0.353703609978887,718.5,-1.71174143772459,0.380646128343684,718.5,-1.39162583806706,0.358037034906011,1468.5,-1.73120787245813,0.357797780705778,1090,-1.42928501190107,0.326417811288235,911,-1.52125027735611,0.364089866550993,911,-1.49636606357195,0.346752099413893,911,-1.48878685536516,0.33987543367804,911,-1.4693828806532,0.3329765663631,911,-1.40282768888411,0.302384468974714,911,-1.40059448511539,0.311906306301911,911,-1.36186028659285,0.349335388868383,817.5,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza"
115,"Servicios relacionados con las actividades agropecuarias y forestales",-0.108923542715319,0.265781080045193,51,-0.228357963133503,0.276973816789196,23,-0.526090483863005,0.285628075235361,46,-0.43228546955199,0.269102420267782,46,-0.670627702181444,0.290270916999549,46,-0.713226764269708,0.28100607276196,48.5,-0.828480609314098,0.308247832085448,48.5,-0.767668583295299,0.319733826922827,48.5,-0.240543950934971,0.29609053169818,40.5,-0.769853232344641,0.311286918860006,23,0.0584778906942428,0.26618044875659,23,0.00862935446296717,0.28776452808839,23,0.0445322164792157,0.274510592626359,23,0.0185605972635904,0.261632440208492,23,-0.184957852818037,0.262474110330538,23,0.0250600274608804,0.251780162798182,23,0.0390281457205616,0.248161898227955,23,-0.340924077913482,0.303355809555992,63,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza"
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",-0.453898481068683,0.404704311702646,3686.5,-0.285916678965552,0.369419723687157,3174,-0.186184174596395,0.375017876187658,3182,-0.325997499801669,0.371795630964982,3187.5,-0.306306418624007,0.374772748298438,3124.5,-0.378076545585075,0.367985863647044,3124.5,-0.51176342754932,0.409979642775831,3124.5,-0.214069581106882,0.42091746665129,3320.5,-0.141139300449382,0.38704790484203,1914,-0.284750029240633,0.409746847918583,2432.5,-0.420066768798904,0.359007392127131,2758,-0.150060308216866,0.377039415598575,2758,-0.179032574845862,0.367250773147108,2758,-0.192482575529712,0.344456561511497,2758,-0.166259741275151,0.341518499914429,3179.5,-0.0791976507693285,0.313665897062737,3870,-0.0716154735917083,0.310345809758863,3870,-0.0968294192256363,0.33746209048885,4071,21,"Minería"
213,"Servicios relacionados con la minería",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00772623712677371,0.296593709535796,28.5,-0.0866534223353106,0.323446380823602,28.5,-0.120211944799847,0.315319091490607,28.5,-0.116622569203072,0.304746202194662,28.5,0.00924334662069824,0.286716492561101,28.5,-0.120374748872412,0.262762031794879,20.5,0.141781692390348,0.249677254068707,20.5,0.165260915943283,0.282564499771837,20.5,21,"Minería"
221,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",-1.0486335735687,0.33769711395418,1106.5,-0.928268822962054,0.328342427848099,1167.5,-0.646714115952695,0.326504176344486,1167.5,-0.833383525048776,0.318804616843615,1167.5,-0.785294170732305,0.322902894667646,1167.5,-0.840629270496134,0.318907275573502,1167.5,-1.20950519459604,0.424033149171271,4307,-1.15615172962527,0.440771349862259,4307,-0.852294010120628,0.433337808807734,4300,-1.22999409337691,0.45884324009324,4307,-1.18486667749877,0.397663958335095,4370,-1.19339716511258,0.436116658214255,4370,-1.20161257432951,0.424083811564936,4370,-1.20963715792954,0.410228147362019,4370,-1.09256952398936,0.406172258454918,3946,-0.738418941624627,0.30848594433391,3958.5,-0.970684431100638,0.39637526582991,6050,-0.703251433329396,0.411936011425289,6223.5,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final"
236,"Edificación",-0.0188235816067487,0.307582938388626,5085.5,0.278447807775229,0.309225933069088,5251.5,0.413710204130243,0.309648654928148,5599.5,0.259638354769628,0.300346528805207,5914,0.297444461671124,0.309355114924195,5940.5,0.242712095141694,0.300874594811844,5940.5,0.127796610322606,0.324064267121443,5940.5,0.356367348335434,0.334391407638099,5575,0.859903387615099,0.303802608755905,5875.5,0.312711901089795,0.330751204270277,6396,0.343273670103137,0.280446927374302,5166,0.326779566086063,0.313487908673332,5194,0.443392953156891,0.297054200837211,5166.5,0.430515220790624,0.283392930426693,4905,0.308004907724125,0.281179191940859,6902,0.528821331891568,0.24156239493297,6025,0.434246446573645,0.251198364851048,5631,0.511927977753003,0.266657951702852,5968.5,23,"Construcción"
237,"Construcción de obras de ingeniería civil",-0.795202594074008,0.361465892597968,5296.5,-0.72441058323161,0.400818260905804,5413,-0.395694266424169,0.387347746958972,5464,-0.540091888049785,0.378263548364617,5515.5,-0.505758786859256,0.384815042279673,5557,-0.737091380687882,0.38965613755185,5557,-0.891662218671877,0.415718343065249,5557,-0.71499199499811,0.430579951130784,5833.5,0.0266034828024563,0.375411210733406,5044.5,-0.517068915845303,0.386468934842705,4771,-0.249540758158001,0.349278825637962,4238.5,-0.464386631473019,0.392131016215225,4284.5,-0.226472246884101,0.369173804992424,4284.5,-0.230616975698848,0.358050921092774,4284.5,-0.45441400660084,0.36295894664947,4790.5,-0.359444552152589,0.333670311104341,4737,-0.408809338776952,0.332083715224897,4737,-0.256371707074766,0.345365853658537,4764.5,23,"Construcción"
238,"Trabajos especializados para la construcción",0.707779124733321,0.274763430109248,752,0.405435672554855,0.27164375613907,520.5,0.505389762895267,0.285365117894488,698.5,0.290076946339058,0.272963521163006,706.5,0.36873592716398,0.278994640688572,1133,0.307079546126521,0.270179102066492,1133,0.000141642449640014,0.297718216044064,1133,0.181007169324637,0.314322271754184,1562,1.0193381572202,0.241616641127585,934.5,0.524611026499804,0.254730025548653,1204,0.777510660011262,0.225916310725915,815,0.65383234095944,0.251298615899164,815,0.67524863376797,0.238313049075823,817.5,0.722226987802006,0.223314190585145,812.5,0.905640771116657,0.212830320777107,818,0.482387892050914,0.227788576641901,1092,0.506119003357875,0.220826701128443,1092,0.665059617104261,0.24279989951547,1104,23,"Construcción"
311,"Industria alimentaria",-0.704324404157879,0.43797671914018,20033,-0.660662331967898,0.444601447548579,20326,-0.714072546224485,0.459398806116646,20377.5,-0.494232734460414,0.448249221944831,20770.5,-0.493018447563659,0.449236192809314,21029.5,-0.37706017541129,0.436307934248854,21027,-0.189444738169913,0.458673642891166,21202.5,-0.2976379885309,0.474901623563558,21838.5,-1.05265026075103,0.511930532877521,24926,-0.396973078464869,0.536630925887852,25032,-1.14439968979356,0.459634474451374,25218,-1.02412406268972,0.494927390264433,25085.5,-1.06675163561159,0.48255470696776,25237,-1.09369895455623,0.467923119833546,25234.5,-0.834761651899098,0.46290390953484,25203,-1.09500643997908,0.430289724229117,25510.5,-1.17943643088561,0.435461228035848,25510.5,-1.294518547587,0.455885915566099,26614,31,"Industrias manufactureras"
312,"Industria de las bebidas y del tabaco",-1.28618197662381,0.315289321350211,2099.5,-1.07888991166811,0.325371936322452,2091.5,-0.858987725759371,0.327714581744621,2091.5,-0.99352612931169,0.319368383456187,1994,-0.977695190694106,0.324058098502252,1999.5,-1.00271500987148,0.32547404817734,2004.5,-1.09320781115737,0.346305498189101,2004.5,-1.15537006152377,0.374082322087764,2228.5,-1.20971376384164,0.447166138412518,2950.5,-1.00288591054713,0.445204165730823,3043.5,-0.988978711440247,0.378226470550881,3033.5,-1.00559573594431,0.451532430466214,3216.5,-1.02699142348542,0.442213432885172,3242,-1.0502481885071,0.432271821725301,3242,-0.947135035052928,0.418653148458112,3317.5,-1.20808197324058,0.385237482766129,3456.5,-1.03113153068549,0.381460178718652,3456.5,-1.17577584936278,0.437792369391936,3621,31,"Industrias manufactureras"
