"CVE_MUN","Municipio","Región","diversidad_2015","especializado_2015","diversidad_2016A","especializado_2016A","diversidad_2016B","especializado_2016B","diversidad_2017A","especializado_2017A","diversidad_2017B","especializado_2017B","diversidad_2018A","especializado_2018A","diversidad_2018B","especializado_2018B","diversidad_2019A","especializado_2019A","diversidad_2019B","especializado_2019B","diversidad_2020A","especializado_2020A","diversidad_2020B","especializado_2020B","diversidad_2021A","especializado_2021A","diversidad_2021B","especializado_2021B","diversidad_2022A","especializado_2022A","diversidad_2022B","especializado_2022B","diversidad_2023B","especializado_2023B","diversidad_2024A","especializado_2024A","diversidad_2024B","especializado_2024B"
"071","Tlahuiltepa","Región Zacualtipán",22,35.0909090909091,23,38.0434782608696,23,38,23,37.7391304347826,23,37.8260869565217,21,37.4285714285714,23,38.0434782608696,23,37.695652173913,17,37.9411764705882,17,38,16,40.75,16,40.1875,16,40.3125,16,40.1875,16,40.3125,13,37.0769230769231,16,39.8125,23,40.0434782608696
"072","Tlanalapa","Región Apan",44,29.0681818181818,52,31.8653846153846,51,31.6078431372549,51,31.5686274509804,52,31.8461538461538,46,31.2391304347826,51,32.3333333333333,47,30.6382978723404,52,27.4423076923077,52,28.1923076923077,54,28.5925925925926,53,29,53,28.9811320754717,53,28.9245283018868,52,28.8653846153846,61,29.4098360655738,59,29.271186440678,57,27.9649122807018
"073","Tlanchinol","Región Huejutla",53,31.811320754717,45,32.5333333333333,45,32.5333333333333,46,32.2608695652174,46,32.4347826086956,39,31.9230769230769,45,32.4666666666667,45,32.7333333333333,58,30.3103448275862,60,30.4333333333333,60,30.2833333333333,61,30.7049180327869,61,30.6885245901639,61,30.6393442622951,60,30.9833333333333,59,31.1016949152542,60,30.9166666666667,65,31.7846153846154
"074","Tlaxcoapan","Región Tula",81,27.2469135802469,81,28.4567901234568,82,28.4146341463415,85,27.5176470588235,85,27.7882352941176,77,26.4935064935065,85,27.8352941176471,84,27.6190476190476,80,26.0375,72,26.1944444444444,77,27.1428571428571,76,26.5921052631579,75,26.6,75,26.5333333333333,78,26.7820512820513,82,26.1951219512195,81,26.4444444444444,84,26.5
"075","Tolcayuca","Región Tizayuca",59,25.1525423728814,59,24.4745762711864,60,24.15,62,25,59,23.9661016949153,50,23.14,56,24,56,23.6964285714286,60,26.1833333333333,61,27.5409836065574,55,27.2363636363636,57,27.9298245614035,55,27.3818181818182,55,27.4,57,27.9298245614035,53,28.5849056603774,54,28.2777777777778,58,25.4137931034483
"076","Tula de Allende","Región Tula",115,12.8782608695652,119,13.7983193277311,118,13.6101694915254,118,12.7457627118644,117,12.2820512820513,104,10.6442307692308,113,12.0442477876106,116,11.9827586206897,124,12.6209677419355,123,12.1951219512195,119,12.2352941176471,119,12.218487394958,119,12.2352941176471,119,12.2100840336134,120,12.1833333333333,120,12.8083333333333,123,12.7967479674797,109,14.1284403669725
"077","Tulancingo de Bravo","Región Tulancingo",166,15.6325301204819,167,15.4491017964072,160,15.55,163,15.4110429447853,162,15.7407407407407,150,14.6866666666667,158,15.6835443037975,164,16.0975609756098,160,15.26875,164,15.140243902439,162,15.4320987654321,162,15.2037037037037,164,15.4085365853659,163,15.2515337423313,163,15.2576687116564,166,15.2590361445783,168,15.2142857142857,160,16.89375
"078","Xochiatipan","Región Huejutla",26,34,28,33.5,28,34.1428571428571,29,34.0689655172414,29,34.5172413793103,24,32.8333333333333,31,35.258064516129,31,35.1290322580645,36,33.5,33,33.4545454545455,37,35.7297297297297,38,35.5263157894737,38,35.5263157894737,38,35.4210526315789,38,34.8684210526316,39,34.6666666666667,39,34.8717948717949,36,37.2777777777778
"079","Xochicoatlán","Región Zacualtipán",28,36.25,20,36.2,20,36.25,20,36.55,20,36.35,17,34.1764705882353,20,36.05,20,35.95,24,31.5833333333333,25,30.68,28,31,28,30.9285714285714,28,30.9642857142857,28,30.8928571428571,28,31.1071428571429,27,31.2962962962963,28,30.8214285714286,31,34.8709677419355
"080","Yahualica","Región Huejutla",31,31.3225806451613,31,33.5806451612903,31,33.5806451612903,31,33.3870967741935,31,33.5161290322581,26,32.7692307692308,31,33.5806451612903,31,33.7741935483871,34,33.6176470588235,32,33.1875,33,36.3333333333333,33,36.2121212121212,34,36.3823529411765,34,36.3529411764706,34,36.0294117647059,35,36.0857142857143,35,36.0285714285714,35,37.8571428571429
"081","Zacualtipán de Ángeles","Región Zacualtipán",55,23.7818181818182,50,24.1,50,23.64,51,24,53,23.5660377358491,47,22.1489361702128,51,23.5098039215686,50,24.36,40,22.85,42,21.6428571428571,45,22.0222222222222,46,22.0652173913043,47,22.468085106383,46,22.0434782608696,48,22.3541666666667,47,22,47,21.9787234042553,50,23.48
"082","Zapotlán de Juárez","Región Pachuca",54,29.5185185185185,55,29.5272727272727,57,28.1754385964912,56,28.0892857142857,59,27.2372881355932,50,26.5,58,27.3448275862069,58,27.3275862068966,71,24.5633802816901,69,24.6231884057971,70,25.4571428571429,70,25.4428571428571,70,25.4285714285714,70,25.3857142857143,68,25.9264705882353,64,24.84375,68,25.4117647058824,73,26.0547945205479
"083","Zempoala","Región Tizayuca",65,25.9230769230769,66,27.0606060606061,65,26.8461538461538,64,26.78125,65,27.0769230769231,54,25.8518518518519,64,27.34375,64,26.234375,74,26.7702702702703,78,26.9871794871795,66,26.7424242424242,65,26.2153846153846,65,26.1384615384615,65,26.1076923076923,67,26.4179104477612,62,25.5161290322581,56,23.3035714285714,79,21.0886075949367
"084","Zimapán","Región Ixmiquilpan",70,22.4285714285714,80,22.225,78,22.3205128205128,77,22.012987012987,77,22.038961038961,67,21.2388059701493,75,22.1866666666667,70,23.0857142857143,84,21.8333333333333,85,22.2588235294118,78,21.3589743589744,78,21.1153846153846,78,21.2435897435897,77,21.4675324675325,80,22.1625,74,22.2162162162162,73,22.4246575342466,73,24.013698630137
