"CVE_MUN","Municipio","Región","diversidad_2015","especializado_2015","diversidad_2016A","especializado_2016A","diversidad_2016B","especializado_2016B","diversidad_2017A","especializado_2017A","diversidad_2017B","especializado_2017B","diversidad_2018A","especializado_2018A","diversidad_2018B","especializado_2018B","diversidad_2019A","especializado_2019A","diversidad_2019B","especializado_2019B","diversidad_2020A","especializado_2020A","diversidad_2020B","especializado_2020B","diversidad_2021A","especializado_2021A","diversidad_2021B","especializado_2021B","diversidad_2022A","especializado_2022A","diversidad_2022B","especializado_2022B","diversidad_2023B","especializado_2023B","diversidad_2024A","especializado_2024A","diversidad_2024B","especializado_2024B"
"014","Calnali","Región Huejutla",60,30.3833333333333,57,31.2105263157895,57,31.0175438596491,56,30.6785714285714,56,30.6964285714286,53,30,56,30.5178571428571,56,30.3214285714286,59,31,61,31.327868852459,63,31.6825396825397,62,31.5806451612903,62,31.4516129032258,62,31.4032258064516,63,31.6507936507936,64,31.90625,63,32.0634920634921,73,31.2054794520548
"015","Cardonal","Región Ixmiquilpan",28,30.9642857142857,28,31.7142857142857,29,31.2413793103448,28,30.5714285714286,28,30.2857142857143,23,29.7826086956522,28,30.3214285714286,28,30.2857142857143,30,30.0666666666667,28,31.6428571428571,28,33.1785714285714,28,33.1071428571429,28,33.1785714285714,28,33.1071428571429,28,33.1428571428571,32,33.25,29,32.8965517241379,27,33.3333333333333
"016","Cuautepec de Hinojosa","Región Tulancingo",84,24.6309523809524,86,24.8837209302326,85,24.5647058823529,84,24.4642857142857,84,24.6309523809524,73,23.8493150684931,81,24.8024691358025,83,25.1686746987952,88,24.0340909090909,82,24.2560975609756,84,25.2738095238095,83,25.6144578313253,83,25.578313253012,83,25.5301204819277,82,25.0853658536585,85,25.7529411764706,86,26.1744186046512,100,23.36
"017","Chapantongo","Región Huichapan",56,31.5,53,32.6792452830189,53,32.622641509434,54,32.1481481481481,54,32.3148148148148,49,31.2448979591837,54,32.2407407407407,54,31.8888888888889,58,31.5689655172414,61,31.9672131147541,63,32.047619047619,63,32.015873015873,63,32,63,31.9365079365079,62,32.1935483870968,62,32.241935483871,63,32.2063492063492,79,30.0886075949367
"018","Chapulhuacán","Región Jacala",60,31.0833333333333,58,31.1379310344828,58,31.051724137931,56,31.5892857142857,57,31.5964912280702,49,31.5102040816327,57,31.3157894736842,58,31.3448275862069,53,31.2830188679245,57,32.6140350877193,55,33.1636363636364,56,32.75,56,32.7142857142857,56,32.6071428571429,55,33.0727272727273,56,32.9107142857143,57,33,65,32.0153846153846
"019","Chilcuautla","Región Ixmiquilpan",35,33.0857142857143,36,34.7777777777778,36,34.9444444444444,36,34.75,38,34.9736842105263,29,34.3448275862069,37,35.1081081081081,37,34.972972972973,35,34.7428571428571,37,32.5945945945946,36,33.3333333333333,36,33.1666666666667,36,33.1111111111111,36,33.1111111111111,36,33.25,37,33.1081081081081,37,34.0540540540541,47,35.4042553191489
"020","Eloxochitlán","Región Zacualtipán",24,35.3333333333333,25,37.56,25,37.52,25,37.12,25,37.48,22,37.3636363636364,24,38.0416666666667,24,38.25,17,38.6470588235294,17,40,17,43.2352941176471,16,42.0625,16,42.1875,16,42,16,42.1875,16,41.5625,16,41.75,29,38.448275862069
"021","Emiliano Zapata","Región Apan",65,27.1692307692308,70,27.5,66,26.7727272727273,71,26.2957746478873,71,26.4788732394366,63,26.1269841269841,70,26.5285714285714,70,26.2571428571429,71,26.4647887323944,71,27.4366197183099,72,27.4583333333333,71,27.3802816901408,74,26.8918918918919,75,26.76,73,27.027397260274,68,26.5735294117647,68,26.1617647058824,77,25.8961038961039
"022","Epazoyucan","Región Mineral de la Reforma",40,31.95,41,31.6829268292683,41,31.2682926829268,42,31.1666666666667,43,31.4651162790698,38,30.3157894736842,43,31.6046511627907,43,31.6279069767442,43,31.6279069767442,44,32.2272727272727,45,32.8,45,32.8888888888889,45,32.7111111111111,45,32.7111111111111,45,32.7555555555556,45,30.4666666666667,44,30.5454545454545,49,31.1836734693878
"023","Francisco I. Madero","Región Actopan",85,26.8823529411765,89,27.4157303370786,88,27.4090909090909,87,27.2413793103448,86,27.3837209302326,73,26.3698630136986,84,27.8571428571429,82,28.0243902439024,93,26.8709677419355,89,27.5842696629213,88,28.1931818181818,87,28.2068965517241,90,28.1555555555556,90,28.0888888888889,90,28.3444444444444,92,28.3586956521739,92,28.4347826086957,89,29.561797752809
"024","Huasca de Ocampo","Región Mineral de la Reforma",31,32.7741935483871,33,31.3939393939394,34,31.7352941176471,33,31.1515151515152,33,31.2727272727273,30,31.5,33,31.3636363636364,33,31.3333333333333,29,30.3103448275862,29,29.5172413793103,30,30.4666666666667,30,30.5,30,30.4333333333333,30,30.4,30,30.4333333333333,31,30.9032258064516,31,30.6774193548387,39,29.9230769230769
"025","Huautla","Región Huejutla",44,29.3636363636364,55,31.2363636363636,57,30.8421052631579,57,30.8421052631579,57,31.0175438596491,50,30.26,57,31.0350877192982,58,30.8965517241379,58,33.3965517241379,60,34.0333333333333,63,33.3174603174603,63,33.3333333333333,63,33.2698412698413,63,33.2222222222222,63,33.3968253968254,62,33.3709677419355,64,33.25,74,33.3108108108108
"026","Huazalingo","Región Huejutla",29,36.6551724137931,30,37.8666666666667,30,37.7333333333333,29,37.5172413793103,30,37.6666666666667,28,36.7142857142857,30,37.7,30,37.5666666666667,30,36.4333333333333,30,37.9,30,38.6333333333333,30,38.2333333333333,30,38.3,30,38.2333333333333,30,38.4333333333333,29,38.448275862069,30,38.6333333333333,25,37.44
"027","Huehuetla","Región Tulancingo",52,32.8076923076923,53,33.8867924528302,54,33.5925925925926,55,33.1272727272727,54,33.537037037037,44,33.6590909090909,53,33.9056603773585,55,33.7636363636364,51,34.5294117647059,52,34.8269230769231,54,35.1296296296296,54,35.037037037037,54,34.9444444444444,54,34.8888888888889,53,34.9811320754717,51,35.4509803921569,53,35.2075471698113,50,36.26
"028","Huejutla de Reyes","Región Huejutla",103,19.631067961165,106,20.4433962264151,108,20.8148148148148,107,21.018691588785,105,21.3333333333333,92,20.1195652173913,107,21.3364485981308,103,21.6116504854369,100,20.27,108,20.0833333333333,107,20.0841121495327,108,20.0833333333333,107,20.0373831775701,107,19.981308411215,109,20.5779816513761,112,20.5625,110,20.9636363636364,103,22.0291262135922
"029","Huichapan","Región Huichapan",86,22.3023255813953,82,20.5,80,20.125,80,19.9,83,19.855421686747,76,18.75,78,19.1794871794872,75,19.1333333333333,90,22.2555555555556,86,22.8139534883721,89,22.8314606741573,91,22.978021978022,91,22.9230769230769,91,22.8351648351648,90,22.9333333333333,91,22.5714285714286,90,22.7555555555556,76,21.8289473684211
"030","Ixmiquilpan","Región Ixmiquilpan",121,19.8677685950413,117,21.1196581196581,117,20.7264957264957,116,20.8448275862069,118,20.6440677966102,103,19.3495145631068,115,20.9304347826087,112,20.9642857142857,129,19.3100775193798,127,20.6771653543307,115,20.4782608695652,115,20.7478260869565,114,20.859649122807,114,20.7982456140351,117,20.7521367521368,122,21.6065573770492,117,21.6239316239316,120,23.1583333333333
"031","Jacala de Ledezma","Región Jacala",72,27.5972222222222,72,27.9861111111111,72,28.1666666666667,72,28.0277777777778,72,28.125,62,26.9677419354839,71,28.2535211267606,71,28.3098591549296,67,28.0298507462687,68,28.3529411764706,72,28.5277777777778,72,28.4027777777778,72,28.4722222222222,72,28.4027777777778,70,28.8285714285714,73,28.1780821917808,73,28.2191780821918,83,27.2048192771084
"032","Jaltocán","Región Huejutla",45,22.2666666666667,47,23.4468085106383,47,23.468085106383,48,22.9583333333333,47,23.4042553191489,41,21.7560975609756,47,23.4893617021277,47,22.9574468085106,42,28.5952380952381,43,27.6511627906977,44,28.75,43,28.1395348837209,44,28.6818181818182,44,28.6136363636364,43,29.0232558139535,43,28.6279069767442,44,28.9090909090909,46,30.7826086956522
"033","Juárez Hidalgo","Región Zacualtipán",24,30.9583333333333,25,33,25,32.76,25,32.64,25,32.88,22,32.1818181818182,24,33.625,24,33.3333333333333,20,36.65,21,37.2380952380952,20,39.5,20,39.15,20,39.2,20,39.05,20,39.45,20,38.95,19,39.2631578947368,25,37.28
"034","Lolotla","Región Huejutla",8,39.25,8,39.75,9,39.8888888888889,10,38.8,9,34.6666666666667,9,30.2222222222222,10,33.1,11,33.1818181818182,12,36.0833333333333,12,38.3333333333333,11,36.9090909090909,11,36.6363636363636,11,36.7272727272727,11,36.6363636363636,11,36.4545454545455,12,36.5833333333333,12,36.25,16,37.125
"035","Metepec","Región Tulancingo",59,31.8135593220339,60,32.1666666666667,61,31.672131147541,61,31.5573770491803,61,31.7868852459016,53,30.8301886792453,61,31.655737704918,63,31.0952380952381,56,30.125,60,31.05,55,30.8909090909091,56,31.0357142857143,55,30.8181818181818,55,30.6909090909091,56,30.9642857142857,58,30.948275862069,58,30.5689655172414,60,31.5
"036","San Agustín Metzquititlán","Región Zacualtipán",32,34.46875,30,33.3666666666667,30,33.3666666666667,31,33.7096774193548,32,33.40625,27,31.8148148148148,32,33.5625,31,33.6451612903226,42,33.3333333333333,41,34.6585365853659,42,34.3571428571429,42,34.1190476190476,42,34.2142857142857,42,34.047619047619,42,34.2380952380952,43,33.5116279069767,43,33.7674418604651,54,33.0555555555556
"037","Metztitlán","Región Zacualtipán",58,29.4310344827586,58,28.8965517241379,57,28.8070175438596,59,28.5932203389831,59,28.3389830508475,48,27.6041666666667,62,27.8709677419355,61,27.5737704918033,63,30.1111111111111,64,30.46875,62,30.8387096774194,62,30.8870967741935,62,30.7741935483871,62,30.6935483870968,62,31.0322580645161,59,31.2033898305085,58,31.6551724137931,57,33.0701754385965
"038","Mineral del Chico","Región Mineral de la Reforma",25,28.72,25,29.12,25,29.12,24,28.6666666666667,25,27.64,22,25.8636363636364,26,27.5769230769231,25,28.32,36,31.0277777777778,36,30.9444444444444,37,30.5945945945946,36,30.9444444444444,36,30.9166666666667,36,30.8888888888889,36,31,34,31.7647058823529,36,30.9444444444444,35,31.9714285714286
"039","Mineral del Monte","Región Mineral de la Reforma",57,25.1228070175439,58,25.7758620689655,59,25.4915254237288,59,25.135593220339,59,25.0677966101695,51,24.0588235294118,57,25.4736842105263,55,25.4545454545455,59,25.8135593220339,62,26.6612903225806,62,26.0161290322581,61,26.4098360655738,61,26.327868852459,61,26.2295081967213,61,26.4754098360656,60,25.6166666666667,60,26.7666666666667,59,25.9661016949153
"040","La Misión","Región Jacala",25,37.72,25,38.08,25,38.16,24,37.1666666666667,24,37.4166666666667,23,36.695652173913,25,37.88,25,36.44,22,39.7272727272727,22,40.5454545454545,22,39.7727272727273,22,39.7727272727273,22,39.6363636363636,22,39.4545454545455,22,40,22,39.2727272727273,23,39.6521739130435,30,38.9666666666667
"041","Mixquiahuala de Juárez","Región Actopan",93,20.9462365591398,99,21.7979797979798,97,21.5567010309278,99,21.7272727272727,98,21.9081632653061,89,21.2921348314607,96,21.875,94,21.2872340425532,106,22.188679245283,103,22.3689320388349,104,22.9519230769231,105,23.2095238095238,104,23.1153846153846,103,22.9320388349515,106,22.9622641509434,107,23.0747663551402,106,23.5943396226415,108,23.8796296296296
"042","Molango de Escamilla","Región Zacualtipán",50,31.46,49,30.6938775510204,50,30.88,51,31.3921568627451,51,31.5882352941176,45,31.1777777777778,52,31.5576923076923,52,32,46,32.7608695652174,48,32.8125,49,32.6122448979592,49,32.4897959183673,49,32.4897959183673,49,32.4489795918367,49,32.4897959183673,51,31.5490196078431,51,31.2941176470588,52,32.0192307692308
"043","Nicolás Flores","Región Ixmiquilpan",31,32.7096774193548,32,32.9375,32,32.71875,31,32.1290322580645,32,32.90625,28,32.5,32,32.90625,31,32.4838709677419,29,36.5862068965517,27,38.2222222222222,27,38.7407407407407,27,38.8518518518518,27,38.7407407407407,27,38.6296296296296,28,38.3214285714286,28,37.8214285714286,28,38,40,37.725
"044","Nopala de Villagrán","Región Huichapan",46,28.2608695652174,47,29.0212765957447,46,28.5434782608696,46,28.9565217391304,45,29.1333333333333,38,27.6842105263158,45,29.2666666666667,45,28.8888888888889,42,28.5714285714286,41,28.7317073170732,38,29.2368421052632,38,29.2105263157895,38,29.1052631578947,38,29.0789473684211,39,28.7179487179487,40,29.375,40,29.3,43,28.6511627906977
"045","Omitlán de Juárez","Región Mineral de la Reforma",33,32.6060606060606,33,31.4545454545455,33,31.5454545454545,33,31.5454545454545,32,32.375,28,30.8928571428571,32,32.3125,31,32.7741935483871,40,31.725,39,32.9230769230769,38,33.7894736842105,38,33.8157894736842,38,33.7631578947368,38,33.7368421052632,38,33.9473684210526,39,33.2564102564103,40,32.9,48,32.9375
"046","San Felipe Orizatlán","Región Huejutla",65,26.9230769230769,63,27.3333333333333,64,27.46875,66,26.6969696969697,66,26.969696969697,61,25.7704918032787,68,27.1323529411765,68,27.9411764705882,70,26.0714285714286,70,26.8714285714286,79,26,82,25.890243902439,82,26.1219512195122,82,26.0853658536585,81,26.3456790123457,81,26.6913580246914,80,26.5875,86,26.5813953488372
"047","Pacula","Región Jacala",13,36.4615384615385,13,40.3076923076923,13,40.3846153846154,13,40.0769230769231,13,40.3076923076923,13,40.1538461538462,13,40.7692307692308,13,40.6153846153846,17,32.6470588235294,16,32.0625,18,35.1111111111111,18,35.2777777777778,18,35.1111111111111,18,35.1666666666667,18,34.5555555555556,18,34.5,18,34.7222222222222,26,36.6538461538462
"048","Pachuca de Soto","Región Pachuca",203,9.31034482758621,207,8.80676328502415,203,8.95566502463054,200,9.205,201,9.18905472636816,193,8.94818652849741,206,9.46116504854369,207,9.44444444444444,209,9.1244019138756,205,9.73170731707317,203,10.1379310344828,205,9.90243902439024,206,9.88349514563107,206,9.79611650485437,208,9.96153846153846,204,9.57352941176471,209,9.68421052631579,198,9.90909090909091
"049","Pisaflores","Región Jacala",43,32.6976744186046,41,32.3170731707317,41,32,42,31.3809523809524,42,31.6190476190476,37,31.7027027027027,42,32.0952380952381,42,31.7619047619048,50,33.44,49,33.9183673469388,51,34.7450980392157,50,34.7,50,34.68,50,34.6,50,34.92,50,34.56,50,34.62,58,35.2413793103448
"050","Progreso de Obregón","Región Actopan",89,23.3820224719101,93,22.6881720430108,93,22.3870967741936,94,22.3829787234043,94,22.5106382978723,86,21.8023255813953,91,22.5384615384615,92,22.3695652173913,92,23.9565217391304,93,23.6989247311828,93,24.1397849462366,93,24.2365591397849,92,24,92,23.945652173913,93,24.3655913978495,93,24.4301075268817,90,24.6777777777778,93,24.7634408602151
"051","Mineral de la Reforma","Región Mineral de la Reforma",117,13.8205128205128,132,13.1287878787879,131,12.7099236641221,127,12.5433070866142,125,11.56,117,10.4615384615385,127,11.5748031496063,126,11.515873015873,131,12.8778625954198,129,13.5116279069767,130,13.4538461538462,127,13.1968503937008,130,13.3230769230769,130,13.2846153846154,126,13.015873015873,129,12.5581395348837,132,12.6515151515152,139,13.1798561151079
"052","San Agustín Tlaxiaca","Región Pachuca",40,23.325,38,24.9473684210526,40,24.475,40,24.525,46,25.3695652173913,39,24.3589743589744,47,25.3617021276596,43,22.3953488372093,56,24.2857142857143,51,24.8627450980392,58,24.1206896551724,59,24.1525423728814,59,23.9661016949153,58,24.1896551724138,57,23.7543859649123,51,22.0980392156863,53,24.9811320754717,51,22.2549019607843
"053","San Bartolo Tutotepec","Región Tulancingo",36,32.0555555555556,39,31.4871794871795,41,31.8292682926829,42,31.5714285714286,42,31.5952380952381,34,30.6176470588235,41,31.609756097561,42,31.6428571428571,54,33.6666666666667,57,33.8421052631579,56,33.7678571428571,55,33.6181818181818,55,33.5636363636364,55,33.4727272727273,56,33.8214285714286,55,34,55,33.5636363636364,57,33.3508771929825
"054","San Salvador","Región Actopan",58,29.3103448275862,59,29.9322033898305,60,29.8166666666667,61,30.1147540983607,61,30.1967213114754,52,29.2884615384615,63,30.2222222222222,61,30.1147540983607,70,29.2714285714286,74,28.9594594594595,68,30.2058823529412,69,30.4347826086957,68,30.2058823529412,67,29.9850746268657,69,30.4057971014493,69,30.1739130434783,70,30.4,79,30.8354430379747
"055","Santiago de Anaya","Región Actopan",35,29.5428571428571,36,30.5277777777778,37,29.8108108108108,36,29.0833333333333,38,29.6578947368421,30,28.4,39,29.5384615384615,36,31.0555555555556,53,29.0943396226415,53,29.4716981132075,50,28.82,50,28.72,45,28.1777777777778,45,28.1111111111111,45,28.3333333333333,44,28.2727272727273,44,28.25,57,29.280701754386
"056","Santiago Tulantepec de Lugo Guerrero","Región Tulancingo",69,25.0434782608696,74,25.5135135135135,72,25.2083333333333,71,25.1971830985915,71,24.3239436619718,63,23.7460317460317,72,24.5138888888889,67,23.955223880597,93,20.247311827957,91,20.5934065934066,89,20.1123595505618,91,20.5934065934066,89,19.9550561797753,88,19.7386363636364,91,20.2417582417582,93,20.1290322580645,91,20.3626373626374,89,23.2359550561798
"057","Singuilucan","Región Tulancingo",54,27.8703703703704,51,28.7647058823529,46,27.1521739130435,45,27.6,42,26.2619047619048,31,22.4193548387097,38,24.5526315789474,38,24.4473684210526,46,26.7391304347826,47,27.8297872340426,49,28.734693877551,48,28.4375,49,28.7551020408163,48,28.4583333333333,47,28.8297872340426,48,27.0833333333333,51,28.5882352941176,65,28.0153846153846
"058","Tasquillo","Región Ixmiquilpan",68,29.8970588235294,60,30.5833333333333,61,29.6065573770492,62,28.8870967741935,63,28.7142857142857,56,28.4464285714286,63,29.1111111111111,65,28.6923076923077,56,29.6428571428571,58,31.1206896551724,62,31.7096774193548,62,31.7903225806452,62,31.6451612903226,62,31.6290322580645,62,31.8870967741935,62,31.5967741935484,63,31.3492063492063,71,28.6760563380282
"059","Tecozautla","Región Huichapan",69,28.2173913043478,73,28.3424657534247,73,28.2054794520548,74,28.0810810810811,74,28.2027027027027,60,27.8833333333333,73,28.1506849315068,73,27.986301369863,80,26.65,84,26.1904761904762,86,26.093023255814,86,26.0813953488372,86,26.1162790697674,86,26.0581395348837,85,26.2941176470588,89,25.5842696629213,89,25.5842696629213,105,24.8285714285714
"060","Tenango de Doria","Región Tulancingo",46,32.5,52,32.9615384615385,52,32.8461538461538,52,32.8653846153846,52,33.0384615384615,42,32.7380952380952,51,33.0588235294118,51,33.0196078431373,49,32.5102040816327,49,31.734693877551,53,32.9811320754717,52,32.6153846153846,53,32.8490566037736,53,32.7547169811321,54,32.537037037037,55,31.8545454545455,55,31.8545454545455,54,33.537037037037
"061","Tepeapulco","Región Apan",109,14.8807339449541,102,14.921568627451,104,14.6057692307692,107,14.4953271028037,106,14.5849056603774,93,13.5376344086022,104,14.8269230769231,106,14.5471698113208,110,14.0727272727273,103,13.6893203883495,106,13.0377358490566,107,12.8504672897196,109,12.8990825688073,107,13.0280373831776,111,12.7747747747748,111,12.8828828828829,111,12.9279279279279,106,13.4716981132075
"062","Tepehuacán de Guerrero","Región Zacualtipán",26,34.4615384615385,19,33.7368421052632,20,33.25,19,34.2631578947368,26,36.3846153846154,23,35.6086956521739,27,35.5925925925926,27,35.6296296296296,32,32.15625,31,32.1290322580645,32,32.96875,31,32.741935483871,31,32.7741935483871,31,32.7741935483871,31,32.8387096774194,31,32.9032258064516,31,33,41,34.4390243902439
"063","Tepeji del Río de Ocampo","Región Tula",75,16.0533333333333,82,16.3536585365854,84,15.75,83,14.7349397590361,83,15.289156626506,77,14.4415584415584,80,14.5375,82,14.0365853658537,104,11.7115384615385,99,12.1212121212121,93,12.2258064516129,91,11.5494505494506,93,12.1397849462366,92,11.6086956521739,93,12.0752688172043,95,12.3052631578947,93,12.5161290322581,90,13.6
"064","Tepetitlán","Región Tula",28,31.5,28,32.7857142857143,29,32.6551724137931,30,32.5,30,32.6666666666667,23,31.4782608695652,29,32.7241379310345,29,32.6551724137931,41,32.3414634146341,41,33.4146341463415,41,32.6829268292683,43,32.9767441860465,42,32.7142857142857,41,32.7073170731707,42,33.7619047619048,42,33.5,42,33.6666666666667,46,36.4565217391304
"065","Tetepango","Región Tula",63,30.3968253968254,63,31.7777777777778,63,31.7301587301587,63,31.6031746031746,64,31.5625,54,30.6481481481481,64,31.703125,65,31.4615384615385,60,31.7666666666667,60,33.2833333333333,60,33.35,60,33.4333333333333,60,33.25,60,33.2333333333333,59,33.3050847457627,61,33.3770491803279,60,33.4833333333333,65,32.6615384615385
"066","Villa de Tezontepec","Región Tizayuca",61,27.7377049180328,63,29.3968253968254,63,28.2857142857143,63,28.1587301587302,62,28.5967741935484,54,27.6481481481481,64,28.84375,58,28.3275862068966,76,25.8684210526316,67,26.4626865671642,69,27.4782608695652,69,27.5072463768116,69,27.4347826086957,69,27.4057971014493,68,27.8088235294118,65,25.0769230769231,65,25.3384615384615,62,23.5645161290323
"067","Tezontepec de Aldama","Región Tula",77,28.5454545454545,77,28.6753246753247,80,28.325,80,28.375,81,28.4814814814815,71,27.0985915492958,79,28.7721518987342,77,29.1298701298701,80,28.475,82,28.2926829268293,79,29.1898734177215,81,28.9382716049383,82,28.8048780487805,82,28.7317073170732,82,28.4390243902439,85,28.3058823529412,84,28.2261904761905,94,28.0851063829787
"068","Tianguistengo","Región Zacualtipán",33,34.6363636363636,35,33.9142857142857,35,34.3142857142857,35,34.3714285714286,36,34.5555555555556,31,33.8709677419355,36,34.6111111111111,36,34.4722222222222,39,30.3333333333333,39,31.7435897435897,40,31.75,40,31.725,40,31.75,40,31.7,40,31.5,42,31.547619047619,42,31.5952380952381,41,34.219512195122
"069","Tizayuca","Región Tizayuca",128,10.859375,128,10.5625,131,10.5954198473282,128,10.234375,127,10.2125984251969,121,9.34710743801653,127,10.1811023622047,123,10.260162601626,148,11.8108108108108,143,11.9090909090909,142,11.2887323943662,142,11.7605633802817,140,11.3785714285714,140,11.3714285714286,143,11.6363636363636,143,11.3636363636364,147,11.0068027210884,153,12.3267973856209
"070","Tlahuelilpan","Región Tula",78,27.2564102564103,76,27.4868421052632,75,27.68,75,27.1866666666667,76,27.4868421052632,65,26.2923076923077,75,28.04,72,28.1805555555556,76,26.9078947368421,70,28.3285714285714,71,27.887323943662,71,28.0704225352113,71,27.9577464788732,71,27.9154929577465,71,28.1408450704225,71,28.5633802816901,72,28.5972222222222,80,27.8625
