"CVE_MUN","Municipio","Región","diversidad_2015","especializado_2015","diversidad_2016A","especializado_2016A","diversidad_2016B","especializado_2016B","diversidad_2017A","especializado_2017A","diversidad_2017B","especializado_2017B","diversidad_2018A","especializado_2018A","diversidad_2018B","especializado_2018B","diversidad_2019A","especializado_2019A","diversidad_2019B","especializado_2019B","diversidad_2020A","especializado_2020A","diversidad_2020B","especializado_2020B","diversidad_2021A","especializado_2021A","diversidad_2021B","especializado_2021B","diversidad_2022A","especializado_2022A","diversidad_2022B","especializado_2022B","diversidad_2023B","especializado_2023B","diversidad_2024A","especializado_2024A","diversidad_2024B","especializado_2024B"
"012","Atotonilco el Grande","Región Zacualtipán",7,34.2857142857143,7,37,7,36.8571428571429,7,37,7,36.7142857142857,6,36.5,7,36.8571428571429,7,36.8571428571429,8,28.25,10,26.5,9,31,9,31.2222222222222,9,30.7777777777778,9,30.6666666666667,8,29,6,32.1666666666667,6,32,9,29
"013","Atotonilco de Tula","Región Tula",6,23.5,6,26.3333333333333,6,26.6666666666667,7,24.7142857142857,7,24.2857142857143,6,22.1666666666667,7,24.5714285714286,7,24.4285714285714,7,24.2857142857143,6,24,8,22.125,8,22.25,8,22,8,22,8,22,7,23.2857142857143,7,22.4285714285714,7,22.2857142857143
"014","Calnali","Región Huejutla",8,33.125,7,36.7142857142857,7,36.5714285714286,7,37.7142857142857,7,37.4285714285714,7,37,7,37.4285714285714,8,35.875,8,31.75,7,33.2857142857143,8,31.625,8,31.625,8,31.5,8,31.5,8,31.875,8,30.625,8,30.75,8,30.875
"015","Cardonal","Región Ixmiquilpan",7,30.5714285714286,9,31,9,31.2222222222222,9,31.6666666666667,9,32,9,32.2222222222222,9,32.2222222222222,9,32.3333333333333,6,36,6,35.1666666666667,6,35,6,35.1666666666667,6,35,6,35,6,34.8333333333333,6,34.1666666666667,6,34,6,34
"016","Cuautepec de Hinojosa","Región Tulancingo",6,31,7,33.4285714285714,7,33.1428571428571,7,33.7142857142857,7,33.4285714285714,6,32.5,7,33.5714285714286,7,34,5,34.4,6,33.8333333333333,7,32.4285714285714,7,32.7142857142857,7,32.4285714285714,7,32.4285714285714,7,32.2857142857143,6,32.1666666666667,7,31,6,31.3333333333333
"017","Chapantongo","Región Huichapan",7,27.5714285714286,7,30.5714285714286,7,30.7142857142857,7,30.8571428571429,7,30.5714285714286,6,29.5,7,30.8571428571429,7,31.2857142857143,6,35.1666666666667,7,34.7142857142857,6,35.3333333333333,6,35.6666666666667,6,35.1666666666667,6,35.1666666666667,6,35,6,33.8333333333333,6,33.3333333333333,10,27.7
"018","Chapulhuacán","Región Jacala",6,31.6666666666667,7,32.5714285714286,6,35.3333333333333,6,36.1666666666667,6,36.6666666666667,6,36.3333333333333,6,36.5,6,36.1666666666667,7,33.1428571428571,6,35.3333333333333,8,30.875,8,31.125,8,30.75,8,30.75,7,33,8,29.25,7,31.5714285714286,7,32.5714285714286
"019","Chilcuautla","Región Ixmiquilpan",4,36,4,40.25,4,40.5,4,41,4,41,4,41.25,4,41.5,4,41.75,8,31.5,8,30.625,7,31.1428571428571,7,31.2857142857143,7,31.2857142857143,7,31.4285714285714,7,31,7,30.8571428571429,6,29,4,36
"020","Eloxochitlán","Región Zacualtipán",4,35.5,4,41.25,4,41.25,4,41.25,5,37.6,4,38,5,38.2,5,38,4,36.5,3,42.6666666666667,3,44,3,44,3,43.3333333333333,3,43.3333333333333,3,43.3333333333333,3,42.6666666666667,3,41.3333333333333,6,32.6666666666667
"021","Emiliano Zapata","Región Apan",9,30.4444444444444,8,32.125,9,30.4444444444444,9,30.5555555555556,9,30,8,29.125,8,31.875,8,31.875,8,30.25,8,30.25,7,30.2857142857143,7,30.4285714285714,7,30.1428571428571,7,30.1428571428571,7,30.1428571428571,6,25.8333333333333,6,24.8333333333333,5,29
"022","Epazoyucan","Región Mineral de la Reforma",4,34.25,4,34.25,5,32.6,5,33.8,5,33.4,4,33.5,5,33,5,33,5,35.4,3,38.3333333333333,3,39.3333333333333,3,39.3333333333333,3,39,3,39,4,40.5,6,33.3333333333333,5,30.8,5,34
"023","Francisco I. Madero","Región Actopan",8,28.875,8,31.375,8,31.25,8,32.375,8,32.625,7,31.8571428571429,8,32.75,8,32.25,8,31.375,8,31.125,7,30.7142857142857,7,30.5714285714286,7,30.4285714285714,7,30.4285714285714,7,30.2857142857143,7,29.1428571428571,8,29,10,29.6
"024","Huasca de Ocampo","Región Mineral de la Reforma",5,32.4,7,30.8571428571429,7,30.8571428571429,7,31.2857142857143,7,31.8571428571429,7,31.7142857142857,7,31.8571428571429,7,31.7142857142857,7,30.8571428571429,7,31.5714285714286,6,32.1666666666667,6,32.3333333333333,6,32,6,32,6,32.3333333333333,6,31.8333333333333,6,31.6666666666667,5,33.8
"025","Huautla","Región Huejutla",4,30.25,7,25.5714285714286,8,24,8,24.25,7,25.8571428571429,8,24.5,8,24.25,7,25.2857142857143,4,33.5,6,32.1666666666667,6,32.8333333333333,6,33.3333333333333,6,32.8333333333333,6,32.8333333333333,5,37.8,6,34.1666666666667,4,35.25,5,33.2
"026","Huazalingo","Región Huejutla",3,39.6666666666667,4,40.25,4,40.5,4,41,4,41,4,41.25,4,41.5,4,41.75,5,36.6,5,37.2,5,37.2,5,37.6,5,37,5,37,5,37,5,36.4,5,35.6,4,35.5
"027","Huehuetla","Región Tulancingo",9,30,10,28.6,9,29.2222222222222,10,28.6,10,28.9,8,29.875,9,30.5555555555556,9,30.8888888888889,5,34.2,6,31.5,5,34.4,5,34.8,5,34.4,5,34.4,4,39,4,38,4,38,6,32.3333333333333
"028","Huejutla de Reyes","Región Huejutla",11,22.1818181818182,11,25.1818181818182,11,25.1818181818182,11,25.9090909090909,11,26.6363636363636,10,26,11,26.9090909090909,11,26.3636363636364,8,24.25,10,22.5,9,24.5555555555556,9,24.6666666666667,9,24.5555555555556,9,24.5555555555556,9,23.1111111111111,9,22.5555555555556,10,21,11,24.3636363636364
"029","Huichapan","Región Huichapan",9,25.8888888888889,9,27.5555555555556,9,27.5555555555556,9,27.8888888888889,8,29.375,7,31.4285714285714,8,29.625,8,29.375,7,26.1428571428571,8,24.625,9,23.1111111111111,9,23.3333333333333,9,23.1111111111111,8,24.75,8,24.5,8,24.625,8,23.75,8,23.25
"030","Ixmiquilpan","Región Ixmiquilpan",10,23.2,9,26.4444444444444,9,26.4444444444444,9,26.4444444444444,9,25.8888888888889,8,24.75,9,26.2222222222222,9,25.6666666666667,7,25.5714285714286,7,25.5714285714286,5,28,5,28,5,27.8,5,27.8,5,28,5,27.8,6,30,7,30.2857142857143
"031","Jacala de Ledezma","Región Jacala",8,27.625,8,29.75,8,29.875,8,30.375,8,30.75,8,30.75,8,30.75,8,30.25,7,29,8,29.75,8,29,8,29,8,28.625,8,28.625,8,28.625,8,26.625,6,27.8333333333333,9,29.1111111111111
"032","Jaltocán","Región Huejutla",4,29.25,4,30,4,30.25,4,30.25,4,30,4,29.75,4,30,4,30.75,5,27,5,28,5,27.6,5,28.2,5,27.6,5,27.6,5,27.6,5,27.8,5,27.6,6,26.8333333333333
"033","Juárez Hidalgo","Región Zacualtipán",5,32.4,5,38.4,5,38.6,5,38.8,5,38.4,4,38.75,5,39,5,38.6,4,36.5,4,35.25,3,44,3,44,3,43.3333333333333,3,43.3333333333333,3,43.3333333333333,3,42.6666666666667,3,41.3333333333333,5,34.4
"034","Lolotla","Región Huejutla",4,30,4,31.25,4,31.5,4,32.25,2,40,2,40.5,2,40,3,30.3333333333333,5,30.2,4,31,3,31.6666666666667,3,31.6666666666667,3,31.3333333333333,3,31.3333333333333,3,31,3,30.3333333333333,3,29.6666666666667,4,27.25
"035","Metepec","Región Tulancingo",7,28.1428571428571,9,30.6666666666667,9,30.7777777777778,10,30,9,30.5555555555556,9,29.3333333333333,10,30.3,10,31.4,8,32,9,31.1111111111111,9,31.6666666666667,9,31.7777777777778,9,31.4444444444444,9,31.4444444444444,9,31.2222222222222,9,31.1111111111111,9,30.5555555555556,8,27.875
"036","San Agustín Metzquititlán","Región Zacualtipán",7,28.1428571428571,4,28.5,4,29,4,28.5,4,28,4,28,4,27.75,4,27.75,6,29.5,7,27.8571428571429,7,27.1428571428571,7,27.7142857142857,7,27.2857142857143,7,27.2857142857143,7,27.2857142857143,7,27.7142857142857,7,27.7142857142857,8,27.375
"037","Metztitlán","Región Zacualtipán",8,29.875,7,31.8571428571429,6,33,6,33.3333333333333,5,37.2,6,33.6666666666667,6,33.8333333333333,7,32.7142857142857,7,35.1428571428571,7,34.7142857142857,7,35.2857142857143,7,35.2857142857143,7,35.1428571428571,7,35.1428571428571,7,35,6,36.3333333333333,6,36,7,34.1428571428571
"038","Mineral del Chico","Región Mineral de la Reforma",5,28.6,5,26.6,5,26.6,5,26.6,5,26.2,5,26.2,5,26,5,26.2,6,28.5,6,29.3333333333333,5,31.8,5,32,5,31.6,5,31.6,5,31.8,4,35.5,5,30.4,6,29.1666666666667
"039","Mineral del Monte","Región Mineral de la Reforma",7,30.1428571428571,6,30.3333333333333,6,30.1666666666667,6,30.6666666666667,6,30.5,5,29.2,6,30.3333333333333,6,30.5,6,30,6,29.6666666666667,7,26.8571428571429,7,26.8571428571429,7,26.8571428571429,7,26.8571428571429,7,27,7,25.8571428571429,7,26.7142857142857,6,28.8333333333333
"040","La Misión","Región Jacala",4,35,4,34.75,4,34.75,4,36.25,4,36.25,4,36,4,36.25,4,36.75,2,36.5,1,53,1,54,1,54,1,53,1,53,1,53,1,52,1,52,2,46
"041","Mixquiahuala de Juárez","Región Actopan",9,25.5555555555556,10,24.9,9,26.2222222222222,9,26.8888888888889,9,26.3333333333333,8,24.625,9,26.2222222222222,9,26.1111111111111,8,27.5,9,23.5555555555556,7,27,7,27.2857142857143,7,27,7,27,7,26.8571428571429,8,25.625,9,24.7777777777778,8,27.375
"042","Molango de Escamilla","Región Zacualtipán",4,35,4,43,5,40.2,5,41.4,5,41.4,4,42.25,5,41.8,5,41.4,6,30.5,8,26.5,5,30.8,5,30.8,5,30.6,5,30.6,5,30.8,5,29.2,6,32,6,31.1666666666667
"043","Nicolás Flores","Región Ixmiquilpan",5,29.2,5,28.8,5,28.6,5,29.4,5,29.6,5,30.4,5,29.8,5,29.4,5,29,4,33.75,4,33,4,33,4,32.75,4,32.75,5,28.6,5,28,5,27.8,6,31.6666666666667
"044","Nopala de Villagrán","Región Huichapan",6,34.5,6,35.3333333333333,6,35.5,7,33.5714285714286,7,33.7142857142857,7,33.7142857142857,7,33.8571428571429,7,34,6,30.6666666666667,6,30.8333333333333,5,32.8,5,32.8,5,32.6,5,32.8,5,32.4,6,30.1666666666667,6,29,6,28.3333333333333
"045","Omitlán de Juárez","Región Mineral de la Reforma",2,39,4,34.25,4,33.75,5,33.6,4,39,3,41.3333333333333,4,39.25,4,39.25,6,30.1666666666667,5,35.6,4,41.25,4,41,4,40.5,4,40.5,5,38.2,4,37.25,5,32.8,6,35.1666666666667
"046","San Felipe Orizatlán","Región Huejutla",7,29.8571428571429,7,31.2857142857143,6,32.5,7,31.7142857142857,7,31.2857142857143,7,30.8571428571429,7,31.1428571428571,8,32.5,6,35.1666666666667,6,35,6,34.3333333333333,7,32.4285714285714,6,34.6666666666667,6,34.6666666666667,6,34.6666666666667,6,33.6666666666667,6,34.1666666666667,6,31.5
"047","Pacula","Región Jacala",3,30.3333333333333,3,39.3333333333333,3,39.3333333333333,3,39.3333333333333,3,39.3333333333333,3,39,3,39.3333333333333,3,39,4,33.25,4,32,4,33.25,4,33.5,4,32.75,4,32.75,4,33,4,32,4,32,5,30.2
"048","Pachuca de Soto","Región Pachuca",11,23.1818181818182,12,22.5833333333333,12,22.5,12,23,12,23.0833333333333,12,23.4166666666667,12,23.1666666666667,12,22.8333333333333,12,22.25,11,23.0909090909091,12,21.75,13,20.2307692307692,13,20.2307692307692,13,20.2307692307692,13,20.4615384615385,13,19.6923076923077,13,20.3076923076923,13,21
"049","Pisaflores","Región Jacala",4,36,3,40.6666666666667,3,40.3333333333333,3,40.3333333333333,3,41.6666666666667,3,41.6666666666667,3,42,3,41.6666666666667,3,41,2,46,3,41,3,41.3333333333333,3,41,3,41,4,42.5,4,41.5,3,40.6666666666667,4,35.75
"050","Progreso de Obregón","Región Actopan",7,21.7142857142857,8,25.125,7,26,6,28,6,27.8333333333333,6,27.6666666666667,6,27.6666666666667,6,27.1666666666667,10,25,8,25,9,26,8,25.75,9,26.2222222222222,9,26.3333333333333,9,26,9,25.6666666666667,9,25.3333333333333,8,26.375
"051","Mineral de la Reforma","Región Mineral de la Reforma",10,23.2,8,22.25,8,22.5,8,26,9,21.2222222222222,8,19.75,9,21.6666666666667,9,20.8888888888889,10,20.5,8,22.75,8,19.625,9,23.1111111111111,9,23.1111111111111,9,23.2222222222222,10,20.6,10,19.3,11,19.1818181818182,8,19.625
"052","San Agustín Tlaxiaca","Región Pachuca",4,32.5,5,34.2,5,33.8,5,34.6,4,37.25,4,36.5,4,37,5,34.6,8,29,9,27.2222222222222,7,28.1428571428571,7,28.2857142857143,6,25.1666666666667,6,25.1666666666667,6,25.5,5,22,4,24.75,5,21.4
"053","San Bartolo Tutotepec","Región Tulancingo",5,29.6,6,31.6666666666667,6,31.3333333333333,6,31.8333333333333,6,32.6666666666667,6,32.5,6,32.8333333333333,6,32.5,7,34.8571428571429,8,33.125,9,31.4444444444444,9,31.4444444444444,9,31.3333333333333,9,31.3333333333333,9,31.2222222222222,9,30.3333333333333,8,29.5,8,33.625
"054","San Salvador","Región Actopan",7,30.2857142857143,7,37,7,37.1428571428571,7,37.7142857142857,7,37.4285714285714,7,36,8,36.25,8,36.125,9,31.5555555555556,8,35,9,32.5555555555556,9,32.6666666666667,9,32.2222222222222,9,32.2222222222222,9,32.4444444444444,9,31.8888888888889,8,30.25,8,30.125
"055","Santiago de Anaya","Región Actopan",5,29.2,6,33.6666666666667,6,34,6,35.3333333333333,6,35.3333333333333,6,35.3333333333333,6,35.6666666666667,6,35.3333333333333,8,30.875,8,32.75,8,29.5,8,29.75,6,29,6,29,6,28.8333333333333,5,31.2,5,30,5,33.4
"056","Santiago Tulantepec de Lugo Guerrero","Región Tulancingo",7,23.8571428571429,7,35.5714285714286,7,35.5714285714286,6,38.6666666666667,7,34.8571428571429,6,34.1666666666667,7,35,7,34.7142857142857,7,28.8571428571429,6,30.6666666666667,7,26.5714285714286,7,27,7,26.5714285714286,7,26.5714285714286,8,25.25,7,27.1428571428571,6,24,7,26.8571428571429
"057","Singuilucan","Región Tulancingo",4,35.5,3,41,3,35,3,34.6666666666667,4,29.25,4,29,4,29.25,4,30,5,34.4,5,35,4,37.5,4,38,4,37.25,4,37.25,4,37.25,5,33.6,4,35,3,31.6666666666667
"058","Tasquillo","Región Ixmiquilpan",5,37,5,37,5,36.8,5,36.8,5,37.6,5,36.6,5,38.2,5,38,3,28,5,34.2,6,34.1666666666667,6,34.1666666666667,6,33.8333333333333,6,33.8333333333333,6,34,6,32.8333333333333,6,32.6666666666667,3,25
"059","Tecozautla","Región Huichapan",7,30.4285714285714,6,32,6,32.1666666666667,7,32.4285714285714,7,31.8571428571429,7,30.5714285714286,7,32.2857142857143,7,31.4285714285714,7,32.1428571428571,9,30.8888888888889,9,29.2222222222222,9,29.2222222222222,9,29,9,29,9,29.1111111111111,8,27.625,8,27.5,8,29.875
"060","Tenango de Doria","Región Tulancingo",7,31.4285714285714,8,30.375,8,30.375,8,31.25,8,31.125,7,30.4285714285714,7,30.4285714285714,7,30.2857142857143,6,27,6,28.8333333333333,6,32.1666666666667,6,32.3333333333333,6,32.3333333333333,6,32.1666666666667,6,32.5,6,31.8333333333333,6,32.3333333333333,5,30.6
"061","Tepeapulco","Región Apan",6,25.5,4,17,3,20,3,20.3333333333333,4,17.5,4,17.75,4,17.75,6,19.6666666666667,6,19.3333333333333,8,19,8,17.625,8,17.75,8,17.875,8,18,6,19,6,17.8333333333333,6,21.8333333333333,8,20.875
"062","Tepehuacán de Guerrero","Región Zacualtipán",4,33,4,31.75,4,32,4,32.5,7,27.8571428571429,7,28,7,27.5714285714286,6,30.3333333333333,6,30.6666666666667,7,28.8571428571429,6,31.1666666666667,6,31.1666666666667,6,31,6,31,6,30.5,5,32.6,4,29.5,3,33
"063","Tepeji del Río de Ocampo","Región Tula",7,17.7142857142857,8,18.375,8,18.5,9,20.7777777777778,8,22.125,6,21.1666666666667,7,20.4285714285714,7,20.2857142857143,11,19.0909090909091,8,18.625,7,22.1428571428571,7,22.4285714285714,7,22.1428571428571,8,21.125,9,20,10,19.1,10,19.2,11,19.1818181818182
"064","Tepetitlán","Región Tula",4,35,4,39.5,4,40,4,40.75,4,40.5,3,38.6666666666667,4,41,4,40.75,5,36.4,5,37.2,6,35.6666666666667,6,35.6666666666667,6,35.3333333333333,6,35.3333333333333,6,35.3333333333333,6,34.3333333333333,6,33.8333333333333,4,32.75
"065","Tetepango","Región Tula",6,34.1666666666667,7,37.2857142857143,7,37,7,38.1428571428571,7,38,6,37.6666666666667,7,38,7,38,6,37,6,37.5,6,37.5,6,37.5,6,37.1666666666667,6,37.1666666666667,6,37.1666666666667,6,35.6666666666667,6,35.1666666666667,5,38.4
"066","Villa de Tezontepec","Región Tizayuca",7,28.7142857142857,7,27.7142857142857,8,25.375,8,25.625,8,25.375,7,25.2857142857143,8,25.125,6,27.6666666666667,10,25.9,7,23.2857142857143,8,23.75,8,23.75,8,23.875,8,23.875,9,23.2222222222222,7,22.1428571428571,8,21.5,6,20.6666666666667
"067","Tezontepec de Aldama","Región Tula",8,27.375,7,32,7,31.7142857142857,7,32.1428571428571,7,31.7142857142857,7,28.1428571428571,7,32,7,32.1428571428571,6,26,5,31.2,5,30.6,5,30.6,5,30.4,5,30.4,5,30.8,5,30.2,5,30.2,5,31.2
"068","Tianguistengo","Región Zacualtipán",3,37.6666666666667,4,37.25,4,37.5,4,38,4,38,4,37.5,4,37.75,4,37.75,7,33.5714285714286,7,33.1428571428571,7,33.1428571428571,7,33.5714285714286,7,33.1428571428571,7,33.1428571428571,7,33.4285714285714,7,32.4285714285714,7,32.7142857142857,7,32.7142857142857
"069","Tizayuca","Región Tizayuca",8,18.125,10,19.8,9,20.5555555555556,9,20.4444444444444,7,22.1428571428571,7,21.4285714285714,7,21.7142857142857,7,21.8571428571429,7,24,7,23.8571428571429,7,19.2857142857143,7,19.7142857142857,7,19.4285714285714,7,19.4285714285714,7,19.8571428571429,8,20,8,19.5,8,20.25
"070","Tlahuelilpan","Región Tula",5,28.6,5,28.8,5,29,5,29.4,5,28.6,6,24,5,28.4,5,28.8,8,29.125,8,26.375,7,26.2857142857143,7,26.1428571428571,7,26.1428571428571,7,26.1428571428571,7,26,7,25.7142857142857,7,25.7142857142857,7,29.1428571428571
"071","Tlahuiltepa","Región Zacualtipán",4,34.5,5,37,5,37,5,36.8,5,37.6,4,38,5,38,5,37.6,4,35.25,2,40.5,3,42,3,42,3,41.3333333333333,3,41.3333333333333,3,41.3333333333333,3,42.3333333333333,3,39,4,34.75
"072","Tlanalapa","Región Apan",7,29.1428571428571,8,31.125,9,30,9,30.2222222222222,9,30.2222222222222,8,29.5,9,30.5555555555556,9,28.5555555555556,7,25.4285714285714,6,25.5,6,24.5,6,24.6666666666667,6,24.6666666666667,6,24.8333333333333,6,24.5,5,25,5,25,6,26.1666666666667
"073","Tlanchinol","Región Huejutla",6,32.3333333333333,5,33.2,5,33,5,33.8,5,34.6,5,34.2,5,34.6,5,34.2,6,34.5,6,33.3333333333333,6,36,6,36.1666666666667,6,35.6666666666667,6,35.6666666666667,6,35.6666666666667,6,34.6666666666667,5,32.6,4,33.75
"074","Tlaxcoapan","Región Tula",6,26.3333333333333,5,26,6,27.5,6,28.1666666666667,5,30.4,6,29.3333333333333,7,30.7142857142857,7,32.8571428571429,8,26.125,7,27.7142857142857,7,29,7,29.2857142857143,7,28.8571428571429,7,28.8571428571429,7,29.1428571428571,7,28.2857142857143,7,27.7142857142857,6,28.1666666666667
"075","Tolcayuca","Región Tizayuca",10,24.5,9,28.1111111111111,9,28.3333333333333,9,28.4444444444444,7,29.5714285714286,6,28.3333333333333,7,29.7142857142857,6,26.6666666666667,5,27.2,5,27.6,4,21.25,5,23,5,22.8,5,22.8,5,22.8,3,19.6666666666667,4,22.25,6,24.1666666666667
"076","Tula de Allende","Región Tula",10,17.5,9,17.5555555555556,10,17,10,17.3,10,16.9,10,17.1,10,16.8,10,16.3,13,22.3076923076923,12,23.1666666666667,13,22.2307692307692,13,22.3076923076923,13,22.2307692307692,13,22.2307692307692,12,21.8333333333333,12,21.8333333333333,13,20.3846153846154,11,20.7272727272727
"077","Tulancingo de Bravo","Región Tulancingo",10,24.8,11,23.5454545454545,10,24.5,9,25.3333333333333,11,24.4545454545455,10,23.1,11,24.4545454545455,11,24.1818181818182,9,24.1111111111111,10,22.2,9,21,10,22.2,9,24.2222222222222,9,24.1111111111111,9,24.5555555555556,9,24.3333333333333,10,24.6,8,23.75
"078","Xochiatipan","Región Huejutla",5,33.4,5,32.6,5,32.6,5,33,5,33.6,5,33.6,5,33.6,5,33.8,7,30.4285714285714,6,32.1666666666667,6,32.6666666666667,6,33,6,32.6666666666667,6,32.6666666666667,7,29.7142857142857,7,28.7142857142857,7,28.8571428571429,5,33.8
"079","Xochicoatlán","Región Zacualtipán",5,34,6,29.1666666666667,6,29.1666666666667,6,30.1666666666667,6,30.8333333333333,6,30.5,6,30.5,6,30.3333333333333,3,29,5,26.8,7,26.1428571428571,7,26.1428571428571,7,26.1428571428571,7,26.1428571428571,7,25.8571428571429,6,26.5,7,25,3,29.6666666666667
"080","Yahualica","Región Huejutla",5,34.8,4,36,4,36.25,4,36.75,4,36.5,4,36.5,4,36.75,4,37.5,5,35.2,4,39.5,4,40.25,4,40.75,4,40,4,40,4,40,4,39.5,4,38.5,4,37
"081","Zacualtipán de Ángeles","Región Zacualtipán",3,19.3333333333333,2,21.5,2,22,2,22,2,20.5,2,21.5,2,22,1,30,1,30,1,30,1,29,1,31,1,30,1,30,1,30,2,29.5,3,33,3,33.3333333333333
"082","Zapotlán de Juárez","Región Pachuca",4,30.75,4,31,5,27.4,5,27.6,5,27,3,27,4,30,4,30,5,31,4,32,4,31,4,31.5,4,31,4,31,4,31.25,6,25.6666666666667,5,28,7,27
"083","Zempoala","Región Tizayuca",6,24.8333333333333,7,28.5714285714286,7,28.4285714285714,8,29.375,8,29.125,7,27.8571428571429,8,29,7,27.4285714285714,6,29.1666666666667,6,29.1666666666667,8,28.375,8,28.5,7,24.8571428571429,7,25,7,24.5714285714286,5,25,6,23,7,25.2857142857143
"084","Zimapán","Región Ixmiquilpan",4,18.25,5,30.4,5,30,5,30.4,5,30.2,5,30,6,31.3333333333333,4,28.5,7,31,9,31.2222222222222,7,30.2857142857143,7,30.4285714285714,7,29.8571428571429,7,29.8571428571429,6,33.1666666666667,5,33,5,32.2,5,30.8
