"CVE_MUN","Municipio","Región","diversidad_2015","especializado_2015","diversidad_2016A","especializado_2016A","diversidad_2016B","especializado_2016B","diversidad_2017A","especializado_2017A","diversidad_2017B","especializado_2017B","diversidad_2018A","especializado_2018A","diversidad_2018B","especializado_2018B","diversidad_2019A","especializado_2019A","diversidad_2019B","especializado_2019B","diversidad_2020A","especializado_2020A","diversidad_2020B","especializado_2020B","diversidad_2021A","especializado_2021A","diversidad_2021B","especializado_2021B","diversidad_2022A","especializado_2022A","diversidad_2022B","especializado_2022B","diversidad_2023B","especializado_2023B","diversidad_2024A","especializado_2024A","diversidad_2024B","especializado_2024B"
"025","Huautla","Región Huejutla",12,34,15,32.6,16,31.6875,17,30.1176470588235,16,32.1875,16,32.25,16,32.625,17,32.5882352941176,15,35.2666666666667,17,35.2352941176471,16,36.125,16,35.9375,16,35.8125,16,35.875,15,36.6,16,35.5,15,34.8666666666667,20,35.9
"026","Huazalingo","Región Huejutla",8,34.5,10,38.3,10,38.6,10,39.5,10,39.5,8,41.375,10,40.2,10,40,10,40.9,11,41.5454545454545,10,42.3,10,42.2,10,42.1,10,42.2,10,42.1,10,41.7,10,41.2,8,41.5
"027","Huehuetla","Región Tulancingo",18,33,19,32.7368421052632,19,32.9473684210526,19,32.8421052631579,19,33.1052631578947,17,32.8235294117647,18,32.4444444444444,18,32.2222222222222,14,34.0714285714286,16,33.5,16,33.75,16,33.8125,16,33.9375,16,33.9375,16,33.875,13,35.5384615384615,13,35.3076923076923,16,34.1875
"028","Huejutla de Reyes","Región Huejutla",22,21.5,22,24.3636363636364,22,24.5909090909091,21,26.3333333333333,21,26.4285714285714,20,25.8,20,27.05,21,27.0952380952381,20,23.25,23,23.3913043478261,20,24.8,20,24.65,20,24.75,20,24.75,20,24.05,20,24.1,22,23.2727272727273,24,24.1666666666667
"029","Huichapan","Región Huichapan",22,22.5909090909091,27,20.7777777777778,24,21.25,25,21.48,24,21.625,23,22.1739130434783,22,21.5454545454545,21,21.2380952380952,24,24.4166666666667,20,26.3,24,23.4583333333333,24,23.3333333333333,24,23.2083333333333,23,23.7826086956522,22,24.1363636363636,22,23.5,20,24.3,19,22.8421052631579
"030","Ixmiquilpan","Región Ixmiquilpan",30,21.8,30,25.5666666666667,30,25.3666666666667,30,25.0333333333333,32,25.15625,32,24.125,34,25.4411764705882,32,25.9375,32,24.09375,27,26.9259259259259,26,25.3846153846154,26,25.6538461538462,26,25.7307692307692,26,25.6923076923077,25,26.16,24,28,25,28.12,23,31.1739130434783
"031","Jacala de Ledezma","Región Jacala",22,25.3636363636364,24,26.25,24,26.375,24,26.5,24,26.7916666666667,23,26.4347826086957,22,27.0909090909091,23,27.1739130434783,22,30.9090909090909,25,28.76,24,30.125,24,29.875,24,29.875,24,29.875,25,28.96,23,29.8260869565217,21,28.3809523809524,22,30.3636363636364
"032","Jaltocán","Región Huejutla",16,26.1875,16,26.875,16,26.8125,16,26.6875,16,26.875,15,26.2,17,25.6470588235294,15,27.4666666666667,12,28.5833333333333,12,28.8333333333333,12,29.0833333333333,13,29.5384615384615,13,29.3846153846154,13,29.4615384615385,13,29.3846153846154,13,28.7692307692308,13,28.6153846153846,14,29.4285714285714
"033","Juárez Hidalgo","Región Zacualtipán",10,30.3,11,35.0909090909091,11,35.0909090909091,11,35.4545454545455,11,35.6363636363636,10,35.3,11,35.7272727272727,11,34.7272727272727,9,38.5555555555556,9,39.1111111111111,7,42.2857142857143,7,41.8571428571429,7,41.5714285714286,7,41.5714285714286,7,41.2857142857143,7,41.1428571428571,7,40.5714285714286,12,38.8333333333333
"034","Lolotla","Región Huejutla",4,32.5,4,33.25,5,35.8,5,35.8,4,33.75,4,33.25,5,30.8,6,28.6666666666667,7,34.1428571428571,8,32.5,7,33,7,33,7,32.8571428571429,7,32.8571428571429,6,30.8333333333333,7,32.4285714285714,7,32,7,31.8571428571429
"035","Metepec","Región Tulancingo",18,28.2222222222222,19,31.1578947368421,20,30.85,20,31.05,20,31.35,18,31.9444444444444,20,31.6,21,30.9047619047619,20,32.05,21,30.7619047619048,20,30.1,20,30.3,20,30.15,20,30.1,20,30.1,19,28.6842105263158,18,28.9444444444444,20,27.45
"036","San Agustín Metzquititlán","Región Zacualtipán",15,32.2,14,30.2142857142857,14,30.0714285714286,12,30.1666666666667,12,30.5833333333333,12,30.25,13,31.2307692307692,13,30.9230769230769,19,32.1052631578947,19,31.7894736842105,19,31.4736842105263,19,31.4210526315789,19,31.4210526315789,19,31.4210526315789,19,31.3157894736842,19,31.2105263157895,19,31.2105263157895,23,30.2173913043478
"037","Metztitlán","Región Zacualtipán",17,27.3529411764706,18,29.3333333333333,18,28.5,18,28,19,28.5263157894737,17,29.2941176470588,18,29.5555555555556,18,29.7777777777778,16,37.0625,16,37.0625,16,35.6875,16,35.75,16,35.75,16,35.625,16,35.5625,13,38,13,37.3846153846154,19,35.1578947368421
"038","Mineral del Chico","Región Mineral de la Reforma",12,28.5833333333333,11,30.6363636363636,12,29.8333333333333,12,30.25,12,30.5,11,29.5454545454545,12,30.6666666666667,12,30.75,14,32.0714285714286,14,31.5714285714286,14,31.5714285714286,14,31.9285714285714,14,31.6428571428571,14,31.5714285714286,14,31.6428571428571,13,32.1538461538462,13,31.3846153846154,14,31.2142857142857
"039","Mineral del Monte","Región Mineral de la Reforma",17,28.5882352941176,17,30.3529411764706,18,30.4444444444444,19,30.4736842105263,19,30.5263157894737,17,29.8823529411765,17,29.7647058823529,16,30.0625,16,27.875,15,28.9333333333333,16,27.875,16,28.0625,16,28,16,28,16,28.0625,16,26.8125,16,27.25,16,32.0625
"040","La Misión","Región Jacala",10,33.2,10,33.7,10,33.8,10,34.3,10,34.4,10,34.2,10,34.6,10,33.9,8,34.375,7,34.8571428571429,8,32.125,8,31.875,8,31.875,8,32,8,31.75,8,32,8,31.25,14,36.5
"041","Mixquiahuala de Juárez","Región Actopan",25,26.36,28,26.3214285714286,27,26.8148148148148,26,26.5769230769231,26,27.0384615384615,23,26.0869565217391,25,27.6,26,26.6153846153846,26,27.7307692307692,27,25.5185185185185,30,25.9333333333333,30,26.0333333333333,30,26.1,30,26.0333333333333,28,26.5714285714286,28,26.9642857142857,27,26.8518518518519,26,29.3076923076923
"042","Molango de Escamilla","Región Zacualtipán",15,36.1333333333333,14,36.2142857142857,15,36.6,16,36.125,15,37.2,14,36.7142857142857,15,38.9333333333333,15,38.8666666666667,13,37.0769230769231,15,34.4,15,35.6,15,35.5333333333333,15,35.7333333333333,15,35.7333333333333,15,35.6666666666667,16,33.1875,15,35.2666666666667,18,34.2222222222222
"043","Nicolás Flores","Región Ixmiquilpan",15,29.1333333333333,14,31.2142857142857,14,31.1428571428571,14,31.5,14,31.8571428571429,13,31.3846153846154,14,31.8571428571429,14,31.5,10,33.8,11,33.8181818181818,10,35.9,10,36,10,35.8,10,35.8,11,33.1818181818182,11,33,11,32.9090909090909,16,37.25
"044","Nopala de Villagrán","Región Huichapan",22,32.1363636363636,20,33.65,21,32.7619047619048,22,33.6818181818182,22,34,19,33.7894736842105,22,34.2727272727273,21,33.1904761904762,15,25.6,11,26,11,27.4545454545455,11,27.2727272727273,11,27.0909090909091,11,27.0909090909091,10,27.5,10,28.4,10,27.9,13,28.6153846153846
"045","Omitlán de Juárez","Región Mineral de la Reforma",10,35,10,34.2,10,34,11,34.9090909090909,10,37.5,9,36.8888888888889,10,38.1,10,37.2,15,34,15,36.2666666666667,14,35.7142857142857,14,35.4285714285714,14,35.2857142857143,14,35.3571428571429,14,35.2857142857143,15,34.9333333333333,16,33.5625,15,32.9333333333333
"046","San Felipe Orizatlán","Región Huejutla",18,26.9444444444444,17,30.3529411764706,17,30.1764705882353,18,30.8333333333333,19,31.5789473684211,18,31.0555555555556,18,31.7222222222222,19,32.4736842105263,18,31.7777777777778,19,31.0526315789474,18,31.2222222222222,19,30.6842105263158,19,30.7894736842105,19,30.8421052631579,18,31.6111111111111,19,31.4210526315789,19,31.3684210526316,23,29.7391304347826
